SiteCode,lado_km,k,1,2,3,4,5,6,7,8,9,10
MGipia1,8.01,0.29999999999999993,0.00253064,0.00205564,0.00209598,0.00257081,0.00227041,0.00198056,0.00216675,0.00252913,0.00246046,0.00197465
MGipia1,4.005,0.29999999999999993,0.0026197,0.00273522,0.00273858,0.00262698,0.00305053,0.00320749,0.00281347,0.00342889,0.00245274,0.00301767
MGipia1,2.0025,0.29999999999999993,0.00388397,0.00388397,0.00354943,0.00354943,0.00399297,0.00399297,0.00420401,0.00420401,0.00383321,0.00383321
MGipia1,1.00125,0.29999999999999993,0.00523322,0.00523322,0.00523322,0.00523322,0.00523322,0.00563232,0.00563232,0.00563232,0.00563232,0.00563232
MGipia1,0.500625,0.29999999999999993,0.00705574,0.00705574,0.00705574,0.00705574,0.00705574,0.00705574,0.00705574,0.00705574,0.00690714,0.00690714
MGipia1,16.02,0.34999999999999987,0.00207916,0.00247091,0.00200431,0.00174466,0.00165592,0.0019826,0.00190067,0.00232185,0.00203828,0.00201107
MGipia1,8.01,0.34999999999999987,0.00216757,0.00174678,0.00209248,0.00225535,0.00235023,0.00276538,0.00201662,0.00162727,0.00227359,0.00224779
MGipia1,4.005,0.34999999999999987,0.00233095,0.0026682,0.0029718,0.00261641,0.00291392,0.00266632,0.00286108,0.00287482,0.00321442,0.00260827
MGipia1,2.0025,0.34999999999999987,0.003928,0.00414117,0.00414117,0.00352818,0.00352818,0.00402394,0.00402394,0.0039772,0.0039772,0.00359736
MGipia1,1.00125,0.34999999999999987,0.00481598,0.00481598,0.00481598,0.00489174,0.00489174,0.00489174,0.00489174,0.00489174,0.005051,0.005051
MGipia1,0.500625,0.34999999999999987,0.00686862,0.00686862,0.00686862,0.00686862,0.00686862,0.00704566,0.00704566,0.00704566,0.00704566,0.00704566
MGipia1,16.02,0.3999999999999999,0.00227237,0.00150905,0.00162417,0.00194103,0.00143584,0.0019194,0.0022436,0.0015434,0.00196051,0.00203448
MGipia1,8.01,0.3999999999999999,0.0021937,0.00239121,0.00236963,0.00194127,0.00232401,0.00232044,0.00197012,0.002112,0.00210734,0.00257825
MGipia1,4.005,0.3999999999999999,0.00255498,0.00282046,0.00288988,0.0029115,0.00335381,0.00270834,0.00273056,0.00286458,0.0025336,0.00239028
MGipia1,2.0025,0.3999999999999999,0.00399819,0.00399819,0.00405112,0.00405112,0.00369656,0.00369656,0.00385257,0.00385257,0.00357392,0.00357392
MGipia1,1.00125,0.3999999999999999,0.00491985,0.00491985,0.00491985,0.00491985,0.00511229,0.00511229,0.00511229,0.00511229,0.00511229,0.00531705
MGipia1,0.500625,0.3999999999999999,0.00719496,0.00719496,0.00719496,0.00719496,0.00719496,0.00719496,0.00719496,0.00689729,0.00689729,0.00689729
MGipia1,16.02,0.45,0.00355651,0.0031395,0.00328535,0.00347101,0.00397423,0.00384153,0.00270984,0.00422615,0.00359095,0.00401755
MGipia1,8.01,0.45,0.00336776,0.00326727,0.00353874,0.00278663,0.00307926,0.00306246,0.00364596,0.0025458,0.00240604,0.00332153
MGipia1,4.005,0.45,0.00360754,0.00307364,0.00391967,0.00464306,0.00313713,0.0033181,0.00331098,0.00328275,0.00341306,0.00295977
MGipia1,2.0025,0.45,0.00360363,0.00400229,0.00400229,0.00399995,0.00399995,0.00415787,0.00415787,0.00426587,0.00426587,0.0037809
MGipia1,1.00125,0.45,0.00473012,0.00473012,0.00473012,0.00473012,0.00520825,0.00520825,0.00520825,0.00520825,0.00520825,0.00544627
MGipia1,0.500625,0.45,0.00675423,0.00675423,0.00675423,0.00675423,0.00675423,0.00675423,0.00660126,0.00660126,0.00660126,0.00660126
MGipia1,16.02,0.05,5.93583e-4,6.2355e-4,6.45472e-4,6.53856e-4,6.79252e-4,6.35754e-4,6.0293e-4,6.65847e-4,6.50655e-4,6.34651e-4
MGipia1,8.01,0.05,0.00101619,0.00102127,0.00110724,0.00113009,0.0010813,0.00104281,0.00104372,0.00113695,0.00103565,0.00107182
MGipia1,4.005,0.05,0.00171939,0.00182811,0.00167522,0.00180889,0.00193612,0.00189705,0.00174384,0.00179725,0.0017666,0.00179781
MGipia1,2.0025,0.05,0.0029434,0.00294632,0.00294632,0.00275077,0.00275077,0.00266489,0.00266489,0.00266784,0.00266784,0.00285805
MGipia1,1.00125,0.05,0.00443433,0.00443433,0.00443433,0.00443433,0.00414169,0.00414169,0.00414169,0.00414169,0.00434857,0.00434857
MGipia1,0.500625,0.05,0.00685229,0.00685229,0.00685229,0.00685229,0.00685229,0.00660673,0.00660673,0.00660673,0.00660673,0.00660673
MGipia1,16.02,0.49999999999999994,0.00341042,0.00283206,0.0033,0.00353181,0.00349976,0.0029699,0.00275223,0.00376955,0.00432056,0.00327641
MGipia1,8.01,0.49999999999999994,0.00382234,0.00256657,0.00282491,0.00260422,0.00313526,0.00330267,0.00316401,0.00306483,0.00341565,0.00314261
MGipia1,4.005,0.49999999999999994,0.0030436,0.00351926,0.003398,0.00355419,0.00307065,0.00363319,0.00329922,0.00316868,0.00375737,0.00384715
MGipia1,2.0025,0.49999999999999994,0.00410773,0.00401795,0.00401795,0.00417046,0.00417046,0.00403965,0.00403965,0.00393003,0.00393003,0.00453568
MGipia1,1.00125,0.49999999999999994,0.00542967,0.00542967,0.00542967,0.00486607,0.00486607,0.00486607,0.00486607,0.00486607,0.00486809,0.00486809
MGipia1,0.500625,0.49999999999999994,0.006527,0.006527,0.006527,0.006527,0.006527,0.00631786,0.00631786,0.00631786,0.00631786,0.00631786
MGipia1,16.02,0.5499999999999999,0.00292414,0.00392365,0.0031553,0.00256308,0.00297388,0.00311375,0.00294021,0.00376945,0.00338676,0.00336916
MGipia1,8.01,0.5499999999999999,0.00370868,0.00255853,0.00324215,0.00303794,0.00339478,0.00358523,0.00376905,0.00316492,0.00333765,0.00336082
MGipia1,4.005,0.5499999999999999,0.00338079,0.00331789,0.00323255,0.00363441,0.00301652,0.00341704,0.00467645,0.00421827,0.00408748,0.00348253
MGipia1,2.0025,0.5499999999999999,0.00364032,0.00364032,0.00382937,0.00382937,0.00424559,0.00424559,0.0034308,0.0034308,0.00431283,0.00382645
MGipia1,1.00125,0.5499999999999999,0.0049805200000000004,0.0049805200000000004,0.0049805200000000004,0.00532603,0.00532603,0.00532603,0.00532603,0.00532603,0.00476671,0.00476671
MGipia1,0.500625,0.5499999999999999,0.00623187,0.00623187,0.00623187,0.00623187,0.00623187,0.00701942,0.00701942,0.00701942,0.00701942,0.00701942
MGipia1,16.02,0.5999999999999999,0.00348059,0.00374527,0.00440766,0.00388998,0.00284303,0.00352392,0.00236361,0.00308853,0.00375719,0.00317784
MGipia1,8.01,0.5999999999999999,0.0041139,0.00294936,0.00371624,0.00398023,0.00320177,0.00348605,0.00293447,0.00280083,0.00354437,0.00309575
MGipia1,4.005,0.5999999999999999,0.00375369,0.00339066,0.00347745,0.00360394,0.00354325,0.00373077,0.00333161,0.00337162,0.00352336,0.00358638
MGipia1,2.0025,0.5999999999999999,0.00399903,0.00399903,0.00449234,0.00449234,0.00419909,0.00419909,0.00371864,0.00371864,0.00428719,0.00428719
MGipia1,1.00125,0.5999999999999999,0.00498006,0.00443556,0.00443556,0.00443556,0.00443556,0.00443556,0.00504475,0.00504475,0.00504475,0.00504475
MGipia1,0.500625,0.5999999999999999,0.00675443,0.00675443,0.00636301,0.00636301,0.00636301,0.00636301,0.00636301,0.00636301,0.00636301,0.00636301
MGipia1,16.02,0.6499999999999999,0.00387549,0.00429851,0.00469822,0.00499242,0.00459895,0.00547229,0.0041143,0.00498497,0.00502246,0.00454951
MGipia1,8.01,0.6499999999999999,0.00419749,0.00419916,0.00443916,0.00448711,0.00542863,0.00478494,0.00500635,0.00522998,0.00483487,0.00461047
MGipia1,4.005,0.6499999999999999,0.00423633,0.00443576,0.00426344,0.00436887,0.0051884,0.00464322,0.00563194,0.00472183,0.00384367,0.00451495
MGipia1,2.0025,0.6499999999999999,0.00469216,0.00518181,0.00518181,0.00586451,0.00586451,0.00404903,0.00404903,0.00436767,0.00436767,0.00415403
MGipia1,1.00125,0.6499999999999999,0.00424275,0.00424275,0.00424275,0.0047226,0.0047226,0.0047226,0.0047226,0.0047226,0.00536061,0.00536061
MGipia1,0.500625,0.6499999999999999,0.00563271,0.00563271,0.00563271,0.00563271,0.00563271,0.00530683,0.00530683,0.00530683,0.00530683,0.00530683
MGipia1,16.02,0.7,0.00430147,0.00465812,0.00496813,0.0043155,0.00516604,0.00461086,0.00526826,0.00526118,0.00464871,0.00474521
MGipia1,8.01,0.7,0.00396154,0.00525443,0.00482732,0.00445316,0.00430371,0.00394258,0.00412342,0.00520576,0.00456789,0.00575935
MGipia1,4.005,0.7,0.00477046,0.00431001,0.00386722,0.0037635,0.00549168,0.00524104,0.00499773,0.00506753,0.00415656,0.00411018
MGipia1,2.0025,0.7,0.00411222,0.00523713,0.00523713,0.00432704,0.00432704,0.00499623,0.00499623,0.00519535,0.00519535,0.00423077
MGipia1,1.00125,0.7,0.00430753,0.00430753,0.00417081,0.00417081,0.00417081,0.00417081,0.00417081,0.00396803,0.00396803,0.00396803
MGipia1,0.500625,0.7,0.00450882,0.00450882,0.00450882,0.00511095,0.00511095,0.00511095,0.00511095,0.00511095,0.00511095,0.00511095
MGipia1,16.02,0.75,0.00539637,0.00439266,0.00496192,0.00531308,0.00470463,0.0053725,0.00457465,0.00383652,0.00385789,0.00458632
MGipia1,8.01,0.75,0.00432248,0.00552418,0.00507805,0.00484022,0.00539365,0.00382328,0.00475451,0.00428501,0.00513155,0.00434918
MGipia1,4.005,0.75,0.00525841,0.00476563,0.00456684,0.00396155,0.00511882,0.00434475,0.00525443,0.00437236,0.00527013,0.00471786
MGipia1,2.0025,0.75,0.00482762,0.00482762,0.00488781,0.00488781,0.00413376,0.00413376,0.00413376,0.00442776,0.00442776,0.00566902
MGipia1,1.00125,0.75,0.00568541,0.00568541,0.00456605,0.00456605,0.00456605,0.00456605,0.00456605,0.00466863,0.00466863,0.00466863
MGipia1,0.500625,0.75,0.00528915,0.00528915,0.00528915,0.00525356,0.00525356,0.00525356,0.00525356,0.00525356,0.00525356,0.00525356
MGipia1,16.02,0.7999999999999999,0.0045078,0.00446609,0.00469339,0.00470463,0.00469172,0.00433,0.00400003,0.00380158,0.00541542,0.00487813
MGipia1,8.01,0.7999999999999999,0.00426934,0.00442029,0.00447454,0.00537804,0.00523437,0.0043478,0.00511882,0.00437236,0.0048874,0.00466879
MGipia1,4.005,0.7999999999999999,0.00430371,0.00409782,0.00410368,0.00515972,0.00394259,0.00508424,0.00412342,0.00459496,0.00475565,0.00470292
MGipia1,2.0025,0.7999999999999999,0.00451808,0.00451808,0.00442033,0.00442033,0.00478041,0.00478041,0.00422588,0.00422588,0.00422588,0.00508361
MGipia1,1.00125,0.7999999999999999,0.00510325,0.00510325,0.00463812,0.00463812,0.00463812,0.00463812,0.004696,0.004696,0.004696,0.004696
MGipia1,0.500625,0.7999999999999999,0.00504477,0.00504477,0.00514519,0.00514519,0.00514519,0.00514519,0.00514519,0.00514519,0.00514519,0.00514519
MGipia1,16.02,0.85,0.00473705,0.0040782,0.0056439,0.0044759,0.00537645,0.00461838,0.00475307,0.00434879,0.00412673,0.00485259
MGipia1,8.01,0.85,0.00546692,0.00417452,0.00521459,0.00469931,0.00553625,0.00441076,0.00496449,0.00392464,0.00478666,0.00477597
MGipia1,4.005,0.85,0.00431978,0.00399497,0.00529228,0.00442239,0.0044433,0.00503448,0.00483484,0.00423104,0.00534945,0.00433436
MGipia1,2.0025,0.85,0.00433552,0.00536365,0.00536365,0.00446778,0.00446778,0.00500021,0.00500021,0.00500021,0.00545251,0.00545251
MGipia1,1.00125,0.85,0.0042172,0.0042172,0.0042172,0.0042172,0.0042172,0.00458731,0.00458731,0.00458731,0.00458731,0.00458731
MGipia1,0.500625,0.85,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.00536272,0.00536272
MGipia1,16.02,0.8999999999999999,0.00459462,0.00460409,0.00499394,0.00443156,0.0056439,0.00471427,0.00513438,0.00440929,0.0046434,0.0041826
MGipia1,8.01,0.8999999999999999,0.00366235,0.00496544,0.00434419,0.00500358,0.00509386,0.0048383,0.00417647,0.00457724,0.00474238,0.00500749
MGipia1,4.005,0.8999999999999999,0.00521459,0.00472919,0.00502783,0.00471319,0.00411298,0.00590579,0.00597587,0.00553625,0.00448413,0.00429756
MGipia1,2.0025,0.8999999999999999,0.00429934,0.00543078,0.00543078,0.00511473,0.00441171,0.00441171,0.00451292,0.00451292,0.00500105,0.00500105
MGipia1,1.00125,0.8999999999999999,0.0050431,0.00429147,0.00429147,0.00429147,0.00465273,0.00465273,0.00465273,0.0050049,0.0050049,0.0050049
MGipia1,0.500625,0.8999999999999999,0.00552296,0.00552296,0.00557406,0.00557406,0.00557406,0.00557406,0.00557406,0.00557406,0.00557406,0.00491637
MGipia1,16.02,0.95,0.00144906,0.00177103,0.00149419,0.00131369,0.00166918,0.00119654,0.00177708,0.00142625,0.00140762,0.00141581
MGipia1,8.01,0.95,0.00154579,0.00147596,0.00167486,0.00219882,0.00158666,0.00155881,0.00125349,0.00129757,0.00140568,0.00181244
MGipia1,4.005,0.95,0.00137132,0.00202506,0.00173916,0.00168911,0.00148601,0.00182512,0.00140064,0.001586,0.0016947,0.00147877
MGipia1,2.0025,0.95,0.00171124,0.00171124,0.00179508,0.00179508,0.00179508,0.00193722,0.00193722,0.0019010400000000001,0.0019010400000000001,0.00194739
MGipia1,1.00125,0.95,0.00235323,0.00235323,0.00215516,0.00215516,0.00215516,0.00215516,0.00203394,0.00203394,0.00203394,0.00203394
MGipia1,0.500625,0.95,0.00278882,0.00288197,0.00288197,0.00288197,0.00288197,0.00288197,0.00288197,0.00288197,0.00278059,0.00278059
MGipia1,16.02,0.99,0.00143018,0.00155211,0.00162234,0.00175154,0.00166464,0.00163447,0.0016172,0.00147424,0.00163711,0.00143731
MGipia1,8.01,0.99,0.00146003,0.00139959,0.00159848,0.00170808,0.00140723,0.00191857,0.00165141,0.00130011,0.00157866,0.00153923
MGipia1,4.005,0.99,0.00152283,0.0016895,0.0016895,0.0015857,0.00142885,0.00147209,0.00152182,0.00143904,0.0015345,0.00137421
MGipia1,2.0025,0.99,0.00163394,0.00186036,0.00186036,0.00186036,0.00165019,0.00165019,0.00165019,0.00184246,0.00184246,0.00184246
MGipia1,1.00125,0.99,0.00217555,0.00217555,0.00217555,0.00217555,0.00217555,0.00216318,0.00216318,0.00216318,0.00216318,0.00216318
MGipia1,0.500625,0.99,0.00271557,0.00293082,0.00293082,0.00293082,0.00293082,0.00293082,0.00287033,0.00287033,0.00287033,0.00287033
MGlavr3,16.02,0.09999999999999988,0.00890249,0.00973731,0.00844995,0.00846767,0.00963372,0.00903379,0.00861708,0.00913419,0.00932178,0.00916555
MGlavr3,8.01,0.09999999999999988,0.00936187,0.00918809,0.00941414,0.00875066,0.00910776,0.00848238,0.008671,0.00905386,0.00896144,0.00908402
MGlavr3,4.005,0.09999999999999988,0.00886921,0.00889778,0.00974549,0.00976788,0.00973038,0.00931615,0.00888599,0.00928755,0.00973142,0.00953087
MGlavr3,2.0025,0.09999999999999988,0.0107776,0.0104264,0.0103239,0.0103079,0.0103081,0.010266,0.0098694,0.0101297,0.00995696,0.0104758
MGlavr3,1.00125,0.09999999999999988,0.0122221,0.0120916,0.0124945,0.0124571,0.0123568,0.0126715,0.0121772,0.0122218,0.012543,0.0120458
MGlavr3,0.500625,0.09999999999999988,0.0156063,0.0156063,0.0154658,0.0163163,0.0163163,0.0154743,0.0155947,0.0156286,0.0156286,0.0154479
MGlavr3,16.02,0.1499999999999999,0.0109329,0.0105025,0.0101528,0.0108064,0.010594,0.0111633,0.0110133,0.0107901,0.0109221,0.0104945
MGlavr3,8.01,0.1499999999999999,0.0108592,0.0108779,0.0112882,0.0100746,0.0106008,0.0102693,0.0102851,0.0101476,0.0113061,0.0112972
MGlavr3,4.005,0.1499999999999999,0.0109928,0.0110468,0.0108853,0.0106948,0.0117516,0.0110276,0.0106783,0.0108606,0.0105247,0.0100869
MGlavr3,2.0025,0.1499999999999999,0.0110835,0.0112728,0.0110446,0.0116777,0.0107096,0.0115455,0.0112498,0.0110001,0.0117092,0.0113197
MGlavr3,1.00125,0.1499999999999999,0.0125643,0.0125643,0.0126891,0.0129194,0.0120548,0.0121073,0.012315,0.012315,0.013189,0.0125953
MGlavr3,0.500625,0.1499999999999999,0.0149494,0.0153233,0.0153233,0.0153242,0.0156343,0.0151859,0.0151859,0.0158715,0.0152325,0.0155426
MGlavr3,16.02,0.19999999999999996,0.0125532,0.0123642,0.0127008,0.012046,0.0125597,0.0125365,0.0130544,0.0125115,0.012859,0.0119146
MGlavr3,8.01,0.19999999999999996,0.0133553,0.0126909,0.0133315,0.0130161,0.0122232,0.0131449,0.0126467,0.0137614,0.012991,0.0128614
MGlavr3,4.005,0.19999999999999996,0.0122791,0.011954,0.0121171,0.0123184,0.0116945,0.0128205,0.0126163,0.0121605,0.0131966,0.0131972
MGlavr3,2.0025,0.19999999999999996,0.0125261,0.0133773,0.0116547,0.0124819,0.0128442,0.01317179999999999,0.0127193,0.0134893,0.0122989,0.0122045
MGlavr3,1.00125,0.19999999999999996,0.0130285,0.0134408,0.0134445,0.0134847,0.0137308,0.013519,0.0132562,0.0132562,0.0134369,0.0132712
MGlavr3,0.500625,0.19999999999999996,0.0152543,0.0149466,0.0149466,0.0152975,0.015044,0.015044,0.0151376,0.0151221,0.0150113,0.0150113
MGlavr3,16.02,0.2499999999999999,0.0128288,0.0126424,0.0128492,0.0124729,0.0120797,0.012232,0.012398,0.0127856,0.0131835,0.0124673
MGlavr3,8.01,0.2499999999999999,0.0128905,0.0129348,0.0122877,0.0121616,0.0120441,0.0131814,0.0127165,0.0129657,0.0129315,0.0127237
MGlavr3,4.005,0.2499999999999999,0.0124536,0.0128889,0.0117466,0.012771,0.0133144,0.0123197,0.012295,0.0128235,0.0118987,0.0127273
MGlavr3,2.0025,0.2499999999999999,0.0129044,0.0121366,0.0123111,0.0123557,0.0125384,0.0128408,0.0127173,0.0128501,0.0124168,0.0126572
MGlavr3,1.00125,0.2499999999999999,0.0133886,0.0133886,0.0140997,0.0129888,0.0132023,0.0134407,0.0138844,0.0138844,0.0135871,0.0127337
MGlavr3,0.500625,0.2499999999999999,0.0156887,0.0156887,0.0152615,0.0154254,0.0147998,0.0147998,0.0151383,0.0151635,0.0155643,0.0155643
MGlavr3,16.02,0.29999999999999993,0.0132639,0.0148829,0.0145488,0.0140825,0.0138094,0.0141363,0.0152292,0.0134794,0.0144739,0.0150936
MGlavr3,8.01,0.29999999999999993,0.0148637,0.0145327,0.0141908,0.0142315,0.0140924,0.0142585,0.013838,0.0140555,0.0137101,0.0144865
MGlavr3,4.005,0.29999999999999993,0.0145992,0.0138732,0.0135236,0.0136459,0.0148678,0.0139279,0.0154314,0.0138023,0.0149485,0.0137978
MGlavr3,2.0025,0.29999999999999993,0.0138639,0.0142961,0.0136389,0.0144827,0.0141837,0.0141216,0.0153927,0.0142636,0.0135916,0.0141773
MGlavr3,1.00125,0.29999999999999993,0.0142326,0.0145045,0.014913,0.0142013,0.013737,0.0143151,0.0146484,0.0142662,0.0142662,0.0145288
MGlavr3,0.500625,0.29999999999999993,0.014582,0.0150581,0.0143075,0.0143075,0.015054,0.0153955,0.0153955,0.014832,0.0147605,0.0148888
MGlavr3,16.02,0.34999999999999987,0.0144002,0.0144233,0.0144244,0.0140511,0.014203,0.0136703,0.0137218,0.0144745,0.0151051,0.0144562
MGlavr3,8.01,0.34999999999999987,0.0145551,0.0142238,0.0147981,0.0145359,0.0145385,0.0140564,0.0141574,0.0139939,0.0143066,0.0139551
MGlavr3,4.005,0.34999999999999987,0.0147818,0.0145155,0.0133708,0.0141501,0.0147058,0.0142101,0.0142176,0.014736,0.0133337,0.0138501
MGlavr3,2.0025,0.34999999999999987,0.0136111,0.014059,0.0146183,0.0139153,0.0143391,0.0141972,0.0139111,0.0143923,0.0142712,0.0137755
MGlavr3,1.00125,0.34999999999999987,0.0139165,0.014767,0.014767,0.0133628,0.0150754,0.0141127,0.0148245,0.0140974,0.0140974,0.0150057
MGlavr3,0.500625,0.34999999999999987,0.0159114,0.0146547,0.0146547,0.0153656,0.0146496,0.0146496,0.0149571,0.0147817,0.0147817,0.0145496
MGlavr3,16.02,0.3999999999999999,0.0138032,0.0145752,0.0137935,0.0141789,0.0139796,0.0144745,0.0137603,0.014909,0.0139409,0.0150619
MGlavr3,8.01,0.3999999999999999,0.0142813,0.0136674,0.0147138,0.0145764,0.0146048,0.0144789,0.0142256,0.0136886,0.0149961,0.0146097
MGlavr3,4.005,0.3999999999999999,0.0144535,0.013941,0.0142403,0.0148425,0.0143047,0.0140909,0.0147176,0.0139065,0.0140071,0.0139073
MGlavr3,2.0025,0.3999999999999999,0.0145502,0.0139447,0.0134464,0.0147556,0.0149325,0.0137076,0.0145584,0.0137085,0.0146143,0.0144247
MGlavr3,1.00125,0.3999999999999999,0.0137405,0.0142406,0.0134521,0.0134521,0.0143635,0.0140744,0.0146668,0.014323,0.0148438,0.0144693
MGlavr3,0.500625,0.3999999999999999,0.0150109,0.0151755,0.0148859,0.0148859,0.014397,0.0153408,0.015168,0.015168,0.0152635,0.0150723
MGlavr3,16.02,0.45,0.0148546,0.0147548,0.0154898,0.0156815,0.0148746,0.0153697,0.0151239,0.0155613,0.014576799999999999,0.014895
MGlavr3,8.01,0.45,0.0157344,0.014896,0.0150786,0.0147855,0.0149505,0.015,0.0144028,0.0154179,0.0152657,0.0146595
MGlavr3,4.005,0.45,0.0147862,0.0149562,0.0152258,0.0151479,0.0146074,0.0148655,0.0155653,0.015058,0.0149541,0.014809
MGlavr3,2.0025,0.45,0.0156213,0.0147926,0.0154108,0.0148114,0.0149962,0.015382,0.0144245,0.0155057,0.0149215,0.014954
MGlavr3,1.00125,0.45,0.015166,0.0150214,0.0154295,0.0153099,0.0147742,0.0147742,0.0152433,0.0145716,0.015331,0.014629
MGlavr3,0.500625,0.45,0.0155827,0.0155827,0.0148282,0.0152741,0.0152741,0.0150805,0.0150588,0.0150588,0.0148591,0.0142488
MGlavr3,16.02,0.05,0.00506287,0.00455389,0.00498418,0.00560688,0.00505001,0.00509262,0.00455857,0.00455004,0.00515125,0.00497917
MGlavr3,8.01,0.05,0.00492993,0.00547046,0.00544832,0.00568872,0.00543462,0.0052881,0.00554907,0.00524189,0.00561698,0.00608346
MGlavr3,4.005,0.05,0.00693833,0.00698593,0.00598251,0.00681179,0.00688958,0.00676775,0.00685512,0.00642691,0.00749567,0.00660573
MGlavr3,2.0025,0.05,0.00897988,0.00844138,0.00871914,0.00867411,0.00869276,0.00866964,0.00854526,0.00849238,0.00869128,0.00900304
MGlavr3,1.00125,0.05,0.0114295,0.011489,0.0115104,0.0118703,0.0119698,0.0116862,0.0120031,0.0117093,0.0116196,0.0117079
MGlavr3,0.500625,0.05,0.0160519,0.016163,0.0156911,0.0156911,0.0160013,0.0159329,0.0159703,0.0159607,0.0159607,0.0159213
MGlavr3,16.02,0.49999999999999994,0.0150301,0.0149399,0.015199,0.0157012,0.0151041,0.015623,0.0155528,0.015231,0.0153179,0.0149694
MGlavr3,8.01,0.49999999999999994,0.0154672,0.0149391,0.0150903,0.0145703,0.0146169,0.0155674,0.0151878,0.0154014,0.015586,0.0146539
MGlavr3,4.005,0.49999999999999994,0.0150848,0.0155128,0.0147387,0.0146897,0.0149956,0.0151244,0.0147687,0.0159761,0.0149646,0.015631
