SiteCode,lado_km,k,1,2,3,4,5,6,7,8,9,10
MGvico3,4.005,0.2499999999999999,0.00629167,0.00574589,0.00558037,0.00616397,0.00531725,0.00533871,0.00554429,0.00566081,0.00605806,0.00530947
MGvico3,2.0025,0.2499999999999999,0.0063678,0.00631901,0.00580055,0.00620573,0.0061484,0.00652205,0.00669663,0.00663527,0.00665743,0.0061771
MGvico3,1.00125,0.2499999999999999,0.00773995,0.00773995,0.00773995,0.00716019,0.00716019,0.0073713,0.0073713,0.0073713,0.00748283,0.00748283
MGvico3,0.500625,0.2499999999999999,0.0092763,0.00955244,0.00955244,0.00955244,0.00976501,0.00976501,0.00976501,0.00976501,0.00930687,0.00930687
MGvico3,16.02,0.29999999999999993,0.00765442,0.00715852,0.00698462,0.00756307,0.0069925,0.00667703,0.00721645,0.00728297,0.00848747,0.00743304
MGvico3,8.01,0.29999999999999993,0.00774538999999999,0.00719081,0.00725756,0.00847307,0.00775388,0.00666228,0.00796271,0.00756768,0.00782964,0.00683636
MGvico3,4.005,0.29999999999999993,0.00753274,0.0070462,0.00789704,0.00755174,0.0071953,0.00846996,0.0078029,0.00711514,0.00772692,0.00718089
MGvico3,2.0025,0.29999999999999993,0.00839387,0.00732961,0.00681051,0.00672035,0.00731521,0.00731521,0.00692465,0.00758287,0.00696101,0.00761409
MGvico3,1.00125,0.29999999999999993,0.00731803,0.00731803,0.00793477,0.00793477,0.00793477,0.00809387,0.00809387,0.00809387,0.00750429,0.00750429
MGvico3,0.500625,0.29999999999999993,0.00924524,0.00924524,0.00924524,0.00924524,0.00817905,0.00817905,0.00817905,0.00843726,0.00843726,0.00843726
MGvico3,16.02,0.34999999999999987,0.00717115,0.00712406,0.00808503,0.00729816,0.0071569,0.00853761,0.0078763,0.00835809,0.00752094,0.00751222
MGvico3,8.01,0.34999999999999987,0.00804463,0.00747013,0.00706104,0.00772634,0.00687618,0.00678423,0.00654219,0.0085551,0.00824033,0.00641377
MGvico3,4.005,0.34999999999999987,0.00776374,0.00785089,0.00673249,0.00728376,0.00831521,0.00771848,0.00743941,0.00794211,0.00810241,0.0083182
MGvico3,2.0025,0.34999999999999987,0.00685335,0.00712727,0.00818807,0.00748578,0.00777476,0.00810416,0.00791251,0.00754102,0.00821816,0.00821816
MGvico3,1.00125,0.34999999999999987,0.00763297,0.00763297,0.00842585,0.00842585,0.00842585,0.0080953,0.0080953,0.00778927,0.00778927,0.00778927
MGvico3,0.500625,0.34999999999999987,0.00916682,0.00916682,0.00916682,0.00962939,0.00962939,0.00962939,0.00897451,0.00897451,0.00897451,0.00897451
MGvico3,16.02,0.3999999999999999,0.0071693,0.00749163,0.00789899,0.00744925,0.00747339,0.00714899,0.00758628,0.00809693,0.00740812,0.00784825
MGvico3,8.01,0.3999999999999999,0.00848747,0.00729974,0.00687314,0.00728311,0.00711233,0.00743199,0.0064681,0.00792292,0.00730588,0.00796271
MGvico3,4.005,0.3999999999999999,0.00669048,0.00756784,0.00794951,0.00707944,0.00706137,0.00757626,0.00683674,0.00770425,0.00772643,0.00755174
MGvico3,2.0025,0.3999999999999999,0.00783131,0.00722403,0.00804738,0.00721492,0.00847917,0.00702904,0.00702904,0.0078239,0.00690375,0.00876583
MGvico3,1.00125,0.3999999999999999,0.00762838,0.00762838,0.00779711,0.00779711,0.00779711,0.00792519,0.00792519,0.00812184,0.00812184,0.00785829
MGvico3,0.500625,0.3999999999999999,0.00884177,0.00884177,0.00884177,0.00886052,0.00886052,0.00886052,0.00885922,0.00885922,0.00885922,0.00885922
MGvico3,16.02,0.45,0.00739303,0.00706371,0.00774604,0.00578602,0.00776493,0.00714603,0.00745967,0.00706693,0.00719461,0.00803546
MGvico3,8.01,0.45,0.00816796,0.00772865,0.00805203,0.00744124,0.00715427,0.00771836,0.0078086300000000004,0.00738837,0.00783703,0.00771156
MGvico3,4.005,0.45,0.00832557,0.00771177,0.00637803,0.00727255,0.00792885,0.0079542,0.0076842,0.0074344,0.00749435,0.00786499
MGvico3,2.0025,0.45,0.0073459,0.00742772,0.00790202,0.00774948,0.00729624,0.00707327,0.00788673,0.00683503,0.00733345,0.00682011
MGvico3,1.00125,0.45,0.00738081,0.00738081,0.00860253,0.00860253,0.00755713,0.00755713,0.00755713,0.00759367,0.00759367,0.00713076
MGvico3,0.500625,0.45,0.00860267,0.00860267,0.00860267,0.00921637,0.00921637,0.00921637,0.00921637,0.00922806,0.00922806,0.00922806
MGvico3,16.02,0.05,0.00147142,0.00139043,0.00141884,0.00130688,0.00144543,0.00126287,0.00141622,0.00138557,0.00128059,0.00150751
MGvico3,8.01,0.05,0.0021313,0.00198299,0.00210695,0.00188653,0.00206707,0.00195008,0.00205929,0.00202766,0.00205658,0.00205263
MGvico3,4.005,0.05,0.00311184,0.00297367,0.00300133,0.00298655,0.00302245,0.00284167,0.00310423,0.00306962,0.0028802,0.00320157
MGvico3,2.0025,0.05,0.00444982,0.00452986,0.00459621,0.00453101,0.00436834,0.00426164,0.00453483,0.00443321,0.00452581,0.00439518
MGvico3,1.00125,0.05,0.00655444,0.00645287,0.00645287,0.00650513,0.00650513,0.00683731,0.00683731,0.00656619,0.00656619,0.00670313
MGvico3,0.500625,0.05,0.00980231,0.00980231,0.009566,0.009566,0.009566,0.009566,0.00954657,0.00954657,0.00954657,0.00951742
MGvico3,16.02,0.49999999999999994,0.0087412,0.00879908,0.00885738,0.00855818,0.00949223,0.00926029,0.00949781,0.00902907,0.00923533,0.00891889
MGvico3,8.01,0.49999999999999994,0.00842426,0.00870717,0.00831147,0.00916258,0.00876707,0.00816331,0.00840401,0.00876812,0.00902742,0.00808266
MGvico3,4.005,0.49999999999999994,0.00909737,0.00911441,0.0079659,0.00898036,0.00884081,0.00862456,0.00872846,0.00906825,0.00909741,0.00878843
MGvico3,2.0025,0.49999999999999994,0.00783668,0.00909816,0.00881925,0.00883595,0.00883595,0.00824273,0.0086106,0.00915144,0.00816645,0.00837491
MGvico3,1.00125,0.49999999999999994,0.00832442,0.00832442,0.00832442,0.00899286,0.00899286,0.00931529,0.00931529,0.00931529,0.00895886,0.00895886
MGvico3,0.500625,0.49999999999999994,0.00895345,0.00810473,0.00810473,0.00810473,0.00810473,0.00841236,0.00841236,0.00841236,0.00867623,0.00867623
MGvico3,16.02,0.5499999999999999,0.00903385,0.00854143,0.00831955,0.00908815,0.00972294,0.00953587,0.00922391,0.00993169,0.00881477,0.00975885
MGvico3,8.01,0.5499999999999999,0.00947973,0.0100579,0.0085985,0.00890201,0.00899499,0.00889613,0.00784708,0.00844286,0.00928407,0.00943327
MGvico3,4.005,0.5499999999999999,0.00830618,0.00923533,0.00916197,0.00889611,0.00976367,0.00951253,0.00894613,0.0084832,0.00848964,0.00824564
MGvico3,2.0025,0.5499999999999999,0.00954247,0.00953975,0.00826275,0.00835501,0.00853069,0.00883439,0.00870117,0.00870117,0.0086633,0.00878697
MGvico3,1.00125,0.5499999999999999,0.00878702,0.00894533,0.00894533,0.00875973,0.00875973,0.00857823,0.00857823,0.00857823,0.00896221,0.00896221
MGvico3,0.500625,0.5499999999999999,0.00899043,0.00906097,0.00906097,0.00906097,0.00906097,0.00993172,0.00993172,0.00993172,0.00993172,0.00932278
MGvico3,16.02,0.5999999999999999,0.00919934,0.00837424,0.00851124,0.00853221,0.00798523,0.00855832,0.0082213,0.00851357,0.00882958,0.00893834
MGvico3,8.01,0.5999999999999999,0.00908315,0.00854613,0.00872077,0.00944773,0.00953921,0.00871177,0.00940064,0.00895325,0.00891622,0.00806496
MGvico3,4.005,0.5999999999999999,0.00906657,0.0088415,0.00859112,0.00886261,0.00946016,0.00956846,0.00849737,0.00844556,0.00916831,0.0090903
MGvico3,2.0025,0.5999999999999999,0.00816433,0.00898553,0.00900003,0.00862927,0.00849468,0.00835575,0.00901127,0.00852704,0.00852704,0.00858205
MGvico3,1.00125,0.5999999999999999,0.00868408,0.00868408,0.00868408,0.00885875,0.00885875,0.00798096,0.00798096,0.00798096,0.00892672,0.00892672
MGvico3,0.500625,0.5999999999999999,0.00892928,0.00970253,0.00970253,0.00970253,0.00970253,0.00949559,0.00949559,0.00949559,0.00949559,0.00951836
MGvico3,16.02,0.6499999999999999,0.0090361,0.00797631,0.00897717,0.00877201,0.00897591,0.00882958,0.00951383,0.00881727,0.00936128,0.00910722
MGvico3,8.01,0.6499999999999999,0.00818658,0.00924173,0.00866368,0.00885187,0.00919229,0.00889896,0.00953736,0.00894391,0.00880485,0.00895077
MGvico3,4.005,0.6499999999999999,0.00903385,0.0084452,0.00916182,0.00904017,0.00935075,0.00954436,0.00867993,0.00933516,0.00824143,0.00846483
MGvico3,2.0025,0.6499999999999999,0.00880812,0.00907474,0.00927138,0.0084329,0.0081541,0.00847544,0.00870657,0.00958909,0.00835021,0.00893536
MGvico3,1.00125,0.6499999999999999,0.00862647,0.00862647,0.0088234,0.0088234,0.0088234,0.00799459,0.00799459,0.0101323,0.0101323,0.0101323
MGvico3,0.500625,0.6499999999999999,0.00902147,0.00902147,0.00902147,0.00902147,0.0085441,0.0085441,0.0085441,0.0085441,0.00865243,0.00865243
MGvico3,16.02,0.7,0.00871184,0.00883154,0.00863768,0.00898237,0.00804456,0.00889015,0.00941493,0.00920782,0.00864118,0.00846862
MGvico3,8.01,0.7,0.00936717,0.00915082,0.00852847,0.00855041,0.00867798,0.0088233,0.00863186,0.00886261,0.0090903,0.00892673
MGvico3,4.005,0.7,0.00910722,0.00885694,0.00855382,0.00836929,0.00791778,0.00818658,0.00795066,0.00900026,0.00925602,0.00916453
MGvico3,2.0025,0.7,0.00902881,0.00942224,0.00850205,0.00947931,0.00828185,0.00917229,0.00848042,0.00885629,0.00836039,0.00866368
MGvico3,1.00125,0.7,0.00866381,0.00825105,0.00825105,0.00825105,0.00918272,0.00918272,0.00944394,0.00944394,0.00944394,0.00858778
MGvico3,0.500625,0.7,0.00860054,0.00860054,0.0086513,0.0086513,0.0086513,0.0086513,0.00884496,0.00884496,0.00884496,0.00884496
MGvico3,16.02,0.75,0.00868297,0.00835551,0.00855966,0.00830172,0.00953406,0.0087146,0.00819909,0.0086595,0.00779482,0.00928248
MGvico3,8.01,0.75,0.00890879,0.00947438,0.00902837,0.0092969,0.00898082,0.00884355,0.00839824,0.00795641,0.00864875,0.00827756
MGvico3,4.005,0.75,0.00890827,0.00899449,0.00832055,0.00859887,0.00903224,0.00831925,0.00909566,0.0091111,0.00876665,0.00936755
MGvico3,2.0025,0.75,0.00981547,0.00847985,0.00962682,0.00962682,0.00928482,0.00794581,0.00820136,0.00857696,0.00898032,0.00860033
MGvico3,1.00125,0.75,0.00790252,0.00790252,0.00884581,0.00884581,0.00884581,0.0087362,0.0087362,0.0087362,0.00842559,0.00842559
MGvico3,0.500625,0.75,0.00820047,0.00820047,0.00820047,0.00820047,0.00855893,0.00855893,0.00855893,0.00855893,0.00918272,0.00918272
MGvico3,16.02,0.7999999999999999,0.00872852,0.00845338,0.00874707,0.00901541,0.00876849,0.00997918,0.00929059,0.0090101,0.00753745,0.00934058
MGvico3,8.01,0.7999999999999999,0.00956563,0.00839824,0.00795641,0.00900319,0.00869183,0.00975495,0.00876665,0.0079022,0.00891929,0.00970763
MGvico3,4.005,0.7999999999999999,0.00848587,0.00873276,0.00964577,0.00820996,0.00835803,0.00974754,0.00942069,0.00834968,0.00889242,0.00939866
MGvico3,2.0025,0.7999999999999999,0.00874262,0.0088943,0.00850555,0.00847722,0.00883154,0.00968689,0.00837872,0.00847972,0.00766573,0.00878467
MGvico3,1.00125,0.7999999999999999,0.00891213,0.00891213,0.00948513,0.00948513,0.00919938,0.00919938,0.00919938,0.00827894,0.00827894,0.00823952
MGvico3,0.500625,0.7999999999999999,0.00830482,0.00830482,0.00830482,0.0101537,0.0101537,0.0101537,0.0101537,0.0101537,0.00822208,0.00822208
MGvico3,16.02,0.85,0.00298674,0.00319828,0.0030846,0.00299909,0.00317035,0.00336623,0.00288984,0.00355534,0.00281504,0.0032113
MGvico3,8.01,0.85,0.00312134,0.00305835,0.00328617,0.00302909,0.00302356,0.00313931,0.00303574,0.00322761,0.00297378,0.00331239
MGvico3,4.005,0.85,0.00307013,0.00320558,0.00310972,0.00298398,0.00337323,0.00302532,0.00307748,0.0031828,0.00312905,0.00309344
MGvico3,2.0025,0.85,0.00307074,0.00307074,0.00318914,0.00317579,0.00324842,0.00330235,0.0031731,0.00306891,0.00331365,0.00329593
MGvico3,1.00125,0.85,0.00341288,0.00341288,0.00327223,0.00327223,0.00327223,0.00346641,0.00346641,0.00323411,0.00323411,0.00329169
MGvico3,0.500625,0.85,0.00375206,0.00375206,0.00403395,0.00403395,0.00403395,0.00378073,0.00378073,0.0039827,0.0039827,0.0039827
MGvico3,16.02,0.8999999999999999,0.00342996,0.00306701,0.00328855,0.00321269,0.00321687,0.0033007,0.00341692,0.00302514,0.00353107,0.00289344
MGvico3,8.01,0.8999999999999999,0.0030662,0.00291774,0.00320727,0.00342345,0.00296447,0.00282871,0.0029486,0.00290129,0.00322446,0.00316246
MGvico3,4.005,0.8999999999999999,0.00317254,0.00316077,0.00331595,0.00291134,0.00316764,0.0034287,0.00310398,0.00308121,0.00286559,0.00298594
MGvico3,2.0025,0.8999999999999999,0.00317956,0.00317865,0.00291402,0.00291402,0.00303141,0.00334806,0.00324298,0.00324298,0.00286526,0.00297629
MGvico3,1.00125,0.8999999999999999,0.00319889,0.00323864,0.00323864,0.00346398,0.00346398,0.00346398,0.0033044,0.0033044,0.00358785,0.00358785
MGvico3,0.500625,0.8999999999999999,0.00391487,0.00391487,0.00391487,0.00380188,0.00380188,0.00380188,0.003973,0.003973,0.003973,0.00379988
MGvico3,16.02,0.95,0.00324177,0.00322115,0.00308634,0.00293314,0.00341692,0.0034593,0.00345447,0.00308368,0.00353432,0.0029486
MGvico3,8.01,0.95,0.00327009,0.00286467,0.00317866,0.00327823,0.00343267,0.00312357,0.00334089,0.00350292,0.00328688,0.00329568
MGvico3,4.005,0.95,0.00308304,0.00309559,0.00298998,0.00286387,0.00304527,0.00298684,0.00309923,0.00327903,0.00279539,0.00331084
MGvico3,2.0025,0.95,0.003417,0.00301162,0.00339195,0.00339195,0.00288483,0.0032716,0.00327191,0.00341792,0.00324505,0.00324505
MGvico3,1.00125,0.95,0.00308017,0.00308017,0.00351205,0.00351205,0.0032856,0.0032856,0.00320752,0.00320752,0.00323111,0.00323111
MGvico3,0.500625,0.95,0.00393753,0.00393753,0.00393753,0.00393753,0.00397721,0.00397721,0.00397721,0.00384771,0.00384771,0.00384771
MGvico3,16.02,0.99,0.00328855,0.0031799,0.00320669,0.00316676,0.00312127,0.00335103,0.00297468,0.00277468,0.00289236,0.00297969
MGvico3,8.01,0.99,0.00323871,0.00320778,0.00339109,0.00325464,0.00291774,0.00321799,0.00299878,0.00328288,0.00325822,0.00308617
MGvico3,4.005,0.99,0.00320116,0.00308616,0.00303889,0.0032245,0.00331225,0.00296855,0.00304815,0.00316252,0.00297156,0.00327828
MGvico3,2.0025,0.99,0.00301891,0.00316811,0.00316811,0.00309738,0.00339831,0.00332247,0.00318627,0.00318627,0.00292646,0.00323229
MGvico3,1.00125,0.99,0.00338763,0.00358601,0.00358601,0.0033292,0.0033292,0.00307449,0.00307449,0.00334785,0.00334785,0.0035512
MGvico3,0.500625,0.99,0.00400513,0.00400513,0.0037268,0.0037268,0.0037268,0.00373291,0.00373291,0.00373291,0.00362215,0.00362215
MSdour,16.02,0.09999999999999988,0.00336372,0.0026029,0.0025691,0.00252685,0.0031445,0.00289822,0.00264152,0.00249972,0.00299033,0.00276479
MSdour,8.01,0.09999999999999988,0.00399845,0.00385133,0.00377224,0.00365349,0.00345733,0.00342847,0.00371826,0.00382078,0.00365079,0.00402188
MSdour,4.005,0.09999999999999988,0.00477151,0.00508352,0.00507824,0.00551085,0.00505418,0.00518979,0.00536061,0.00574585,0.00504352,0.00507043
MSdour,2.0025,0.09999999999999988,0.00740964,0.0076873,0.0076873,0.00766897,0.00790962,0.00790962,0.00717024,0.00717024,0.00792169,0.00792169
MSdour,1.00125,0.09999999999999988,0.0106348,0.0106348,0.0106348,0.0108735,0.0108735,0.0108735,0.0108735,0.0109319,0.0109319,0.0109319
MSdour,0.500625,0.09999999999999988,0.0152785,0.0152785,0.0159149,0.0159149,0.0159149,0.0159149,0.0159149,0.0159149,0.0159149,0.0162034
MSdour,16.02,0.1499999999999999,0.00496551,0.00601782,0.00508068,0.00629158,0.00561177,0.00475142,0.00622778,0.00495077,0.00484852,0.00500189
MSdour,8.01,0.1499999999999999,0.00560858,0.00602683,0.00499032,0.00629068,0.005196,0.00524062,0.00610347,0.00592288,0.00583648,0.00549589
MSdour,4.005,0.1499999999999999,0.00623279,0.00678729,0.00729352,0.00644202,0.00727508,0.00585814,0.00648292,0.00734598,0.00746113,0.00696174
MSdour,2.0025,0.1499999999999999,0.0090722,0.00915566,0.00903396,0.00903396,0.00907058,0.00908415,0.00908415,0.00849029,0.00849029,0.00902948
MSdour,1.00125,0.1499999999999999,0.0118607,0.0115714,0.0115714,0.0115714,0.0115714,0.0117455,0.0117455,0.0117455,0.0116181,0.0116181
MSdour,0.500625,0.1499999999999999,0.0160765,0.0160765,0.0160765,0.0160765,0.0168384,0.0168384,0.0168384,0.0168384,0.0168384,0.0168384
MSdour,16.02,0.19999999999999996,0.00816364,0.0082064,0.00756247,0.00745713,0.00870451,0.00776087,0.00866351,0.0096433,0.00723868,0.00707068
MSdour,8.01,0.19999999999999996,0.00855545,0.0085488,0.00768343,0.00755561,0.00815107,0.00843371,0.00809092,0.0109405,0.00823996,0.00787831
MSdour,4.005,0.19999999999999996,0.00745413,0.00749854,0.00772526,0.0080661,0.0083195,0.00795801,0.00908722,0.00898762,0.00870187,0.00919764
MSdour,2.0025,0.19999999999999996,0.00962267,0.00962267,0.00966986,0.00966986,0.010679,0.00983689,0.00983689,0.0109529,0.0109529,0.00980842
MSdour,1.00125,0.19999999999999996,0.0120296,0.0124978,0.0124978,0.0124978,0.0124978,0.0130867,0.0130867,0.0130867,0.0130867,0.0124741
MSdour,0.500625,0.19999999999999996,0.0164533,0.0164533,0.0164533,0.0164533,0.0164533,0.0176796,0.0176796,0.0176796,0.0176796,0.0176796
MSdour,16.02,0.2499999999999999,0.0078819,0.0076113,0.00788961,0.00905428,0.00884566,0.00790231,0.00802227,0.00776013,0.00924127,0.00715612
MSdour,8.01,0.2499999999999999,0.00878264,0.00894592,0.00858256,0.00821628,0.00825667,0.00991388,0.00854886,0.00774669,0.00832123,0.0090329
MSdour,4.005,0.2499999999999999,0.00838515,0.00894391,0.00953921,0.00929996,0.00949033,0.00890916,0.00818908,0.00884338,0.00791789,0.0087777
MSdour,2.0025,0.2499999999999999,0.00993928,0.00969238,0.00975468,0.00975468,0.00939232,0.00939232,0.00956245,0.00927874,0.00927874,0.0102648
MSdour,1.00125,0.2499999999999999,0.0127354,0.0137114,0.0137114,0.0137114,0.0137114,0.0125856,0.0125856,0.0125856,0.0125856,0.0120351
MSdour,0.500625,0.2499999999999999,0.0161593,0.0161593,0.0161593,0.0161593,0.0161593,0.0157681,0.0157681,0.0157681,0.0157681,0.0157681
MSdour,16.02,0.29999999999999993,0.0108375,0.0106681,0.0117416,0.0107321,0.0102144,0.0109417,0.0129217,0.0115823,0.012155,0.0126352
MSdour,8.01,0.29999999999999993,0.011847,0.0109723,0.0103064,0.00928688,0.0120368,0.0125008,0.0126339,0.0108225,0.0105209,0.0114196
MSdour,4.005,0.29999999999999993,0.011635,0.0103676,0.0109553,0.0107137,0.0112877,0.0118241,0.0117628,0.0118308,0.0136703,0.0115063
MSdour,2.0025,0.29999999999999993,0.0121124,0.0107097,0.0107097,0.0123841,0.0123841,0.0123048,0.0123048,0.0125781,0.0121566,0.0121566
MSdour,1.00125,0.29999999999999993,0.0140973,0.0140973,0.0123844,0.0123844,0.0123844,0.0123844,0.0127489,0.0127489,0.0127489,0.0127489
MSdour,0.500625,0.29999999999999993,0.0162174,0.0153249,0.0153249,0.0153249,0.0153249,0.0153249,0.0153249,0.0165956,0.0165956,0.0165956
MSdour,16.02,0.34999999999999987,0.0110153,0.010987,0.0130832,0.0117287,0.00992471,0.0109174,0.0115263,0.0117355,0.0116479,0.0108557
MSdour,8.01,0.34999999999999987,0.0118796,0.0106314,0.0111088,0.0106721,0.0111297,0.0103032,0.0107566,0.012812,0.0123517,0.0107273
MSdour,4.005,0.34999999999999987,0.0115341,0.0106809,0.0117258,0.0115042,0.0129654,0.0108344,0.0133839,0.0117133,0.0106759,0.012154
MSdour,2.0025,0.34999999999999987,0.012054,0.012054,0.010519,0.0100648,0.0100648,0.0116629,0.0116629,0.0103113,0.0103113,0.0123418
MSdour,1.00125,0.34999999999999987,0.0136405,0.0118565,0.0118565,0.0118565,0.0118565,0.0118565,0.0117808,0.0117808,0.0117808,0.0117808
MSdour,0.500625,0.34999999999999987,0.0167896,0.0167896,0.0167896,0.0167896,0.0167896,0.0167896,0.0167896,0.0156385,0.0156385,0.0156385
MSdour,16.02,0.3999999999999999,0.0151524,0.0164986,0.0144927,0.0161342,0.015266,0.0157403,0.0151449,0.0152948,0.0143511,0.0139027
MSdour,8.01,0.3999999999999999,0.0142007,0.0145223,0.0150285,0.0142787,0.0146499,0.0164232,0.0149831,0.014745,0.0135568,0.0143823
MSdour,4.005,0.3999999999999999,0.0148793,0.0143627,0.0161818,0.014732,0.0152364,0.0155145,0.0131936,0.014523,0.015388,0.0164505
MSdour,2.0025,0.3999999999999999,0.015798800000000002,0.015798800000000002,0.015226,0.015226,0.0164,0.0164,0.0157034,0.017054,0.017054,0.0143762
MSdour,1.00125,0.3999999999999999,0.0145333,0.0145333,0.0146253,0.0146253,0.0146253,0.0146253,0.0136938,0.0136938,0.0136938,0.0136938
MSdour,0.500625,0.3999999999999999,0.0162612,0.0162612,0.0162612,0.0162612,0.0162612,0.0162612,0.0167126,0.0167126,0.0167126,0.0167126
MSdour,16.02,0.45,0.0154447,0.0163415,0.0135743,0.0158576,0.0156545,0.0152739,0.0169858,0.0148037,0.0136657,0.0152305
MSdour,8.01,0.45,0.0147232,0.0166784,0.0142169,0.0161736,0.0146554,0.0162297,0.0134409,0.0148427,0.0156083,0.0176625
MSdour,4.005,0.45,0.0142417,0.0148594,0.0153332,0.0139777,0.0141577,0.0150577,0.0156204,0.0143979,0.0159387,0.0148946
MSdour,2.0025,0.45,0.0157273,0.0142757,0.014664,0.014664,0.0151392,0.0151392,0.0163646,0.0154516,0.0154516,0.0157984
MSdour,1.00125,0.45,0.0159302,0.0159302,0.0152356,0.0152356,0.0152356,0.0152356,0.015825,0.015825,0.015825,0.015825
MSdour,0.500625,0.45,0.0169483,0.0177217,0.0177217,0.0177217,0.0177217,0.0177217,0.0177217,0.0177217,0.0160272,0.0160272
MSdour,16.02,0.05,0.00163635,0.0016462,0.00164873,0.00177292,0.00158591,0.00155561,0.00155768,0.00153481,0.00164937,0.00170369
MSdour,8.01,0.05,0.00261986,0.00266825,0.00258215,0.00252469,0.00260016,0.00252,0.00269952,0.0025509,0.00252477,0.00271688
MSdour,4.005,0.05,0.00412711,0.00415572,0.00426244,0.00412712,0.00418249,0.00423351,0.00420046,0.00427934,0.00430337,0.00441141
MSdour,2.0025,0.05,0.00656854,0.00656854,0.00701894,0.00663228,0.00663228,0.00598383,0.00661309,0.00661309,0.00651601,0.00624838
MSdour,1.00125,0.05,0.00977948,0.00977948,0.00963932,0.00963932,0.00963932,0.00963932,0.0106053,0.0106053,0.0106053,0.00962267
MSdour,0.500625,0.05,0.0156153,0.0156153,0.0156153,0.0156153,0.0156153,0.0150346,0.0150346,0.0150346,0.0150346,0.0150346
MSdour,16.02,0.49999999999999994,0.0144469,0.0151928,0.0165205,0.0161595,0.0150957,0.0144521,0.0144871,0.0163415,0.0151031,0.0151143
MSdour,8.01,0.49999999999999994,0.0142961,0.0151152,0.0153888,0.0159619,0.014885,0.0144178,0.0135234,0.0137433,0.0148753,0.0152018
MSdour,4.005,0.49999999999999994,0.013811,0.0154563,0.013668,0.0143272,0.0137863,0.0155945,0.0147216,0.0164191,0.0155743,0.0142717
MSdour,2.0025,0.49999999999999994,0.0162958,0.0162958,0.0151732,0.0151732,0.0133136,0.0157866,0.0157866,0.0146934,0.0146934,0.0135743
MSdour,1.00125,0.49999999999999994,0.0137644,0.0169566,0.0169566,0.0169566,0.0169566,0.0141051,0.0141051,0.0141051,0.0157531,0.0157531
MSdour,0.500625,0.49999999999999994,0.0171428,0.0171428,0.0171428,0.0171428,0.0174409,0.0174409,0.0174409,0.0174409,0.0174409,0.0174409
MSdour,16.02,0.5499999999999999,0.0165932,0.0141344,0.0142165,0.0147234,0.0140625,0.0157891,0.0158533,0.0151911,0.016525,0.0138319
MSdour,8.01,0.5499999999999999,0.0158123,0.015041,0.0151048,0.0145835,0.0154724,0.0139176,0.0160628,0.0140254,0.0144457,0.0135458
MSdour,4.005,0.5499999999999999,0.0141596,0.0142004,0.013639,0.0142506,0.014935,0.014699,0.0148054,0.0153206,0.0131733,0.0143887
MSdour,2.0025,0.5499999999999999,0.0135272,0.0135272,0.0148369,0.0151865,0.0151865,0.0142969,0.0142969,0.0156261,0.0162583,0.0162583
MSdour,1.00125,0.5499999999999999,0.0157391,0.0157391,0.0157391,0.0157391,0.0147425,0.0147425,0.0147425,0.0147425,0.0152067,0.0152067
MSdour,0.500625,0.5499999999999999,0.016360800000000002,0.016360800000000002,0.016360800000000002,0.01656,0.01656,0.01656,0.01656,0.01656,0.01656,0.01656
MSdour,16.02,0.5999999999999999,0.0190214,0.0179739,0.0180334,0.0166273,0.020237,0.0186289,0.0171261,0.0175317,0.01842,0.0179307
MSdour,8.01,0.5999999999999999,0.0169723,0.0175638,0.0167671,0.0173387,0.0193562,0.0180736,0.0180155,0.016655,0.0180499,0.0189759
MSdour,4.005,0.5999999999999999,0.0176445,0.0177427,0.0169623,0.0190022,0.0187437,0.016525,0.0175668,0.0184424,0.0155361,0.0157119
MSdour,2.0025,0.5999999999999999,0.0163207,0.0163207,0.018729,0.0176552,0.0176552,0.0183628,0.0183628,0.0201358,0.0201358,0.0175387
MSdour,1.00125,0.5999999999999999,0.0175387,0.0175387,0.0170245,0.0170245,0.0170245,0.0170245,0.0174629,0.0174629,0.0174629,0.0174629
MSdour,0.500625,0.5999999999999999,0.017459,0.0170103,0.0170103,0.0170103,0.0170103,0.0170103,0.0170103,0.0170103,0.0173521,0.0173521
MSdour,16.02,0.6499999999999999,0.0173649,0.0176222,0.0169643,0.0197876,0.0166604,0.0154427,0.0170097,0.0179727,0.0188549,0.0177651
MSdour,8.01,0.6499999999999999,0.0190543,0.0163673,0.020237,0.0179193,0.0175077,0.0181193,0.0167161,0.0171261,0.0177883,0.0165444
MSdour,4.005,0.6499999999999999,0.0186716,0.0182634,0.0176592,0.0184833,0.0167773,0.0169165,0.0170051,0.017512,0.0172236,0.0196312
MSdour,2.0025,0.6499999999999999,0.0170025,0.0170025,0.0178636,0.0164423,0.0164423,0.0179653,0.0179653,0.0174046,0.0168827,0.0168827
MSdour,1.00125,0.6499999999999999,0.0178398,0.0178398,0.0178398,0.0178398,0.0185552,0.0185552,0.0185552,0.0185552,0.017554,0.017554
MSdour,0.500625,0.6499999999999999,0.0175501,0.0175501,0.0175501,0.0182656,0.0182656,0.0182656,0.0182656,0.0182656,0.0182656,0.0182656
MSdour,16.02,0.7,0.0168948,0.0172501,0.0197032,0.0190864,0.0166874,0.0185688,0.0196601,0.0184692,0.017235,0.0167916
MSdour,8.01,0.7,0.018351,0.0183945,0.0177733,0.0181198,0.0188505,0.0181278,0.0177358,0.0187194,0.0179833,0.0173745
