SiteCode,effort_ha,Ntotal,S_obs,tif.path,k,d
MGuberl6,1.04,994,79,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGuberl6.tif,0.09999999999999987,10.677204284163798
MGuberl6,1.04,994,79,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGuberl6.tif,0.05,16.35689502040201
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.99,0.9068856860767763
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.95,1.27059479443147
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.8999999999999999,1.5696840931183427
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.85,1.8166530783372719
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.7999999999999999,2.055387380677137
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.75,2.291657607839249
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.7,2.5249444258246307
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.6499999999999999,2.7710513981807874
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.5999999999999999,3.057897414721506
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.5499999999999999,3.346911777421952
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.49999999999999994,3.687365905122226
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.44999999999999996,4.061204805614493
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.3999999999999999,4.51721665543929
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.34999999999999987,5.039066365662219
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.29999999999999993,5.625911418522466
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.2499999999999999,6.463961225070936
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.19999999999999996,7.5744693482092105
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.1499999999999999,9.123170178683754
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.09999999999999987,11.668973312436691
MGubera,1,805,90,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGubera.tif,0.05,17.696204044734916
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.99,0.6668890501855901
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.95,0.9415078720234904
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.8999999999999999,1.1489155411091254
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.85,1.3331112971653014
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.7999999999999999,1.5078805291423143
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.75,1.6672858242745792
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.7,1.8492572841891624
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.6499999999999999,2.0394003757265744
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.5999999999999999,2.233965859505299
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.5499999999999999,2.4532768967578726
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.49999999999999994,2.6893458216959614
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.44999999999999996,2.9896396821511657
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.3999999999999999,3.2878369882337544
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.34999999999999987,3.6850572898550333
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.29999999999999993,4.15851162669418
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.2499999999999999,4.702428975418949
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.19999999999999996,5.5028505713743785
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.1499999999999999,6.651889495511715
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.09999999999999987,8.56502659188126
MGlavr2,2.08,3120,175,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGlavr2.tif,0.05,12.684078752382185
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.99,0.8773939920158997
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.95,1.2613873603417403
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.8999999999999999,1.5426236991898035
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.85,1.783880311923995
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.7999999999999999,2.0177163123192257
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.75,2.239441528542134
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.7,2.4746681542369187
MGipia1,1,837,50,dados/paisagens/paisagens_mapbiomas6_padronizadas/MGipia1.tif,0.6499999999999999,2.7223734402838256
