SiteCode,lado_km,k,1,2,3,4
SCarar,16.02,0.05,1.79124e-4,1.77168e-4,1.82248e-4,1.7745e-4
SCarar,8.01,0.05,3.05683e-4,2.92668e-4,3.2381e-4,2.96263e-4
SCarar,4.005,0.05,4.74444e-4,4.33636e-4,4.64744e-4,4.59385e-4
SCarar,2.0025,0.05,7.31009e-4,6.89884e-4,7.20653e-4,6.71078e-4
SCarar,1.00125,0.05,0.0010034,0.0010034,0.00103331,0.00103331
SCarar,0.500625,0.05,0.00153584,0.00153584,0.00153584,0.00153584
