SiteCode,lado_km,k,1,2,3,4
RSsetape,16.02,0.09999999999999988,4.45009e-4,4.59805e-4,4.50268e-4,4.67195e-4
RSsetape,8.01,0.09999999999999988,7.33592e-4,7.10153e-4,7.22103e-4,7.10289e-4
RSsetape,4.005,0.09999999999999988,0.00106076,0.00107273,0.00102277,0.00107235
RSsetape,2.0025,0.09999999999999988,0.00155886,0.00149088,0.00156051,0.00156051
RSsetape,1.00125,0.09999999999999988,0.00216137,0.00216137,0.00216137,0.00216137
RSsetape,0.500625,0.09999999999999988,0.00309682,0.00309682,0.00309682,0.00309682
