SiteCode,lado_km,k,1,2,3,4
PEalia,16.02,0.05,0.00136445,0.00126866,0.00127181,0.00126898
PEalia,8.01,0.05,0.00211483,0.00234536,0.00217646,0.00207708
PEalia,4.005,0.05,0.0033877,0.00338548,0.00389698,0.00356367
PEalia,2.0025,0.05,0.0056845,0.0056845,0.00590536,0.00590536
PEalia,1.00125,0.05,0.00910645,0.00910645,0.00892944,0.00892944
PEalia,0.500625,0.05,0.014868900000000001,0.014868900000000001,0.014868900000000001,0.014868900000000001
