SiteCode,lado_km,k,1,2,3,4
MSdour,16.02,0.09999999999999988,0.00287954,0.00295277,0.00251757,0.0027634
MSdour,8.01,0.09999999999999988,0.00349713,0.00327178,0.00381761,0.00396998
MSdour,4.005,0.09999999999999988,0.00547148,0.00523047,0.0052091,0.00525168
MSdour,2.0025,0.09999999999999988,0.0084637,0.0084637,0.00760123,0.00760123
MSdour,1.00125,0.09999999999999988,0.0108879,0.0108879,0.0108879,0.0105623
MSdour,0.500625,0.09999999999999988,0.0155597,0.0155597,0.0155597,0.0155597
