SiteCode,lado_km,k,1,2,3,4
PRtele,16.02,0.09999999999999988,0.00201769,0.00211709,0.00214586,0.0019588
PRtele,8.01,0.09999999999999988,0.00273083,0.0027115,0.00284161,0.00313951
PRtele,4.005,0.09999999999999988,0.004346,0.00464322,0.00429333,0.00433444
PRtele,2.0025,0.09999999999999988,0.00639572,0.00647928,0.00619959,0.00619959
PRtele,1.00125,0.09999999999999988,0.00913812,0.00879574,0.00879574,0.00879574
PRtele,0.500625,0.09999999999999988,0.0131732,0.0131732,0.0131732,0.0131732
