SiteCode,lado_km,k,1,2,3,4
SCside4,16.02,0.05,0.00187738,0.00202081,0.00180932,0.00166255
SCside4,8.01,0.05,0.00283684,0.00268695,0.00285262,0.00283428
SCside4,4.005,0.05,0.00431824,0.00413811,0.00421074,0.00389083
SCside4,2.0025,0.05,0.00584261,0.00629427,0.00600297,0.00621388
SCside4,1.00125,0.05,0.00913175,0.00877878,0.00877878,0.00864138
SCside4,0.500625,0.05,0.01345,0.01345,0.0133853,0.0133853
