SiteCode,lado_km,k,1,2,3,4
MGlavr3,16.02,0.09999999999999988,0.00955381,0.00933319,0.00900425,0.00914862
MGlavr3,8.01,0.09999999999999988,0.00948055,0.00931606,0.00963483,0.00956457
MGlavr3,4.005,0.09999999999999988,0.00919276,0.0093453,0.00971059,0.00862805
MGlavr3,2.0025,0.09999999999999988,0.0102694,0.0105477,0.0105676,0.0104442
MGlavr3,1.00125,0.09999999999999988,0.012615,0.0128476,0.0123486,0.0126191
MGlavr3,0.500625,0.09999999999999988,0.0168835,0.0168302,0.0168302,0.0171062
