SiteCode,lado_km,k,1,2,3,4
MGipia1,16.02,0.2499999999999999,0.00178371,0.00121174,0.00141236,0.00139362
MGipia1,8.01,0.2499999999999999,0.00174702,0.00187908,0.00198657,0.00193984
MGipia1,4.005,0.2499999999999999,0.00262712,0.00232718,0.0028979,0.00264815
MGipia1,2.0025,0.2499999999999999,0.00360298,0.00360298,0.00391414,0.00391414
MGipia1,1.00125,0.2499999999999999,0.00544078,0.00544078,0.00544078,0.00574487
MGipia1,0.500625,0.2499999999999999,0.00770292,0.00770292,0.00770292,0.00770292
