SiteCode,lado_km,k,1,2,3,4
PRanto11,16.02,0.2499999999999999,0.00339347,0.00369302,0.00377488,0.00321898
PRanto11,8.01,0.2499999999999999,0.0033163,0.00383321,0.00370369,0.00356083
PRanto11,4.005,0.2499999999999999,0.00372905,0.00423022,0.00338835,0.00418262
PRanto11,2.0025,0.2499999999999999,0.00439445,0.00425262,0.00443006,0.0047323
PRanto11,1.00125,0.2499999999999999,0.00523012,0.00523012,0.00523012,0.0054389
PRanto11,0.500625,0.2499999999999999,0.00702334,0.00702334,0.0074171,0.0074171
