SiteCode,lado_km,k,1,2,3,4
SPpesmD,16.02,0.2499999999999999,0.0136039,0.013443,0.0122349,0.0137476
SPpesmD,8.01,0.2499999999999999,0.0118296,0.0136838,0.014138,0.0132725
SPpesmD,4.005,0.2499999999999999,0.0136886,0.0138239,0.0127212,0.0144623
SPpesmD,2.0025,0.2499999999999999,0.0122964,0.0122964,0.0127453,0.0129667
SPpesmD,1.00125,0.2499999999999999,0.0141145,0.0141145,0.0150365,0.0150365
SPpesmD,0.500625,0.2499999999999999,0.017235,0.017235,0.017235,0.0174402
