SiteCode,lado_km,k,1,2,3,4,5,6,7,8,9,10
PRsapo,16.02,0.05,0.00138238,0.00128611,0.00143836,0.0013471,0.00136521,0.00132596,0.00138778,0.00148162,0.00133216,0.0012776
PRsapo,8.01,0.05,0.00198585,0.00218119,0.00219137,0.00213411,0.0020715,0.00201544,0.0020341,0.00222832,0.00228731,0.00206264
PRsapo,4.005,0.05,0.00309229,0.00322985,0.00329832,0.00328941,0.00334922,0.00323851,0.00333823,0.00341464,0.0032098,0.00320052
PRsapo,2.0025,0.05,0.00489076,0.00489076,0.00491614,0.00491614,0.00485485,0.00485485,0.00492269,0.00492269,0.00470084,0.00470084
PRsapo,1.00125,0.05,0.00726367,0.00726367,0.00726367,0.00726367,0.00731545,0.00731545,0.00731545,0.00731545,0.00731545,0.00697902
PRsapo,0.500625,0.05,0.0104508,0.0104508,0.0104508,0.0104508,0.0104508,0.0110242,0.0110242,0.0110242,0.0110242,0.0110242
