SiteCode,lado_km,k,1,2,3,4
RSfaxi,16.02,0.05,8.0707e-4,7.80167e-4,7.64338e-4,8.15744e-4
RSfaxi,8.01,0.05,0.00123929,0.00131197,0.00137659,0.00121011
RSfaxi,4.005,0.05,0.00198805,0.00197713,0.00200347,0.00194064
RSfaxi,2.0025,0.05,0.00320142,0.0032776,0.00328334,0.00328334
RSfaxi,1.00125,0.05,0.0050675,0.0050675,0.0050675,0.00493653
RSfaxi,0.500625,0.05,0.00750669,0.00750669,0.00750669,0.00750669
