SiteCode,lado_km,k,1,2,3,4
SCtimbe1,16.02,0.2499999999999999,0.00398023,0.00451503,0.00449727,0.00458906
SCtimbe1,8.01,0.2499999999999999,0.00426869,0.00446466,0.00460299,0.00417919
SCtimbe1,4.005,0.2499999999999999,0.00427418,0.0044263,0.00410398,0.00437885
SCtimbe1,2.0025,0.2499999999999999,0.00416197,0.00441603,0.00420961,0.00432811
SCtimbe1,1.00125,0.2499999999999999,0.0046811,0.00477776,0.00433825,0.00433825
SCtimbe1,0.500625,0.2499999999999999,0.00545459,0.00545459,0.00547992,0.00547992
