SiteCode,lado_km,k,1,2,3,4
SPpei1,16.02,0.05,0.00161317,0.00182425,0.00160348,0.00161955
SPpei1,8.01,0.05,0.00224874,0.00200774,0.00227422,0.00217885
SPpei1,4.005,0.05,0.00285959,0.00304256,0.00286017,0.00313259
SPpei1,2.0025,0.05,0.00441372,0.00430381,0.00443199,0.00430287
SPpei1,1.00125,0.05,0.00616605,0.00595806,0.00610569,0.00610569
SPpei1,0.500625,0.05,0.00895292,0.00895292,0.00895292,0.00889461
