taxaU,SiteCode,k,land_type,nCongKS,Smed,Ssd,Smin,Smax
contemp,PEbrejo,0.34999999999999987,ideal,96,62.1,5.7638721552635275,47,75
contemp,PEbrejo,0.34999999999999987,non_frag,100,63.99,6.583565396753748,50,78
contemp,PEbrejo,0.3999999999999999,contemp,97,60.95,6.168304450817891,46,81
contemp,PEbrejo,0.3999999999999999,ideal,97,63.91,6.576811115156375,44,82
contemp,PEbrejo,0.3999999999999999,non_frag,95,62.6,6.485414871895711,43,81
contemp,PEbrejo,0.45,contemp,97,63.84,5.69195782120562,52,77
contemp,PEbrejo,0.45,ideal,97,66.06,6.755200017225787,52,84
contemp,PEbrejo,0.45,non_frag,99,66.05,6.256108126374486,50,82
contemp,PEbrejo,0.49999999999999994,contemp,95,61.59,6.728643731439974,47,79
contemp,PEbrejo,0.49999999999999994,ideal,96,61.85,6.213987155091035,48,79
contemp,PEbrejo,0.49999999999999994,non_frag,94,62.43,6.29454630067276,45,79
contemp,PEbrejo,0.5499999999999999,contemp,94,61.07,6.143494547285385,45,83
contemp,PEbrejo,0.5499999999999999,ideal,93,61.32,6.779171904972739,44,76
contemp,PEbrejo,0.5499999999999999,non_frag,91,59.89,6.743339399928367,46,81
contemp,PEbrejo,0.5999999999999999,contemp,93,62.49,6.052789656535458,49,79
contemp,PEbrejo,0.5999999999999999,ideal,96,61.75,6.133819150719833,49,79
contemp,PEbrejo,0.5999999999999999,non_frag,98,62.46,6.787421521394624,47,78
contemp,PEbrejo,0.6499999999999999,contemp,95,61.9,6.254695206100144,49,78
contemp,PEbrejo,0.6499999999999999,ideal,99,63.12,6.220331603100051,50,78
contemp,PEbrejo,0.6499999999999999,non_frag,94,61.63,6.883819411995764,47,83
contemp,PEbrejo,0.7,contemp,95,58.7,5.9518268140330175,43,77
contemp,PEbrejo,0.7,ideal,95,59.77,6.89584122951118,46,75
contemp,PEbrejo,0.7,non_frag,94,58.01,5.765615598730393,43,73
contemp,PEbrejo,0.75,contemp,97,61.75,5.609110554457026,47,77
contemp,PEbrejo,0.75,ideal,96,61.82,5.9056213590412,50,77
contemp,PEbrejo,0.75,non_frag,94,60.89,6.019991946033071,48,77
contemp,PEbrejo,0.7999999999999999,contemp,94,62.02,6.1232789789903785,47,77
contemp,PEbrejo,0.7999999999999999,ideal,93,62.21,5.978572850884509,49,77
contemp,PEbrejo,0.7999999999999999,non_frag,96,63.3,7.050324156169751,40,81
contemp,PEbrejo,0.85,contemp,91,61.04,5.438211232946125,46,72
contemp,PEbrejo,0.85,ideal,98,63.19,6.608373934683635,46,84
contemp,PEbrejo,0.85,non_frag,99,62.35,5.655738124893491,46,76
contemp,PEbrejo,0.8999999999999999,contemp,92,59.18,5.9482278151911885,46,74
contemp,PEbrejo,0.8999999999999999,ideal,98,60.98,6.669665991970246,47,79
contemp,PEbrejo,0.8999999999999999,non_frag,96,61.43,6.607701353096791,45,80
contemp,PEbrejo,0.95,contemp,96,61.26,5.246682453482083,46,75
contemp,PEbrejo,0.95,ideal,94,62.82,5.791634510484092,50,78
contemp,PEbrejo,0.95,non_frag,98,62.95,6.787354552267166,49,85
contemp,PEbrejo,0.99,contemp,95,61.65,6.236703026957804,48,77
contemp,PEbrejo,0.99,ideal,97,63.58,6.856656428153402,47,83
contemp,PEbrejo,0.99,non_frag,99,63.63,6.585344917069088,50,83
contemp,PEcabo2,0.05,contemp,69,79.16,8.586717485262756,59,103
contemp,PEcabo2,0.05,ideal,20,151.6,11.565361030144098,125,183
contemp,PEcabo2,0.05,non_frag,19,134.02,9.905594786826688,108,165
contemp,PEcabo2,0.09999999999999988,contemp,91,81.25,9.366149020528526,63,103
contemp,PEcabo2,0.09999999999999988,ideal,100,136.45,9.587844787895124,110,164
contemp,PEcabo2,0.09999999999999988,non_frag,98,129.02,10.012093697225382,99,155
contemp,PEcabo2,0.1499999999999999,contemp,99,78.03,9.204143774749644,58,111
contemp,PEcabo2,0.1499999999999999,ideal,100,122.41,9.744301624098782,101,147
contemp,PEcabo2,0.1499999999999999,non_frag,100,117.43,9.02102482475738,96,144
contemp,PEcabo2,0.19999999999999996,contemp,100,80.55,7.903937134252917,57,101
contemp,PEcabo2,0.19999999999999996,ideal,100,110.57,6.954767277112001,92,127
contemp,PEcabo2,0.19999999999999996,non_frag,100,107.85,8.737906505623078,86,132
contemp,PEcabo2,0.2499999999999999,contemp,99,82.29,8.774728405247572,60,103
contemp,PEcabo2,0.2499999999999999,ideal,100,110.23,8.572748695839637,80,129
contemp,PEcabo2,0.2499999999999999,non_frag,100,109.4,8.526844123535431,90,128
contemp,PEcabo2,0.29999999999999993,contemp,100,79.6,7.190060479368007,61,95
contemp,PEcabo2,0.29999999999999993,ideal,98,95.72,7.156377391791001,79,116
contemp,PEcabo2,0.29999999999999993,non_frag,99,93.72,6.824021741412664,79,109
contemp,PEcabo2,0.34999999999999987,contemp,99,82.69,7.5367047966547815,66,101
contemp,PEcabo2,0.34999999999999987,ideal,98,94.48,7.579184679372868,76,114
contemp,PEcabo2,0.34999999999999987,non_frag,98,94.4,8.264564737663461,77,123
contemp,PEcabo2,0.3999999999999999,contemp,100,77.56,8.387484664063416,60,98
contemp,PEcabo2,0.3999999999999999,ideal,97,92.51,8.302968922577811,67,114
contemp,PEcabo2,0.3999999999999999,non_frag,99,93.75,7.968847172115002,73,115
contemp,PEcabo2,0.45,contemp,100,78.96,8.038945606523685,61,97
contemp,PEcabo2,0.45,ideal,99,93.75,7.850078813218207,74,110
contemp,PEcabo2,0.45,non_frag,96,95.19,8.476580928795775,78,116
contemp,PEcabo2,0.49999999999999994,contemp,92,79.92,7.207852059603562,64,102
contemp,PEcabo2,0.49999999999999994,ideal,93,80.42,8.306234727813521,58,98
contemp,PEcabo2,0.49999999999999994,non_frag,92,79.45,7.699370300894939,61,97
contemp,PEcabo2,0.5499999999999999,contemp,93,80.23,6.441429981147059,62,97
contemp,PEcabo2,0.5499999999999999,ideal,88,81.39,7.157527647183909,65,98
contemp,PEcabo2,0.5499999999999999,non_frag,88,79.79,5.664518309332902,65,95
contemp,PEcabo2,0.5999999999999999,contemp,90,79.57,7.948387804257457,63,102
contemp,PEcabo2,0.5999999999999999,ideal,91,80.83,6.774961329048382,61,101
contemp,PEcabo2,0.5999999999999999,non_frag,90,81.05,7.803618689202122,63,97
contemp,PEcabo2,0.6499999999999999,contemp,85,80.07,7.384470464454716,64,99
contemp,PEcabo2,0.6499999999999999,ideal,96,78.4,6.249040330363139,62,96
contemp,PEcabo2,0.6499999999999999,non_frag,90,78.56,6.424888475233786,65,101
contemp,PEcabo2,0.7,contemp,96,80.94,7.896834808959853,59,98
contemp,PEcabo2,0.7,ideal,90,81.69,6.790806322157223,63,98
contemp,PEcabo2,0.7,non_frag,95,81.38,6.89133550558272,65,102
contemp,PEcabo2,0.75,contemp,89,80.9,7.710022337480251,59,95
contemp,PEcabo2,0.75,ideal,94,81.17,7.421038888310597,62,100
contemp,PEcabo2,0.75,non_frag,97,81.75,6.750046763773664,64,97
contemp,PEcabo2,0.7999999999999999,contemp,92,78.79,7.658487072681147,63,103
contemp,PEcabo2,0.7999999999999999,ideal,91,79.56,7.4118659982326704,65,98
contemp,PEcabo2,0.7999999999999999,non_frag,93,80.48,7.087448002766524,65,98
contemp,PEcabo2,0.85,contemp,92,81.79,6.793185831211578,66,96
contemp,PEcabo2,0.85,ideal,98,82.04,7.636859050788888,67,99
contemp,PEcabo2,0.85,non_frag,92,81.48,8.053457755410518,63,106
contemp,PEcabo2,0.8999999999999999,contemp,94,81.24,7.495614879664138,57,99
contemp,PEcabo2,0.8999999999999999,ideal,95,80.15,7.754275458015911,60,100
contemp,PEcabo2,0.8999999999999999,non_frag,89,81.16,6.428660573375823,60,96
contemp,PEcabo2,0.95,contemp,94,80.07,6.405892174042156,67,100
contemp,PEcabo2,0.95,ideal,88,79.85,7.394203298817421,58,101
contemp,PEcabo2,0.95,non_frag,95,80.12,7.189048910838223,65,101
contemp,PEcabo2,0.99,contemp,94,79.92,6.807126390553483,66,102
contemp,PEcabo2,0.99,ideal,92,80.38,6.628344400749669,62,93
contemp,PEcabo2,0.99,non_frag,97,80.66,6.9909320775652875,64,94
contemp,PEcaru1,0.05,contemp,18,92.21,8.619094376950972,75,115
contemp,PEcaru1,0.05,ideal,0,149.83,12.107310588936327,119,176
contemp,PEcaru1,0.05,non_frag,0,128.69,9.688788689130662,105,151
contemp,PEcaru1,0.09999999999999988,contemp,68,92.6,8.910327681625374,71,114
contemp,PEcaru1,0.09999999999999988,ideal,69,137.68,9.518594243040113,114,164
contemp,PEcaru1,0.09999999999999988,non_frag,66,121.57,9.799252702903091,98,149
contemp,PEcaru1,0.1499999999999999,contemp,97,92.04,9.204654070939144,72,112
contemp,PEcaru1,0.1499999999999999,ideal,100,120.84,9.429932998894339,101,154
contemp,PEcaru1,0.1499999999999999,non_frag,100,112.9,7.828334962354912,96,132
contemp,PEcaru1,0.19999999999999996,contemp,98,91.31,9.132796931826514,69,108
contemp,PEcaru1,0.19999999999999996,ideal,100,119.06,8.523076221812655,99,139
contemp,PEcaru1,0.19999999999999996,non_frag,99,114.5,9.204193159488328,92,130
contemp,PEcaru1,0.2499999999999999,contemp,100,91,8.567026286520859,71,113
contemp,PEcaru1,0.2499999999999999,ideal,100,106.06,7.519429378737337,83,120
contemp,PEcaru1,0.2499999999999999,non_frag,100,104.22,7.372594625717022,84,122
contemp,PEcaru1,0.29999999999999993,contemp,100,90.15,7.86550453665635,69,107
contemp,PEcaru1,0.29999999999999993,ideal,100,106.04,8.95659567361428,82,139
contemp,PEcaru1,0.29999999999999993,non_frag,100,104.95,9.22050306478322,79,127
contemp,PEcaru1,0.34999999999999987,contemp,100,91.56,7.166589146867567,70,106
contemp,PEcaru1,0.34999999999999987,ideal,100,95.57,7.514638912136629,75,115
contemp,PEcaru1,0.34999999999999987,non_frag,100,94.86,8.090423319885646,75,117
contemp,PEcaru1,0.3999999999999999,contemp,100,91.52,8.013221397897176,74,112
contemp,PEcaru1,0.3999999999999999,ideal,100,96.82,8.816169717334647,75,117
contemp,PEcaru1,0.3999999999999999,non_frag,100,95.1,7.401201103724839,80,117
contemp,PEcaru1,0.45,contemp,99,91.31,8.915648483357106,72,120
contemp,PEcaru1,0.45,ideal,100,95.81,7.862062083322683,79,112
contemp,PEcaru1,0.45,non_frag,100,95.29,7.445824536631456,79,116
contemp,PEcaru1,0.49999999999999994,contemp,100,92.08,7.147338276900321,72,110
contemp,PEcaru1,0.49999999999999994,ideal,100,92.15,7.739933181660269,75,121
contemp,PEcaru1,0.49999999999999994,non_frag,99,92.53,8.405691914747802,77,117
contemp,PEcaru1,0.5499999999999999,contemp,99,90.51,7.091743670129955,76,107
contemp,PEcaru1,0.5499999999999999,ideal,100,90.24,7.244810054602724,72,106
contemp,PEcaru1,0.5499999999999999,non_frag,99,90.56,7.873135501581478,75,114
contemp,PEcaru1,0.5999999999999999,contemp,100,92.09,7.061197140039715,73,112
contemp,PEcaru1,0.5999999999999999,ideal,100,91.69,7.99329896118169,70,115
contemp,PEcaru1,0.5999999999999999,non_frag,99,92,7.7001902114772,75,113
contemp,PEcaru1,0.6499999999999999,contemp,100,93.77,7.116427148052269,76,111
contemp,PEcaru1,0.6499999999999999,ideal,99,92.76,7.155022252540061,78,110
contemp,PEcaru1,0.6499999999999999,non_frag,100,92.25,7.651995184462043,74,111
contemp,PEcaru1,0.7,contemp,100,92.58,7.929206973734715,78,117
contemp,PEcaru1,0.7,ideal,100,94,7.626376345396033,76,110
contemp,PEcaru1,0.7,non_frag,100,93,7.3181661333667165,75,112
contemp,PEcaru1,0.75,contemp,100,91.65,6.289922997392839,78,109
contemp,PEcaru1,0.75,ideal,100,92.76,6.440277301263643,77,109
contemp,PEcaru1,0.75,non_frag,100,90.6,7.2181029433646975,73,111
contemp,PEcaru1,0.7999999999999999,contemp,99,91.61,8.886370223976478,72,115
contemp,PEcaru1,0.7999999999999999,ideal,100,91.93,7.7853202966359785,71,112
contemp,PEcaru1,0.7999999999999999,non_frag,100,91.98,7.194245736501618,77,112
contemp,PEcaru1,0.85,contemp,100,90.7,7.980405295902501,68,111
contemp,PEcaru1,0.85,ideal,100,94.18,7.073038865146917,76,125
contemp,PEcaru1,0.85,non_frag,100,95.72,7.545257390633476,79,114
contemp,PEcaru1,0.8999999999999999,contemp,100,92.91,7.18738372764978,74,111
contemp,PEcaru1,0.8999999999999999,ideal,100,96.59,7.671401699846257,81,116
contemp,PEcaru1,0.8999999999999999,non_frag,100,96.45,8.099600937918815,77,112
contemp,PEcaru1,0.95,contemp,100,91.11,7.684294622044618,76,116
contemp,PEcaru1,0.95,ideal,100,97.02,6.984803128755652,76,114
contemp,PEcaru1,0.95,non_frag,100,95.03,7.589805762676112,76,115
contemp,PEcaru1,0.99,contemp,100,89.33,7.1436275197839185,73,106
contemp,PEcaru1,0.99,ideal,100,96.38,8.038769693293755,74,116
contemp,PEcaru1,0.99,non_frag,100,94.76,7.2224677502942445,79,113
contemp,PEmata2,0.05,contemp,92,84.79,7.596244420299368,63,105
contemp,PEmata2,0.05,ideal,81,156.37,10.980841902554143,128,185
contemp,PEmata2,0.05,non_frag,75,90.65,8.306471859187555,71,109
contemp,PEmata2,0.09999999999999988,contemp,100,86.17,8.23524698653859,66,109
contemp,PEmata2,0.09999999999999988,ideal,100,135.75,9.286000106601225,115,159
contemp,PEmata2,0.09999999999999988,non_frag,100,92.79,9.211647216673272,63,112
contemp,PEmata2,0.1499999999999999,contemp,99,88.4,7.834139223535498,69,104
contemp,PEmata2,0.1499999999999999,ideal,99,127.37,9.600773327438185,109,154
contemp,PEmata2,0.1499999999999999,non_frag,99,93.86,7.429153601341356,77,111
contemp,PEmata2,0.19999999999999996,contemp,98,88.38,8.455205795869492,66,107
contemp,PEmata2,0.19999999999999996,ideal,82,116.7,8.711422896914653,96,135
contemp,PEmata2,0.19999999999999996,non_frag,99,93.68,8.020025441406535,73,110
contemp,PEmata2,0.2499999999999999,contemp,92,86.49,8.180408969549806,65,110
contemp,PEmata2,0.2499999999999999,ideal,86,103.22,9.081649830089445,82,130
contemp,PEmata2,0.2499999999999999,non_frag,93,91.3,8.763445657843711,75,115
contemp,PEmata2,0.29999999999999993,contemp,95,89.87,9.274331907109662,70,117
contemp,PEmata2,0.29999999999999993,ideal,82,104.01,8.626357307927861,88,126
contemp,PEmata2,0.29999999999999993,non_frag,91,92.35,8.572183107722514,71,111
contemp,PEmata2,0.34999999999999987,contemp,72,86.73,7.140516066571778,69,111
contemp,PEmata2,0.34999999999999987,ideal,67,88.37,7.770255381058507,72,116
contemp,PEmata2,0.34999999999999987,non_frag,77,88.02,7.415490202912748,72,107
contemp,PEmata2,0.3999999999999999,contemp,73,87.41,7.044010278817089,71,103
contemp,PEmata2,0.3999999999999999,ideal,69,91.41,8.535244814321617,71,110
contemp,PEmata2,0.3999999999999999,non_frag,77,90.67,7.253080153780993,68,109
contemp,PEmata2,0.45,contemp,77,86.63,8.784346730107337,69,106
contemp,PEmata2,0.45,ideal,73,89.94,7.096477999684069,71,107
contemp,PEmata2,0.45,non_frag,75,89.39,6.873892931985779,71,107
contemp,PEmata2,0.49999999999999994,contemp,78,86.51,6.815749734581255,71,102
contemp,PEmata2,0.49999999999999994,ideal,69,92.54,7.592420462859554,77,109
contemp,PEmata2,0.49999999999999994,non_frag,77,90.97,8.335702693470983,71,107
contemp,PEmata2,0.5499999999999999,contemp,56,88.22,7.71929237349349,67,104
contemp,PEmata2,0.5499999999999999,ideal,54,88.45,7.559026980299044,73,108
contemp,PEmata2,0.5499999999999999,non_frag,56,88.78,6.582161383986911,69,106
contemp,PEmata2,0.5999999999999999,contemp,55,86.61,6.321192509920477,68,100
contemp,PEmata2,0.5999999999999999,ideal,67,86.45,6.957845655202202,66,105
contemp,PEmata2,0.5999999999999999,non_frag,57,85.17,7.06400035462209,67,104
contemp,PEmata2,0.6499999999999999,contemp,61,88.61,7.407196882530236,68,107
contemp,PEmata2,0.6499999999999999,ideal,62,87.05,8.044541407976372,72,114
contemp,PEmata2,0.6499999999999999,non_frag,64,87.76,8.23532671243868,69,111
contemp,PEmata2,0.7,contemp,75,92,6.979045114273922,75,107
contemp,PEmata2,0.7,ideal,64,91.16,6.600765183681435,76,110
contemp,PEmata2,0.7,non_frag,70,90.98,7.419575527622925,78,114
contemp,PEmata2,0.75,contemp,61,85.99,6.634003316248794,69,103
contemp,PEmata2,0.75,ideal,47,84.6,6.649979114420001,65,104
contemp,PEmata2,0.75,non_frag,49,87.03,6.943429420769835,67,106
contemp,PEmata2,0.7999999999999999,contemp,62,87.07,6.712351046068476,69,104
contemp,PEmata2,0.7999999999999999,ideal,65,88.22,7.821984041369194,61,107
contemp,PEmata2,0.7999999999999999,non_frag,63,89.65,7.914154306294412,65,107
contemp,PEmata2,0.85,contemp,54,86.97,7.81019147710803,69,112
contemp,PEmata2,0.85,ideal,49,87.41,7.674034667683491,70,110
contemp,PEmata2,0.85,non_frag,57,86.76,8.017808461496978,67,104
contemp,PEmata2,0.8999999999999999,contemp,58,88.81,7.141704235960727,70,107
contemp,PEmata2,0.8999999999999999,ideal,59,91.11,8.343502885721344,74,119
contemp,PEmata2,0.8999999999999999,non_frag,69,89.57,8.551986005979234,70,113
contemp,PEmata2,0.95,contemp,66,87.92,7.517897836415967,70,105
contemp,PEmata2,0.95,ideal,63,90.74,7.2566514246579255,74,108
contemp,PEmata2,0.95,non_frag,60,89.99,7.8347774297511075,69,110
contemp,PEmata2,0.99,contemp,69,86.09,8.381189857910597,67,107
contemp,PEmata2,0.99,ideal,74,89.37,7.686607794985991,68,103
contemp,PEmata2,0.99,non_frag,70,86.33,7.821306047127186,70,108
contemp,PEsvfer,0.05,contemp,75,118.58,9.688251762945791,99,139
contemp,PEsvfer,0.05,ideal,14,160.01,9.848852673783835,132,186
contemp,PEsvfer,0.05,non_frag,14,148.28,10.370977375212604,121,173
contemp,PEsvfer,0.09999999999999988,contemp,92,121.39,10.077372392813235,92,145
contemp,PEsvfer,0.09999999999999988,ideal,94,159.03,9.791209209172163,136,188
contemp,PEsvfer,0.09999999999999988,non_frag,91,153.05,9.637233141636797,126,175
contemp,PEsvfer,0.1499999999999999,contemp,100,120.39,9.49842623859874,95,144
contemp,PEsvfer,0.1499999999999999,ideal,98,136.65,8.774820496595629,116,157
contemp,PEsvfer,0.1499999999999999,non_frag,100,136.31,10.117187096593339,113,168
contemp,PEsvfer,0.19999999999999996,contemp,100,119.09,8.762978830272157,91,144
contemp,PEsvfer,0.19999999999999996,ideal,100,138.33,8.420819557513509,118,159
contemp,PEsvfer,0.19999999999999996,non_frag,99,136.46,9.231500748015247,117,157
contemp,PEsvfer,0.2499999999999999,contemp,100,119.51,9.366278434745132,96,141
contemp,PEsvfer,0.2499999999999999,ideal,100,127.18,8.324698556741023,104,146
contemp,PEsvfer,0.2499999999999999,non_frag,100,126.81,9.25693297376664,104,144
contemp,PEsvfer,0.29999999999999993,contemp,99,119.34,8.741194703728137,101,138
contemp,PEsvfer,0.29999999999999993,ideal,100,125.06,7.901949637956957,106,149
contemp,PEsvfer,0.29999999999999993,non_frag,99,126.95,8.869850191758733,107,153
contemp,PEsvfer,0.34999999999999987,contemp,98,119.84,10.413394637618795,98,147
contemp,PEsvfer,0.34999999999999987,ideal,99,120.4,8.258451440919188,98,141
contemp,PEsvfer,0.34999999999999987,non_frag,100,122.43,7.39403936842496,107,140
contemp,PEsvfer,0.3999999999999999,contemp,100,120.49,8.104737360134976,97,136
contemp,PEsvfer,0.3999999999999999,ideal,100,119.15,8.810433438471536,98,141
contemp,PEsvfer,0.3999999999999999,non_frag,100,118.1,8.420153793072304,98,134
contemp,PEsvfer,0.45,contemp,99,120.49,8.803689538764386,93,143
contemp,PEsvfer,0.45,ideal,98,119.02,8.60817088937052,96,142
contemp,PEsvfer,0.45,non_frag,99,120.95,8.540308465557242,103,145
contemp,PEsvfer,0.49999999999999994,contemp,98,119.23,9.282170374900844,99,145
contemp,PEsvfer,0.49999999999999994,ideal,99,119.11,8.344713441709214,100,140
contemp,PEsvfer,0.49999999999999994,non_frag,97,117.98,7.814749070207119,101,139
contemp,PEsvfer,0.5499999999999999,contemp,99,120.75,8.242995189672847,97,142
contemp,PEsvfer,0.5499999999999999,ideal,99,119.98,8.96680747889885,96,141
contemp,PEsvfer,0.5499999999999999,non_frag,97,119.45,8.837906191999656,99,140
contemp,PEsvfer,0.5999999999999999,contemp,100,117.45,8.060848139449888,102,139
contemp,PEsvfer,0.5999999999999999,ideal,99,116.69,9.021517487528236,87,137
contemp,PEsvfer,0.5999999999999999,non_frag,97,114.57,9.708119063833928,95,137
contemp,PEsvfer,0.6499999999999999,contemp,100,116.45,8.893732897298234,97,142
contemp,PEsvfer,0.6499999999999999,ideal,99,118.57,8.566147844211475,100,144
contemp,PEsvfer,0.6499999999999999,non_frag,99,117.52,7.711306142557331,96,140
contemp,PEsvfer,0.7,contemp,99,117.72,9.524110817744976,93,145
contemp,PEsvfer,0.7,ideal,97,118.43,9.388640245347867,96,150
contemp,PEsvfer,0.7,non_frag,98,119.14,8.746739652319288,94,141
contemp,PEsvfer,0.75,contemp,100,118.19,9.208795751449763,97,146
contemp,PEsvfer,0.75,ideal,100,118.87,8.155874130237839,100,140
contemp,PEsvfer,0.75,non_frag,100,116.75,7.888586564131624,99,140
contemp,PEsvfer,0.7999999999999999,contemp,97,119.44,9.056857438795571,94,142
contemp,PEsvfer,0.7999999999999999,ideal,100,119.93,8.908349278552501,93,144
contemp,PEsvfer,0.7999999999999999,non_frag,99,118.08,9.16920625977753,98,144
contemp,PEsvfer,0.85,contemp,100,118.85,8.442766313851346,96,144
contemp,PEsvfer,0.85,ideal,97,118.85,9.053572317995352,99,141
contemp,PEsvfer,0.85,non_frag,98,116.86,8.768653997580982,91,138
contemp,PEsvfer,0.8999999999999999,contemp,99,120.82,9.027880496696124,90,147
contemp,PEsvfer,0.8999999999999999,ideal,99,119.67,8.868346844681694,102,142
contemp,PEsvfer,0.8999999999999999,non_frag,100,120.86,8.538705695214876,103,143
contemp,PEsvfer,0.95,contemp,100,120.8,8.522104354340108,99,142
contemp,PEsvfer,0.95,ideal,100,120.99,7.8437970087930955,103,135
contemp,PEsvfer,0.95,non_frag,99,119,9.197057061139644,97,155
contemp,PEsvfer,0.99,contemp,99,120.8,8.439924361765527,101,145
contemp,PEsvfer,0.99,ideal,100,121.53,8.137027228737294,102,141
contemp,PEsvfer,0.99,non_frag,100,120.78,8.705716222660543,101,145
contemp,PRanto10,0.05,contemp,90,137.77,11.294814220819584,109,166
contemp,PRanto10,0.05,ideal,69,172.01,10.028741524521239,146,202
contemp,PRanto10,0.05,non_frag,75,165.85,9.770471903246086,135,187
contemp,PRanto10,0.09999999999999988,contemp,48,136.35,11.103166351554993,114,170
contemp,PRanto10,0.09999999999999988,ideal,18,157.68,10.297474437840561,133,182
contemp,PRanto10,0.09999999999999988,non_frag,20,154.05,10.185526471172194,125,179
contemp,PRanto10,0.1499999999999999,contemp,28,133.67,10.277026453564899,109,168
contemp,PRanto10,0.1499999999999999,ideal,11,145.64,9.672955112377014,114,169
contemp,PRanto10,0.1499999999999999,non_frag,14,148.28,10.28589305600617,119,167
contemp,PRanto10,0.19999999999999996,contemp,14,134.33,8.301216899961235,116,152
contemp,PRanto10,0.19999999999999996,ideal,9,139.54,9.026806319138144,119,165
contemp,PRanto10,0.19999999999999996,non_frag,16,139.52,9.189893438671714,116,157
contemp,PRanto10,0.2499999999999999,contemp,10,137.04,9.059756725166075,115,156
contemp,PRanto10,0.2499999999999999,ideal,18,135.24,8.450832246386485,111,157
contemp,PRanto10,0.2499999999999999,non_frag,9,135.58,8.566059405431048,111,163
contemp,PRanto10,0.29999999999999993,contemp,7,135.95,8.884642293692453,116,160
contemp,PRanto10,0.29999999999999993,ideal,10,137.22,9.380379264801352,105,155
contemp,PRanto10,0.29999999999999993,non_frag,10,138.14,8.420777573923619,121,158
contemp,PRanto10,0.34999999999999987,contemp,20,138.8,9.450562486600006,117,164
contemp,PRanto10,0.34999999999999987,ideal,11,139.68,8.710703969046568,120,157
contemp,PRanto10,0.34999999999999987,non_frag,14,136.67,8.992763645276016,115,160
contemp,PRanto10,0.3999999999999999,contemp,11,136.01,9.566877835278943,112,158
contemp,PRanto10,0.3999999999999999,ideal,19,136.59,8.759520073565213,114,161
contemp,PRanto10,0.3999999999999999,non_frag,13,137.72,8.74334378862347,115,165
contemp,PRanto10,0.45,contemp,4,138.03,8.477486524777127,120,162
contemp,PRanto10,0.45,ideal,8,138.8,9.644174459750353,115,163
contemp,PRanto10,0.45,non_frag,8,136.28,9.027544829939403,101,160
contemp,PRanto10,0.49999999999999994,contemp,6,136.86,9.68912751073036,115,166
contemp,PRanto10,0.49999999999999994,ideal,4,135.53,8.484632573010447,117,157
contemp,PRanto10,0.49999999999999994,non_frag,3,137.03,9.972137952993599,115,161
contemp,PRanto10,0.5499999999999999,contemp,6,134.69,8.63244408664724,110,155
contemp,PRanto10,0.5499999999999999,ideal,6,136.54,9.90808261017746,112,156
contemp,PRanto10,0.5499999999999999,non_frag,6,136.89,9.457929173049681,117,166
contemp,PRanto10,0.5999999999999999,contemp,5,134.73,8.939589622922442,117,163
contemp,PRanto10,0.5999999999999999,ideal,4,134.08,9.75837376748086,107,157
contemp,PRanto10,0.5999999999999999,non_frag,3,137.46,9.203007852618269,118,157
contemp,PRanto10,0.6499999999999999,contemp,9,136.8,10.41657575717906,107,160
contemp,PRanto10,0.6499999999999999,ideal,11,135.74,9.059422239477048,111,160
contemp,PRanto10,0.6499999999999999,non_frag,2,135.38,9.177024451192107,112,158
contemp,PRanto10,0.7,contemp,10,137.71,10.070754738851553,115,164
contemp,PRanto10,0.7,ideal,12,138.92,9.968313434441793,116,160
contemp,PRanto10,0.7,non_frag,5,137.44,9.575136151681203,120,162
contemp,PRanto10,0.75,contemp,7,140.09,10.452485084631522,118,164
contemp,PRanto10,0.75,ideal,6,138.91,8.673767487328815,116,157
contemp,PRanto10,0.75,non_frag,6,137.37,9.53955613816132,112,169
contemp,PRanto10,0.7999999999999999,contemp,9,132.81,9.581858911611056,106,153
contemp,PRanto10,0.7999999999999999,ideal,7,136.11,8.348344056449069,115,155
contemp,PRanto10,0.7999999999999999,non_frag,6,134.72,9.373377300642604,110,154
contemp,PRanto10,0.85,contemp,10,136.26,8.8826467981910735,118,163
contemp,PRanto10,0.85,ideal,9,134.15,10.10387964290865,113,162
contemp,PRanto10,0.85,non_frag,6,135.63,7.948896118012204,115,154
contemp,PRanto10,0.8999999999999999,contemp,9,137.28,9.514560877248549,116,159
contemp,PRanto10,0.8999999999999999,ideal,9,137.93,8.76316325895109,117,163
contemp,PRanto10,0.8999999999999999,non_frag,11,136.11,9.204626636379746,112,156
contemp,PRanto10,0.95,contemp,4,133.38,9.234082673892564,117,173
contemp,PRanto10,0.95,ideal,11,133.82,9.530790082462188,106,156
contemp,PRanto10,0.95,non_frag,6,134.83,8.934164366592599,118,159
contemp,PRanto10,0.99,contemp,11,136.48,8.799081678438858,119,162
contemp,PRanto10,0.99,ideal,11,134.89,9.62309406552484,112,159
contemp,PRanto10,0.99,non_frag,5,135.56,8.9739465772711835,119,163
contemp,PRanto11,0.05,contemp,93,100.96,8.714228467155184,78,122
contemp,PRanto11,0.05,ideal,94,167.39,9.849262906328564,137,188
contemp,PRanto11,0.05,non_frag,88,159.79,11.109459978329324,123,185
contemp,PRanto11,0.09999999999999988,contemp,100,100.34,8.58612928866181,82,122
contemp,PRanto11,0.09999999999999988,ideal,94,145.91,9.811449712175335,125,177
contemp,PRanto11,0.09999999999999988,non_frag,100,144.41,9.902652435207713,121,170
