SiteCode,land_type,k,Umed,Usd
BAlenc4,non_frag,0.34999999999999987,0.016615289999999998,3.926204456384478e-4
BAlenc4,non_frag,0.29999999999999993,0.01552333,8.599468136654345e-4
BAlenc4,non_frag,0.2499999999999999,0.01555452,8.465557418150324e-4
BAlenc4,non_frag,0.19999999999999996,0.01284441,6.272801579482294e-4
BAlenc4,non_frag,0.1499999999999999,0.009144659,6.531806643469071e-4
BAlenc4,non_frag,0.09999999999999988,0.007173179,3.7956160204021336e-4
BAlenc4,non_frag,0.05,0.006003543,2.3946676591729562e-4
BAuruc,cont,0.99,0.01556818,2.7733172195044655e-4
BAuruc,cont,0.95,0.01562468,4.2990995904827446e-4
BAuruc,cont,0.8999999999999999,0.01579387,3.052278312998341e-4
BAuruc,cont,0.85,0.015650729999999998,6.919549504443504e-4
BAuruc,cont,0.7999999999999999,0.01576944,5.917056178727922e-4
BAuruc,cont,0.75,0.01568703,4.913683367223956e-4
BAuruc,cont,0.7,0.04122908,0.001032514251502397
BAuruc,cont,0.6499999999999999,0.04124524,0.0013310819794437904
BAuruc,cont,0.5999999999999999,0.040934120000000004,0.0010506799066424674
BAuruc,cont,0.5499999999999999,0.04054067,0.001345768249860776
BAuruc,cont,0.49999999999999994,0.04060034,0.0010790409952051558
BAuruc,cont,0.45,0.04120542,6.239287331098e-4
BAuruc,cont,0.3999999999999999,0.04150012,0.001043263381893566
BAuruc,cont,0.34999999999999987,0.03854312,0.001481812680319465
BAuruc,cont,0.29999999999999993,0.03906341,0.0015509262855539657
BAuruc,cont,0.2499999999999999,0.03888158,6.453329025480647e-4
BAuruc,cont,0.19999999999999996,0.034961769999999996,9.170340161508616e-4
BAuruc,cont,0.1499999999999999,0.0350599,0.0010094764055357279
BAuruc,cont,0.09999999999999988,0.03119961,7.497829544460044e-4
BAuruc,cont,0.05,0.022205410000000002,7.438851740094777e-4
BAuruc,ideal,0.99,0.0153256,2.622080683562408e-4
BAuruc,ideal,0.95,0.0157408,3.341823986321775e-4
BAuruc,ideal,0.8999999999999999,0.01542918,3.949706256307057e-4
BAuruc,ideal,0.85,0.01572945,1.98179067456121e-4
BAuruc,ideal,0.7999999999999999,0.01583226,2.917740800307284e-4
BAuruc,ideal,0.75,0.01554125,3.8216186579336636e-4
BAuruc,ideal,0.7,0.04131567,5.969191496528004e-4
BAuruc,ideal,0.6499999999999999,0.04140499,0.001023099642643754
BAuruc,ideal,0.5999999999999999,0.04115269,9.212668143497962e-4
BAuruc,ideal,0.5499999999999999,0.04145146,0.0010392788238859569
BAuruc,ideal,0.49999999999999994,0.04128571,8.538977605336861e-4
BAuruc,ideal,0.45,0.04077611,0.0012313660106203633
BAuruc,ideal,0.3999999999999999,0.040629979999999996,0.0010119458536239324
BAuruc,ideal,0.34999999999999987,0.0382192,0.001189215955530738
BAuruc,ideal,0.29999999999999993,0.03847092,8.137705024554942e-4
BAuruc,ideal,0.2499999999999999,0.03939024,7.254153847585838e-4
BAuruc,ideal,0.19999999999999996,0.03487217,8.796023534024397e-4
BAuruc,ideal,0.1499999999999999,0.03511422,7.260576068360186e-4
BAuruc,ideal,0.09999999999999988,0.03102516,8.774042058506692e-4
BAuruc,ideal,0.05,0.02048055,9.877696090463378e-4
BAuruc,non_frag,0.99,0.0156549,3.9616718973461463e-4
BAuruc,non_frag,0.95,0.0154944,2.7319912152128155e-4
BAuruc,non_frag,0.8999999999999999,0.01566882,4.6683703033166606e-4
BAuruc,non_frag,0.85,0.01567499,4.605214205417354e-4
BAuruc,non_frag,0.7999999999999999,0.01557436,4.4012017601256765e-4
BAuruc,non_frag,0.75,0.01570632,3.859505057502693e-4
BAuruc,non_frag,0.7,0.04107958,0.0012268882361486726
BAuruc,non_frag,0.6499999999999999,0.04188725,0.0010389462634483727
BAuruc,non_frag,0.5999999999999999,0.04204671,6.493688961000691e-4
BAuruc,non_frag,0.5499999999999999,0.04151934,0.0012320958442155934
BAuruc,non_frag,0.49999999999999994,0.04102497,9.684378073876398e-4
BAuruc,non_frag,0.45,0.04099011,6.798366755658621e-4
BAuruc,non_frag,0.3999999999999999,0.04155457,0.0015958583396126083
BAuruc,non_frag,0.34999999999999987,0.03866957,0.0010095071009050794
BAuruc,non_frag,0.29999999999999993,0.0393446,0.001127027598005776
BAuruc,non_frag,0.2499999999999999,0.03828712,8.816691805887279e-4
BAuruc,non_frag,0.19999999999999996,0.0354507,0.0012004477220326313
BAuruc,non_frag,0.1499999999999999,0.03550682,8.463178478299722e-4
BAuruc,non_frag,0.09999999999999988,0.0307303,9.961792163617502e-4
BAuruc,non_frag,0.05,0.02009617,0.00109508966050984
ESsoor,cont,0.99,0.01365133,5.013053894029508e-4
ESsoor,cont,0.95,0.01395016,1.5253337121211657e-4
ESsoor,cont,0.8999999999999999,0.01396742,1.6121352162754685e-4
ESsoor,cont,0.85,0.01403505,5.2749918851965e-4
ESsoor,cont,0.7999999999999999,0.036160239999999996,0.0016660743455467065
ESsoor,cont,0.75,0.036059219999999996,9.034645818551313e-4
ESsoor,cont,0.7,0.03704703,9.233610429656807e-4
ESsoor,cont,0.6499999999999999,0.03678404,9.47020256969781e-4
ESsoor,cont,0.5999999999999999,0.03753396,3.9205906074354495e-4
ESsoor,cont,0.5499999999999999,0.03560443,7.596938141266002e-4
ESsoor,cont,0.49999999999999994,0.03669944,8.449125756221427e-4
ESsoor,cont,0.45,0.03307501,0.0013010254412492387
ESsoor,cont,0.3999999999999999,0.032728929999999996,0.0010417568206853476
ESsoor,cont,0.34999999999999987,0.0334009,9.319298817209602e-4
ESsoor,cont,0.29999999999999993,0.03320537,5.917456905912655e-4
ESsoor,cont,0.2499999999999999,0.02857755,0.0011345544786390818
ESsoor,cont,0.19999999999999996,0.02860602,9.967309453073748e-4
ESsoor,cont,0.1499999999999999,0.02420488,9.829486748214953e-4
ESsoor,cont,0.09999999999999988,0.019873870000000002,0.001308799589997559
ESsoor,cont,0.05,0.009668635,4.291326468134431e-4
ESsoor,ideal,0.99,0.013629829999999999,4.335114096922171e-4
ESsoor,ideal,0.95,0.01372814,4.7588997607990604e-4
ESsoor,ideal,0.8999999999999999,0.01340358,7.79496676352404e-4
ESsoor,ideal,0.85,0.0134078,5.970282665930576e-4
ESsoor,ideal,0.7999999999999999,0.03589499,0.0010880276492095432
ESsoor,ideal,0.75,0.03643507,0.001587887088800013
ESsoor,ideal,0.7,0.036496060000000004,0.001898488406425842
ESsoor,ideal,0.6499999999999999,0.03589678,6.983800378972277e-4
ESsoor,ideal,0.5999999999999999,0.0368753,9.219665190353844e-4
ESsoor,ideal,0.5499999999999999,0.03639513,4.589298253061733e-4
ESsoor,ideal,0.49999999999999994,0.035984550000000004,6.712637538421258e-4
ESsoor,ideal,0.45,0.03278597,4.550147788808604e-4
ESsoor,ideal,0.3999999999999999,0.03263676,0.0010113486300754827
ESsoor,ideal,0.34999999999999987,0.03336784,0.0018672032563286835
ESsoor,ideal,0.29999999999999993,0.03308939,0.0015371092446175988
ESsoor,ideal,0.2499999999999999,0.02843343,0.0011466049731950214
ESsoor,ideal,0.19999999999999996,0.0287616,0.0012658624306508713
ESsoor,ideal,0.1499999999999999,0.02457376,0.0012113535773395534
ESsoor,ideal,0.09999999999999988,0.01968479,9.268068268702671e-4
ESsoor,ideal,0.05,0.00953442,3.686995352436573e-4
ESsoor,non_frag,0.99,0.01369311,4.6234936634060144e-4
ESsoor,non_frag,0.95,0.01364622,5.885287301587087e-4
ESsoor,non_frag,0.8999999999999999,0.01366422,5.860569498303423e-4
ESsoor,non_frag,0.85,0.01360153,5.085182265934801e-4
ESsoor,non_frag,0.7999999999999999,0.03701206,6.547249264640322e-4
ESsoor,non_frag,0.75,0.03658617,0.0010709316028061197
ESsoor,non_frag,0.7,0.0366554,5.136539020693904e-4
ESsoor,non_frag,0.6499999999999999,0.03767118,6.499406670355908e-4
ESsoor,non_frag,0.5999999999999999,0.03670334,9.602795879904517e-4
ESsoor,non_frag,0.5499999999999999,0.03627593,0.002009014366991379
ESsoor,non_frag,0.49999999999999994,0.03724132,0.0012486600505252725
ESsoor,non_frag,0.45,0.03367314,0.0019776145755261154
ESsoor,non_frag,0.3999999999999999,0.0330215,8.630495814262357e-4
ESsoor,non_frag,0.34999999999999987,0.03384131,9.951043367406253e-4
ESsoor,non_frag,0.29999999999999993,0.03274159,0.0010396223143793878
ESsoor,non_frag,0.2499999999999999,0.02753107,0.001285533316090165
ESsoor,non_frag,0.19999999999999996,0.02845579,9.306408836567051e-4
ESsoor,non_frag,0.1499999999999999,0.02394643,9.52196339522475e-4
ESsoor,non_frag,0.09999999999999988,0.02034124,0.001296657509136472
ESsoor,non_frag,0.05,0.009501205,4.85503042586873e-4
MGipia1,cont,0.99,0.001821366,1.3645750068550031e-4
MGipia1,cont,0.95,0.001658982,2.1308658651147212e-4
MGipia1,cont,0.8999999999999999,0.005017609,4.90946046468788e-4
MGipia1,cont,0.85,0.004822605000000001,2.1212935577928228e-4
MGipia1,cont,0.7999999999999999,0.005105559,4.2433249548097426e-4
MGipia1,cont,0.75,0.004946255,2.462245391800834e-4
MGipia1,cont,0.7,0.0050685899999999996,5.433910534780637e-4
MGipia1,cont,0.6499999999999999,0.004334362,4.806491208078264e-5
MGipia1,cont,0.5999999999999999,0.005108272,1.931700695012328e-4
MGipia1,cont,0.5499999999999999,0.005014399,5.652646700922003e-4
MGipia1,cont,0.49999999999999994,0.0052598079999999995,1.856237437398567e-4
MGipia1,cont,0.45,0.00511863,1.8275874625673402e-4
MGipia1,cont,0.3999999999999999,0.005282186,2.6384142890085397e-4
MGipia1,cont,0.34999999999999987,0.005089804,7.380331115727648e-5
MGipia1,cont,0.29999999999999993,0.005376718999999999,1.9834480837672557e-4
MGipia1,cont,0.2499999999999999,0.0052455719999999996,1.9275107140788835e-4
MGipia1,cont,0.19999999999999996,0.005496124,1.155555076046908e-4
MGipia1,cont,0.1499999999999999,0.005168324,2.723124757496228e-4
MGipia1,cont,0.09999999999999988,0.005001317,1.58751301730446e-4
MGipia1,cont,0.05,0.004679854,1.3082178133289244e-4
MGipia1,ideal,0.99,0.0022902590000000002,6.870037545587191e-5
MGipia1,ideal,0.95,0.002253756,8.893569302216807e-5
MGipia1,ideal,0.8999999999999999,0.00461843,4.404491601384507e-4
MGipia1,ideal,0.85,0.0042368,5.970558091725319e-4
MGipia1,ideal,0.7999999999999999,0.004292669000000001,5.767309051975628e-4
MGipia1,ideal,0.75,0.004808367,2.3829873553308408e-4
MGipia1,ideal,0.7,0.004340908,3.1819603125536735e-4
MGipia1,ideal,0.6499999999999999,0.005091611,1.8917577877906755e-4
MGipia1,ideal,0.5999999999999999,0.005313663000000001,5.269332577819193e-4
MGipia1,ideal,0.5499999999999999,0.004937513,2.1920248934363033e-4
MGipia1,ideal,0.49999999999999994,0.004959517,2.0154086059655482e-4
MGipia1,ideal,0.45,0.004889274,2.6852420615902254e-4
MGipia1,ideal,0.3999999999999999,0.005188842,1.46013578957575e-4
MGipia1,ideal,0.34999999999999987,0.005113503,1.8679424872481142e-4
MGipia1,ideal,0.29999999999999993,0.003868485,3.7452410031487516e-4
MGipia1,ideal,0.2499999999999999,0.003485686,1.2023830672645234e-4
MGipia1,ideal,0.19999999999999996,0.003438656,9.389187116631091e-5
MGipia1,ideal,0.1499999999999999,0.002230966,1.0287837200630007e-4
MGipia1,ideal,0.09999999999999988,0.001997681,1.0670366987857332e-4
MGipia1,ideal,0.05,0.0017181709999999999,3.4743309012112145e-5
MGipia1,non_frag,0.99,0.0022861080000000002,1.961082805662899e-4
MGipia1,non_frag,0.95,0.002323243,1.131568016367849e-4
MGipia1,non_frag,0.8999999999999999,0.004435666,1.3519018095507768e-4
MGipia1,non_frag,0.85,0.004667565,1.259521272591736e-4
MGipia1,non_frag,0.7999999999999999,0.0045574,1.7608334819372095e-4
MGipia1,non_frag,0.75,0.004915362,1.0917088987250923e-4
MGipia1,non_frag,0.7,0.004812811,4.70431514402823e-4
MGipia1,non_frag,0.6499999999999999,0.004843541,8.31983083808399e-4
MGipia1,non_frag,0.5999999999999999,0.005368364,3.01578286250482e-4
MGipia1,non_frag,0.5499999999999999,0.005305379,2.1446312987706464e-4
MGipia1,non_frag,0.49999999999999994,0.005100222,2.5435448998068313e-4
MGipia1,non_frag,0.45,0.005134075,1.0734700826447545e-4
MGipia1,non_frag,0.3999999999999999,0.005067799,2.768647148759359e-4
MGipia1,non_frag,0.34999999999999987,0.005277884,1.057499807407388e-4
MGipia1,non_frag,0.29999999999999993,0.005042465,2.4927618218665735e-4
MGipia1,non_frag,0.2499999999999999,0.004887519,1.651370828836859e-4
MGipia1,non_frag,0.19999999999999996,0.004842371,1.6667240179799148e-4
MGipia1,non_frag,0.1499999999999999,0.003877039,1.337359228272063e-4
MGipia1,non_frag,0.09999999999999988,0.003706455,7.501593745479839e-5
MGipia1,non_frag,0.05,0.003339283,6.353340557008833e-5
MGlavr2,cont,0.99,0.002967128,5.430186221484487e-5
MGlavr2,cont,0.95,0.0030071,8.181253965282126e-5
MGlavr2,cont,0.8999999999999999,0.002984705,7.238236728958544e-5
MGlavr2,cont,0.85,0.003016899,8.60126829730489e-5
MGlavr2,cont,0.7999999999999999,0.006565027,3.346386335553291e-4
MGlavr2,cont,0.75,0.006849567,2.5499027933759887e-4
MGlavr2,cont,0.7,0.0068915899999999995,1.8535910132616739e-4
MGlavr2,cont,0.6499999999999999,0.006881837,1.4851849103357086e-4
MGlavr2,cont,0.5999999999999999,0.006855682,2.1884395139510298e-4
MGlavr2,cont,0.5499999999999999,0.006869355,3.639632378032462e-4
MGlavr2,cont,0.49999999999999994,0.006773305,1.7287240890642754e-4
MGlavr2,cont,0.45,0.008016398000000001,2.3418319091400813e-4
MGlavr2,cont,0.3999999999999999,0.007964531,2.0856729611806342e-4
MGlavr2,cont,0.34999999999999987,0.007853408000000001,3.050291854451527e-4
MGlavr2,cont,0.29999999999999993,0.008009998,2.3209772509776057e-4
MGlavr2,cont,0.2499999999999999,0.008624192,2.2397915710569528e-4
MGlavr2,cont,0.19999999999999996,0.008599072,1.920744565584453e-4
MGlavr2,cont,0.1499999999999999,0.008904419,1.0127515889891263e-4
MGlavr2,cont,0.09999999999999988,0.009030113,2.0397483891946642e-4
MGlavr2,cont,0.05,0.009098954,1.719128304435452e-4
MGlavr2,ideal,0.99,0.002642723,6.135479335616553e-5
MGlavr2,ideal,0.95,0.002635406,7.222026188450624e-5
MGlavr2,ideal,0.8999999999999999,0.002652964,6.0819844203096184e-05
MGlavr2,ideal,0.85,0.002627713,6.385045289145915e-5
MGlavr2,ideal,0.7999999999999999,0.006613941,1.8147180610221533e-4
MGlavr2,ideal,0.75,0.0063893579999999995,2.9639221446515026e-4
MGlavr2,ideal,0.7,0.006523993,2.0755523286585662e-4
MGlavr2,ideal,0.6499999999999999,0.006648375,2.981821526162974e-4
MGlavr2,ideal,0.5999999999999999,0.0064158489999999995,2.6892606160430034e-4
MGlavr2,ideal,0.5499999999999999,0.006467884,3.797722480411414e-4
MGlavr2,ideal,0.49999999999999994,0.006293515,2.824269080369883e-4
MGlavr2,ideal,0.45,0.006438999,1.676122899531337e-4
MGlavr2,ideal,0.3999999999999999,0.006596559,1.9863589864931827e-4
MGlavr2,ideal,0.34999999999999987,0.006352841,1.5208225803820782e-4
MGlavr2,ideal,0.29999999999999993,0.005920524,1.7615901977727078e-4
MGlavr2,ideal,0.2499999999999999,0.005445352,1.4042280139318927e-4
MGlavr2,ideal,0.19999999999999996,0.005354684,2.4953521533710085e-4
MGlavr2,ideal,0.1499999999999999,0.004217478,8.640170096062287e-5
MGlavr2,ideal,0.09999999999999988,0.003450743,1.4375570551382566e-4
MGlavr2,ideal,0.05,0.003086156,1.266063898861349e-4
MGlavr2,non_frag,0.99,0.003514466,9.465415706079099e-5
MGlavr2,non_frag,0.95,0.003553228,8.079960076909079e-5
MGlavr2,non_frag,0.8999999999999999,0.003487925,7.061060138377077e-5
MGlavr2,non_frag,0.85,0.003501398,9.655391893767036e-5
MGlavr2,non_frag,0.7999999999999999,0.006893811,2.965157813843979e-4
MGlavr2,non_frag,0.75,0.006739993,2.6297484345465434e-4
MGlavr2,non_frag,0.7,0.006846128999999999,2.2582973052230696e-4
MGlavr2,non_frag,0.6499999999999999,0.006800755,2.9880733250894486e-4
MGlavr2,non_frag,0.5999999999999999,0.006868625,1.5183536524436236e-4
MGlavr2,non_frag,0.5499999999999999,0.006776051,1.7424516154289943e-4
MGlavr2,non_frag,0.49999999999999994,0.007021497,9.255308423337973e-5
MGlavr2,non_frag,0.45,0.008635651000000001,1.0714152472832925e-4
MGlavr2,non_frag,0.3999999999999999,0.008544864,2.71343280169849e-4
MGlavr2,non_frag,0.34999999999999987,0.008474605,2.3219060471230685e-4
MGlavr2,non_frag,0.29999999999999993,0.007252902,2.5782819050246947e-4
MGlavr2,non_frag,0.2499999999999999,0.007745458,2.0107043612735442e-4
MGlavr2,non_frag,0.19999999999999996,0.0075919,1.3299951938091923e-4
MGlavr2,non_frag,0.1499999999999999,0.006191472,1.7052037113885648e-4
MGlavr2,non_frag,0.09999999999999988,0.006099396,1.6892323938536236e-4
MGlavr2,non_frag,0.05,0.0059661,1.5408797653000415e-4
MGlavr3,cont,0.99,0.006182779,1.253081847508597e-4
MGlavr3,cont,0.95,0.0061607,1.5955238394402694e-4
MGlavr3,cont,0.8999999999999999,0.006168835,6.689832206000709e-5
MGlavr3,cont,0.85,0.0061877370000000004,1.5589212324553154e-4
MGlavr3,cont,0.7999999999999999,0.006243938,1.1188506004924092e-4
MGlavr3,cont,0.75,0.01489983,3.8623061058848726e-4
MGlavr3,cont,0.7,0.01492068,3.525934920934682e-4
MGlavr3,cont,0.6499999999999999,0.015340649999999999,2.806593239340375e-4
MGlavr3,cont,0.5999999999999999,0.01511146,3.6708283715441314e-4
MGlavr3,cont,0.5499999999999999,0.01513707,6.513680868414997e-4
MGlavr3,cont,0.49999999999999994,0.0152477,2.1528770414390945e-4
MGlavr3,cont,0.45,0.01528044,2.8150892703429463e-4
MGlavr3,cont,0.3999999999999999,0.01426648,3.1860655569735747e-4
MGlavr3,cont,0.34999999999999987,0.01425679,4.6204114403132723e-4
MGlavr3,cont,0.29999999999999993,0.01421212,3.22911077543029e-4
MGlavr3,cont,0.2499999999999999,0.01274349,3.728412931649185e-4
MGlavr3,cont,0.19999999999999996,0.0127028,3.0234744178768164e-4
MGlavr3,cont,0.1499999999999999,0.01116518,2.8949691535489646e-4
MGlavr3,cont,0.09999999999999988,0.01029669,2.1991769899972407e-4
MGlavr3,cont,0.05,0.00869239,2.3691481131879921e-4
MGlavr3,ideal,0.99,0.005711888,1.1008377424085322e-4
MGlavr3,ideal,0.95,0.0056576940000000004,9.897361255517662e-5
MGlavr3,ideal,0.8999999999999999,0.0056791640000000004,1.65742944089803e-4
MGlavr3,ideal,0.85,0.005624283,9.1110679828925e-5
MGlavr3,ideal,0.7999999999999999,0.005661181,2.3158300942522627e-4
MGlavr3,ideal,0.75,0.01509621,1.5521543773449548e-4
MGlavr3,ideal,0.7,0.01503779,5.052780960355727e-4
MGlavr3,ideal,0.6499999999999999,0.01527883,4.607327257267008e-4
MGlavr3,ideal,0.5999999999999999,0.01499926,4.810694895519537e-4
MGlavr3,ideal,0.5499999999999999,0.01497094,2.7658717010495406e-4
MGlavr3,ideal,0.49999999999999994,0.01501619,4.3411503454985554e-4
MGlavr3,ideal,0.45,0.01499649,2.345055576218941e-4
MGlavr3,ideal,0.3999999999999999,0.01411554,4.1757733867845093e-4
MGlavr3,ideal,0.34999999999999987,0.01437455,3.083115280577961e-4
MGlavr3,ideal,0.29999999999999993,0.01415936,4.4959987939895553e-4
MGlavr3,ideal,0.2499999999999999,0.0125962,3.427834172055453e-4
MGlavr3,ideal,0.19999999999999996,0.01267292,4.2079655892129166e-4
MGlavr3,ideal,0.1499999999999999,0.01092394,4.624285679371946e-4
