contraste,tipo,Uefeito,Q_0.05,Q_0.5,Q_0.95
Área per se,fixo e aleat,0.14722171181422433,-0.33470891367752653,0.13433570196659764,0.5963473853489981
Área per se,fixo e aleat,0.1537438420431453,-0.3757078695546635,0.09240600545946769,0.5531639300957989
Área per se,fixo e aleat,0.15385994502607186,-0.37652510547695134,0.09159990216316122,0.5523618940096766
Área per se,fixo e aleat,0.1549279184199315,-0.38457882444366775,0.08362070079926276,0.5446220491458013
Área per se,fixo e aleat,0.16034970734586265,-0.4251467008194199,0.043480347717038195,0.506273974995362
Área per se,fixo e aleat,0.16049817823791937,-0.4266193647465101,0.04228410918993765,0.5049961689443339
Área per se,fixo e aleat,0.16264720800701718,-0.4453701613019084,0.025941020104946883,0.4872179794763419
Área per se,fixo e aleat,0.16695557264858,-0.48124137458065225,-0.010306989903609582,0.45832646533450133
Área per se,fixo e aleat,0.1671364114497669,-0.4829556174613985,-0.011760543898004955,0.4567876304918365
Área per se,fixo e aleat,0.17036649759410286,-0.5072286644157517,-0.03777863167777309,0.43379205941412846
Área per se,fixo e aleat,0.17356143795129733,-0.5345301311616151,-0.0633369539691667,0.4098798736221786
Área per se,fixo e aleat,0.17377464466161444,-0.5364666384922473,-0.06496778503280516,0.4081644771245923
Área per se,fixo e aleat,0.17808578718118853,-0.5756858636913952,-0.10147297087721846,0.370658456945123
Área per se,fixo e aleat,0.18016730325401467,-0.5964351729619877,-0.11842447682958006,0.35409243691768655
Área per se,fixo e aleat,0.18041287787346197,-0.598003239160639,-0.12048171946883647,0.3521267027795674
Área per se,fixo e aleat,0.1858050767682742,-0.6420043171194215,-0.1699442471421178,0.30432689362925747
Área per se,fixo e aleat,0.18677316855673207,-0.6500682754169016,-0.17913976577633686,0.2944372645729087
Área per se,fixo e aleat,0.1870511110853095,-0.6523360535934224,-0.18166276944238466,0.29182427624348345
Área per se,fixo e aleat,0.1933790338594494,-0.7215269635268897,-0.24290859128064496,0.23308095735621104
Área per se,fixo e aleat,0.19352436635535988,-0.7228127658413311,-0.24408276216830205,0.23193077182602134
Área per se,fixo e aleat,0.19368934429715703,-0.7244075671123563,-0.24574031752806624,0.23055934390867625
Área per se,fixo e aleat,0.1979946578525114,-0.7735237193822054,-0.2876630303358725,0.19431261689978407
Área per se,fixo e aleat,0.19998489916216675,-0.7933410779477792,-0.30812942383162006,0.17655379351196726
Área per se,fixo e aleat,0.2003275775090045,-0.796734547130678,-0.31149989498317454,0.17399757541158384
Área per se,fixo e aleat,0.20124365594244556,-0.8063516919183895,-0.3197424843605197,0.16541928419088048
Área per se,fixo e aleat,0.20659076446488409,-0.8653747741636585,-0.37154685454827746,0.11460944845876359
Área per se,fixo e aleat,0.20696581072085204,-0.8693070286476726,-0.375426935961955,0.11072000087045308
Área per se,fixo e aleat,0.2089629455295313,-0.8913264805242846,-0.39446090026203084,0.09055986058603926
Área per se,fixo e aleat,0.21319662976760143,-0.9426825210418308,-0.43844295765966973,0.05155454241443947
Área per se,fixo e aleat,0.21360404393269958,-0.9477790825318084,-0.4426191455886572,0.04789527491050314
Área per se,fixo e aleat,0.21668223511661697,-0.9837995385981073,-0.47373195040434524,0.01894301367035599
Área per se,fixo e aleat,0.21980249507031877,-1.0222961592601494,-0.5063802545945656,-0.010468118640457744
Área per se,fixo e aleat,0.2202422771445471,-1.0283487599410703,-0.511259468160106,-0.014034658748757272
Área per se,fixo e aleat,0.2227617774667988,-1.055803340005583,-0.5377708021514392,-0.03797479378817435
Área per se,fixo e aleat,0.22440152470370264,-1.0762043840733015,-0.5561364445628854,-0.05183052800865619
Área per se,fixo e aleat,0.2264083603730361,-1.1053235912034602,-0.5782775411730776,-0.06814177457084274
Área per se,fixo e aleat,0.22688051035639464,-1.110840753214739,-0.5832567305218714,-0.07211950146790647
Área per se,fixo e aleat,0.23212081429078832,-1.1749779195510963,-0.6383731222879049,-0.11660927845148444
Área per se,fixo e aleat,0.23301422567575344,-1.184893882441227,-0.6475968117057114,-0.1240006912524544
Área per se,fixo e aleat,0.23351874356824218,-1.1905333134688387,-0.6524823438033577,-0.12827125460086228
Área per se,fixo e aleat,0.23962009097847078,-1.2606329155615266,-0.7166714194168904,-0.18496019626188526
Área per se,fixo e aleat,0.239840103877874,-1.2627337914422476,-0.7187309216387778,-0.187235275669121
Área per se,fixo e aleat,0.2401569767800897,-1.266890001517569,-0.7218307895729354,-0.1905150858646988
Área per se,fixo e aleat,0.24355253459892315,-1.3110716690317716,-0.7580449974882724,-0.21769333795570317
Área per se,fixo e aleat,0.24622595628118812,-1.3411653494021665,-0.7870324734382217,-0.2410623882389189
Área per se,fixo e aleat,0.24679520999193724,-1.3484498056148833,-0.7924753992777173,-0.246177688996222
Área per se,fixo e aleat,0.24755939346495967,-1.3581870649740784,-0.7999352442305111,-0.25376953573572575
Área per se,fixo e aleat,0.2528318215839055,-1.4224524712136435,-0.8565950356220045,-0.3061811396528565
Área per se,fixo e aleat,0.2534334432037848,-1.4296915251703468,-0.8635806453869441,-0.3133531886976515
Área per se,fixo e aleat,0.2552786830520454,-1.4535961901972774,-0.8825043372989823,-0.3313955307052671
Área per se,fixo e aleat,0.25943768688662283,-1.5037216398344402,-0.926304220306612,-0.3689402286180624
Área per se,fixo e aleat,0.2600716764156322,-1.5120817376016809,-0.9324683673348129,-0.37463067062524175
Área per se,fixo e aleat,0.26299797263913105,-1.5504138087301207,-0.9622184878050508,-0.40125364440103795
Área per se,fixo e aleat,0.26604355218934017,-1.5880603150698038,-0.9950166572258371,-0.4283236464808548
Área per se,fixo e aleat,0.26670990962747976,-1.5955361482039665,-1.0022653717044894,-0.43499035577976886
Área per se,fixo e aleat,0.2707172622262167,-1.6420230836041285,-1.0431771818586542,-0.470725437178774
Área per se,fixo e aleat,0.2726494174920575,-1.665103215864765,-1.0635871558608123,-0.4866428801918531
Área per se,fixo e aleat,0.2733481428393273,-1.6732602267355572,-1.0711343515364566,-0.49329352207467114
Área per se,fixo e aleat,0.2784365518133024,-1.7328439219425145,-1.122815823984212,-0.5426108895848286
Área per se,fixo e aleat,0.27925528279477485,-1.7422287996862273,-1.1322912177374378,-0.5510080387306618
Área per se,fixo e aleat,0.2799863760511748,-1.751597440737456,-1.1402421276190675,-0.5578580147760286
Área per se,fixo e aleat,0.28369946072159175,-1.7931927216495098,-1.1788786601381145,-0.5902248390869124
Área per se,fixo e aleat,0.2846793503999636,-1.8063546890452962,-1.188981603628258,-0.5968864732024399
Área per se,fixo e aleat,0.2858611480974922,-1.818542839830571,-1.2014002692564556,-0.6081281403310365
Área per se,fixo e aleat,0.2861558414003881,-1.82156409145261,-1.2046492693457684,-0.611571992098382
Área per se,fixo e aleat,0.28662460926302236,-1.8263649021051847,-1.209535624069938,-0.6170840185939676
Área per se,fixo e aleat,0.29246701340020953,-1.895245818382436,-1.2711272401012617,-0.6697526714972347
Área per se,fixo e aleat,0.2932628424748699,-1.906015356861758,-1.2792613928803998,-0.6769888952499841
Área per se,fixo e aleat,0.29387513098747375,-1.913934964695847,-1.2859371094947702,-0.6823462404062425
Área per se,fixo e aleat,0.29907287870292687,-1.9802375181204543,-1.3415793018337234,-0.7266903772394772
Área per se,fixo e aleat,0.2999010756867174,-1.9904009180471791,-1.3510245962648446,-0.7340658614603652
Área per se,fixo e aleat,0.30159442057455943,-2.011355370376428,-1.3697953748863105,-0.7488781265693667
Área per se,fixo e aleat,0.3056787440056442,-2.0648953489910564,-1.4125436814608032,-0.7840445751232037
Área per se,fixo e aleat,0.30653930889856496,-2.0742923564824256,-1.422447122756315,-0.7904186746436501
Área per se,fixo e aleat,0.3093137101616451,-2.1080651869634486,-1.4522579576866625,-0.815825396045339
Área per se,fixo e aleat,0.31228460930836155,-2.145410291116049,-1.4837437932446484,-0.8428954605670042
Área per se,fixo e aleat,0.3131775421104125,-2.158532723356945,-1.4936959145331774,-0.8518349691380656
Área per se,fixo e aleat,0.3170329997487309,-2.207670031461177,-1.5325918320741692,-0.887363831597012
Área per se,fixo e aleat,0.3188904746110789,-2.2291600368332714,-1.553588122285198,-0.9050054755602456
Área per se,fixo e aleat,0.31981577532226,-2.2396204779002575,-1.5626679407686557,-0.9127579850565344
Área per se,fixo e aleat,0.32475228933581657,-2.299588391553095,-1.6152252624059957,-0.9539933531597703
Área per se,fixo e aleat,0.32549633991379623,-2.3084539554996497,-1.6235999223875197,-0.9610899729755421
Área per se,fixo e aleat,0.32645400853410755,-2.3188662498415114,-1.6337381355244118,-0.9708104503493871
Área per se,fixo e aleat,0.33210220521651357,-2.3782184475669017,-1.6931604682801604,-1.0170148644315649
Área per se,fixo e aleat,0.33247157892290224,-2.382368599819391,-1.6969370283105674,-1.0196952914672006
Área per se,fixo e aleat,0.3330922417459551,-2.389281567100826,-1.7033167853700166,-1.0246823049866771
Área per se,fixo e aleat,0.3387080705192309,-2.4582159795452823,-1.7622128641016446,-1.0739638110307081
Área per se,fixo e aleat,0.3397304749578026,-2.470559270793587,-1.7722839693107537,-1.0837572017924493
Área per se,fixo e aleat,0.3401908685099879,-2.4761097866856105,-1.7771065214133124,-1.0880933948567553
Área per se,fixo e aleat,0.34040294824873457,-2.4786630842412953,-1.7795680245373742,-1.0901277520064148
Área per se,fixo e aleat,0.00802668243420923,-0.17318577545071762,-9.182501419963557e-4,0.18225129222883726
Área per se,fixo e aleat,0.008261416265303495,-0.17094540494509072,0.00108902368715046,0.18397156946579074
Área per se,fixo e aleat,0.008414805383363755,-0.1698298521247673,0.002447267879529856,0.1852918356312332
Área per se,fixo e aleat,0.014457047577273813,-0.12376138008095307,0.058888087178277565,0.24706917281338325
Área per se,fixo e aleat,0.015020670686081095,-0.11895860985353263,0.06361642022765537,0.25363856242274135
Área per se,fixo e aleat,0.01598070585238917,-0.11166215808149446,0.0733529701915475,0.2663451511715718
Área per se,fixo e aleat,0.021095280789121346,-0.08344366017682023,0.12033400440112542,0.32864064853339764
Área per se,fixo e aleat,0.021626535988798434,-0.08090532440578353,0.12535268452333506,0.33625025914787227
Área per se,fixo e aleat,0.02369999543947486,-0.06889793313667739,0.1438284128012117,0.3618330458210874
Área per se,fixo e aleat,0.027733514000968865,-0.04599829525983021,0.182246278656544,0.4141901719450416
Área per se,fixo e aleat,0.028232401291515774,-0.04293890770346034,0.18598371931979485,0.4198559231917821
Área per se,fixo e aleat,0.03141928502656055,-0.03119168108659534,0.21433459770510851,0.46527763871063865
Área per se,fixo e aleat,0.034371747212816384,-0.01757516796904169,0.24100592231842188,0.5068023555445547
Área per se,fixo e aleat,0.034838266594233114,-0.015343673378542082,0.24537408204630398,0.5134149242489007
Área per se,fixo e aleat,0.039138574613646226,0.0026724691604810185,0.2846937407433122,0.5701807408043249
Área per se,fixo e aleat,0.04100998042466392,0.010863623340456468,0.2983339319812882,0.5932894448572198
Área per se,fixo e aleat,0.04144413189695048,0.012139674376926084,0.30097805603406363,0.5983729668174614
Área per se,fixo e aleat,0.0468578642007319,0.03043927902117589,0.34325434377002906,0.6626245495636955
Área per se,fixo e aleat,0.04764821363651145,0.031874557258340847,0.34899459004937955,0.6705431522453863
Área per se,fixo e aleat,0.04804999719966782,0.03334733397932163,0.351356489908184,0.6752629785466578
Área per se,fixo e aleat,0.05005845332477191,0.04432514842535469,0.36507769912437693,0.6985212664423819
Área per se,fixo e aleat,0.054286446848358955,0.06037159249506779,0.3910313996382721,0.7454432337172526
Área per se,fixo e aleat,0.054577153787817606,0.060813677572015015,0.39227709901800095,0.7488215082541317
Área per se,fixo e aleat,0.05465586250238516,0.06101710933471866,0.392800296511242,0.7497348149464229
Área per se,fixo e aleat,0.06092468006020649,0.08939322373625046,0.4363318915037694,0.8176573498909641
Área per se,fixo e aleat,0.0612617278051025,0.09065616996362334,0.43896665151527675,0.8202690090096583
Área per se,fixo e aleat,0.06229644337490328,0.09406550297948482,0.4462622811389744,0.8307123113383973
Área per se,fixo e aleat,0.06756291327205402,0.10947232790230471,0.4805675705127134,0.8872043147839941
Área per se,fixo e aleat,0.06786759310781984,0.11050661450929794,0.48339474061830257,0.8907431753801122
Área per se,fixo e aleat,0.07001573296198896,0.1166924744301715,0.4979473352598548,0.9117679728146586
Área per se,fixo e aleat,0.07420114648390155,0.1352654631175575,0.5260441773255682,0.9525404002426664
Área per se,fixo e aleat,0.07447345841053718,0.13651678921651228,0.5277308051453641,0.9545962372071273
Área per se,fixo e aleat,0.07773502254907463,0.15156857360866452,0.551323656774424,0.9815094546172527
Área per se,fixo e aleat,0.08083937969574909,0.16077148364198213,0.573642101873948,1.013473649251724
Área per se,fixo e aleat,0.08107932371325455,0.16128598661052188,0.5755848292018801,1.0159850255060063
Área per se,fixo e aleat,0.08545431213616034,0.17765113496648613,0.6095855925113363,1.0621108667472374
Área per se,fixo e aleat,0.08747761290759659,0.1870857316925283,0.6246093854246789,1.0838646170630066
Área per se,fixo e aleat,0.08768518901597189,0.18818518169210385,0.6261277921999454,1.086089926955954
Área per se,fixo e aleat,0.09317360172324601,0.21540203361666868,0.6659444062665526,1.1394496009506891
Área per se,fixo e aleat,0.09411584611944412,0.21997952456029313,0.6729755478753391,1.1488257105363557
Área per se,fixo e aleat,0.09429105431868923,0.22087322654173663,0.6743091827022434,1.1504569320623868
Área per se,fixo e aleat,0.10075407933129166,0.2522135740739858,0.7225146843553493,1.2159439146685416
Área per se,fixo e aleat,0.10089289131033169,0.2528541462761034,0.7235700363994592,1.2174274529846134
Área per se,fixo e aleat,0.10089691962140657,0.25287276509528134,0.7236006707319462,1.2174704886098082
Área per se,fixo e aleat,0.10236414468354613,0.26116370265332495,0.7361296617498577,1.2318372135883926
Área per se,fixo e aleat,0.1050992133021564,0.2790795240777714,0.7584617916241264,1.254579169264759
Área per se,fixo e aleat,0.10739231254313916,0.2933557634181784,0.7784413358142158,1.273638233155037
Área per se,fixo e aleat,0.1075027849241239,0.2939809059624068,0.7794382866457141,1.274771200011707
Área per se,fixo e aleat,0.10861218089741739,0.29934177339321744,0.7892717488427489,1.2865442733571744
Área per se,fixo e aleat,0.1099235384175654,0.30651881705539635,0.8001323357787904,1.3007585147720624
Área per se,fixo e aleat,0.11324619286919554,0.32869335998641586,0.8253611522673614,1.3331279457508958
Área per se,fixo e aleat,0.1140305457549867,0.3327719874034886,0.8311109012294294,1.3390788322875506
Área per se,fixo e aleat,0.11410865022684125,0.33309671478169606,0.8316496794224548,1.339677779457376
Área per se,fixo e aleat,0.11633147048450307,0.34761785079855845,0.8485163473741983,1.3580367846429449
Área per se,fixo e aleat,0.12066877896683423,0.3723918389645971,0.8811258023231862,1.3989312951184776
Área per se,fixo e aleat,0.12071451552955859,0.3726466487441259,0.8814518293921508,1.3993522391599849
Área per se,fixo e aleat,0.12151047214093716,0.37698446720867507,0.8874661866899932,1.4061455662445712
Área per se,fixo e aleat,0.12405076007158874,0.3916791824051137,0.9090768911076619,1.4272287498945466
Área per se,fixo e aleat,0.12730701217868176,0.4172644425237375,0.9342262634817191,1.4574872235324445
Área per se,fixo e aleat,0.12732038083227595,0.41738441387309416,0.9343372852225093,1.457610395064985
Área per se,fixo e aleat,0.13177004965867442,0.4506861542057504,0.9694059667338922,1.497542860727148
Área per se,fixo e aleat,0.1339262461349933,0.46612298157921456,0.9859966148676631,1.5157751343117978
Área per se,fixo e aleat,0.1339452453905293,0.46625889654033115,0.9861266079198874,1.5159066009223388
Área per se,fixo e aleat,0.13948933924576012,0.5079341137351251,1.0313508434807668,1.558916015739616
Área per se,fixo e aleat,0.14053211143771063,0.5167826828265969,1.0397201372474123,1.5666120058490214
Área per se,fixo e aleat,0.1405834786023768,0.517212066720839,1.0401055208968666,1.5670095844268255
Área per se,fixo e aleat,0.14713797674042797,0.5680655466074074,1.0940026609967244,1.6177854356248558
Área per se,fixo e aleat,0.1472086288328458,0.568679198689873,1.094671903467208,1.6183102228184103
Área per se,fixo e aleat,0.14722171181422433,0.568763887199185,1.0947958262058646,1.6184073706232558
Área per se,fixo e aleat,0.1537438420431453,0.6161003117402913,1.1462754888277507,1.6669823108101767
Área per se,fixo e aleat,0.15385994502607186,0.6172254037535408,1.147279511940055,1.6676869992949985
Área per se,fixo e aleat,0.1549279184199315,0.6270134889565834,1.1564320745212489,1.6745224089680217
Área per se,fixo e aleat,0.16034970734586265,0.6670003763895139,1.1997165170289323,1.7161164876623918
Área per se,fixo e aleat,0.16049817823791937,0.668054021189179,1.200597088309449,1.7173203895966545
Área per se,fixo e aleat,0.16264720800701718,0.6859807770415481,1.2154043091293338,1.7338554275097349
Área per se,fixo e aleat,0.16695557264858,0.7216895824469068,1.2460922546401336,1.7660298581217162
Área per se,fixo e aleat,0.1671364114497669,0.7232810597120227,1.247419842906949,1.767583534094159
Área per se,fixo e aleat,0.17036649759410286,0.7496261149117497,1.273247323648278,1.79203568134685
Área per se,fixo e aleat,0.17356143795129733,0.7743629474843317,1.295680099872751,1.8134815349780182
Área per se,fixo e aleat,0.17377464466161444,0.7758717732413782,1.2970258542157262,1.8148287825402232
Área per se,fixo e aleat,0.17808578718118853,0.8073156260985279,1.3293000582128043,1.8491381692156774
Área per se,fixo e aleat,0.18016730325401467,0.8203172787260706,1.3456295922922101,1.8656701419454433
Área per se,fixo e aleat,0.18041287787346197,0.8219405250761505,1.3476433645962993,1.8673557728546133
Área per se,fixo e aleat,0.1858050767682742,0.8621339297968413,1.3865864166848663,1.9060481697947402
Área per se,fixo e aleat,0.18677316855673207,0.8697249141355182,1.392780983048634,1.9120456637583176
Área per se,fixo e aleat,0.1870511110853095,0.8710989572712152,1.3946191875676348,1.913762828163673
Área per se,fixo e aleat,0.1933790338594494,0.9200461932377267,1.4356082457837152,1.9603452099709326
Área per se,fixo e aleat,0.19352436635535988,0.9210451058351053,1.4368428324179165,1.9611583818478087
Área per se,fixo e aleat,0.19368934429715703,0.9221844877512508,1.438327861718262,1.962079924285337
Área per se,fixo e aleat,0.19998489916216675,0.9680483225668356,1.4829325570473988,1.9939134506184881
Área per se,fixo e aleat,0.2003275775090045,0.9704177405967594,1.4842310258846692,1.9961958481968178
Área per se,fixo e aleat,0.20124365594244556,0.9774806658800933,1.490005162412567,2.001559306548199
Área per se,fixo e aleat,0.20659076446488409,1.0104765358194348,1.5223350027111173,2.0256974214248307
Área per se,fixo e aleat,0.20696581072085204,1.0121565863015438,1.5246540565614384,2.0276837999755135
Área per se,fixo e aleat,0.2089629455295313,1.0232568723108986,1.536548553012794,2.038555634471696
Área per se,fixo e aleat,0.21319662976760143,1.0450661228334948,1.5621968543516886,2.062642501060909
Área per se,fixo e aleat,0.21360404393269958,1.047648700454628,1.5650892165169186,2.064262679992315
Área per se,fixo e aleat,0.21668223511661697,1.0672626325748233,1.5831327490102058,2.079459072911872
Área per se,fixo e aleat,0.21980249507031877,1.085010055445682,1.6011064741518908,2.0954602199927175
Área per se,fixo e aleat,0.2202422771445471,1.0875523112299115,1.6035532074673804,2.097631542171636
Área per se,fixo e aleat,0.22440152470370264,1.110600145415691,1.6256041205507825,2.1187268109680333
Área per se,fixo e aleat,0.2264083603730361,1.1218721157113503,1.6358931590152435,2.131726867739929
Área per se,fixo e aleat,0.22688051035639464,1.1245042567323156,1.6384164532332934,2.1342528769244735
Área per se,fixo e aleat,0.23212081429078832,1.1485045496489736,1.6648201232394095,2.1645444776693403
Área per se,fixo e aleat,0.23301422567575344,1.153453740155048,1.6686064402294707,2.1691942379371425
Área per se,fixo e aleat,0.23351874356824218,1.1554677983902224,1.6707779008179209,2.171681782403738
Área per se,fixo e aleat,0.23962009097847078,1.1785074017135655,1.696765003363106,2.196139524169943
Área per se,fixo e aleat,0.239840103877874,1.179820795270827,1.6978172255014632,2.1969449733058033
Área per se,fixo e aleat,0.2401569767800897,1.1817137771761426,1.6989814361904845,2.1982962630054668
Área per se,fixo e aleat,0.24622595628118812,1.202895088516068,1.722294646906738,2.2182802559931676
Área per se,fixo e aleat,0.24679520999193724,1.2041792675683738,1.724231756023387,2.220647565155871
Área per se,fixo e aleat,0.24755939346495967,1.2062488050800704,1.7280932627076981,2.2236905151310835
Área per se,fixo e aleat,0.2528318215839055,1.228429569739499,1.7460325360219833,2.241216869462157
Área per se,fixo e aleat,0.2534334432037848,1.2316271130105643,1.7476526978959133,2.243096727281544
Área per se,fixo e aleat,0.2552786830520454,1.2391738172367,1.7525346130046198,2.2486500818128197
Área per se,fixo e aleat,0.25943768688662283,1.2548203746948676,1.7641581080455602,2.2592164923003444
Área per se,fixo e aleat,0.2600716764156322,1.2564818823455246,1.766228020753584,2.260590968663124
Área per se,fixo e aleat,0.26299797263913105,1.2618516296729076,1.7738467760909564,2.2653038272598516
Área per se,fixo e aleat,0.26604355218934017,1.2672649160055003,1.780837811205886,2.2696956159882253
Área per se,fixo e aleat,0.26670990962747976,1.2691216435768122,1.7821279084702206,2.2702977372611044
Área per se,fixo e aleat,0.2707172622262167,1.2836166135992277,1.7890709921793748,2.279782747503824
Área per se,fixo e aleat,0.2726494174920575,1.2858311337949242,1.7922594977587967,2.2855054205735352
Área per se,fixo e aleat,0.2733481428393273,1.2864049275153646,1.793536846445887,2.28720108522239
Área per se,fixo e aleat,0.2784365518133024,1.2936899192271238,1.8008201953088996,2.2949194461944455
Área per se,fixo e aleat,0.27925528279477485,1.2939337149962356,1.8020202945263801,2.2963930499693355
Área per se,fixo e aleat,0.2799863760511748,1.2949611616767098,1.8029822765053287,2.2968664880027028
Área per se,fixo e aleat,0.2858611480974922,1.3021416043121314,1.8106627945769045,2.3077012421809036
Área per se,fixo e aleat,0.2861558414003881,1.302072372999376,1.8109951742674877,2.307983774672228
Área per se,fixo e aleat,0.28662460926302236,1.3019532962641442,1.811362216051515,2.3082927905328954
Área per se,fixo e aleat,0.29246701340020953,1.3102094872347572,1.8139605916956076,2.3135298543620264
Área per se,fixo e aleat,0.2932628424748699,1.3113084001540014,1.8149067168847957,2.313745260179411
Área per se,fixo e aleat,0.29387513098747375,1.3119492923769227,1.8155841135420816,2.313769035304456
Área per se,fixo e aleat,0.29907287870292687,1.3131803841434866,1.8174934210109432,2.309410600526464
Área per se,fixo e aleat,0.2999010756867174,1.312584269030486,1.817814938268662,2.3089522784158327
Área per se,fixo e aleat,0.30159442057455943,1.3129939645197646,1.8176732319274485,2.3089802049439276
Área per se,fixo e aleat,0.3056787440056442,1.3177589567456056,1.818636318374911,2.3038194076499856
Área per se,fixo e aleat,0.30653930889856496,1.3179419485165595,1.8176670758856233,2.303142373343282
Área per se,fixo e aleat,0.3093137101616451,1.3178549695066126,1.8158851836031893,2.302121455612567
Área per se,fixo e aleat,0.31228460930836155,1.3173137197209208,1.8135666694385213,2.2993036564015625
Área per se,fixo e aleat,0.3131775421104125,1.3169055998299526,1.8133812729300585,2.298204527632572
Área per se,fixo e aleat,0.3170329997487309,1.3104429000325626,1.811611861043113,2.2958618861660978
Área per se,fixo e aleat,0.3188904746110789,1.3066167738663275,1.8092309003194842,2.2910601997245426
Área per se,fixo e aleat,0.31944641870865176,1.3062656280349187,1.808139852850305,2.2900017382353584
Área per se,fixo e aleat,0.31981577532226,1.3060713278241303,1.8075453668551922,2.2891648416809005
Área per se,fixo e aleat,0.32475228933581657,1.3026974616919538,1.8028612934914507,2.284288631554251
Área per se,fixo e aleat,0.32549633991379623,1.3026138175788067,1.8019161585979226,2.2825706849422076
Área per se,fixo e aleat,0.32645400853410755,1.3021266449163666,1.8005560041262276,2.280256717383917
Área per se,fixo e aleat,0.33210220521651357,1.2911443813502947,1.7922629522316114,2.268152572484502
Área per se,fixo e aleat,0.33247157892290224,1.2903201709369332,1.791601304562553,2.267691915621698
Área per se,fixo e aleat,0.3330922417459551,1.2890548665543093,1.7901279781960706,2.2668959205128343
Área per se,fixo e aleat,0.3387080705192309,1.2862680564972462,1.77768646379876,2.25405154381665
Área per se,fixo e aleat,0.3397304749578026,1.2844795965330016,1.7753222969184206,2.2506413416917184
Área per se,fixo e aleat,0.3401908685099879,1.2831790655764097,1.7747762952483512,2.2487344853676636
Área per se,fixo e aleat,0.3408236504499633,1.281370205710306,1.774018441386782,2.246540577252335
Área per se,fixo e aleat,0.34531393582194825,1.2703799637072537,1.762825113257448,2.2336562822084156
Área per se,fixo e aleat,0.345739369670271,1.26950485932227,1.761694743167284,2.232358117227131
Área per se,fixo e aleat,0.34636870816965015,1.2684033861290769,1.7601306060810304,2.2304966771737136
Área per se,fixo e aleat,0.3479101580970736,1.2642108111037158,1.7565258992057013,2.2255922751769766
Área per se,fixo e aleat,0.3504126670116547,1.2601877863288538,1.749019860627554,2.2166013448105466
Área per se,fixo e aleat,0.3519198011246656,1.256347937972863,1.7444854085230597,2.212691712403104
Área per se,fixo e aleat,0.3530069413814977,1.2536311859509934,1.7408722184526526,2.208867029664902
Área per se,fixo e aleat,0.35562944768415927,1.2458424603354463,1.7318214423574438,2.199065554163527
Área per se,fixo e aleat,0.35852566642738304,1.2363725368701113,1.7234585514714977,2.189707837142089
Área per se,fixo e aleat,0.3596451745933452,1.233715006827002,1.719445189260086,2.185227017924959
Área per se,fixo e aleat,0.36334873727124495,1.2233630532255593,1.7057873479016594,2.170983140648942
Área per se,fixo e aleat,0.36368336993848355,1.2223641442180226,1.7041891715980022,2.169694027308301
Área per se,fixo e aleat,0.3645016588927172,1.219567311843849,1.7015660249787026,2.1662787987291585
Área per se,fixo e aleat,0.3651315317301004,1.2172317055845239,1.6995201856695885,2.1637250572198554
Área per se,fixo e aleat,0.36628340780519264,1.2131019178806193,1.695340038165071,2.158737187898215
Área per se,fixo e aleat,0.3710680268583306,1.1980490685412126,1.6760197107606118,2.136519197266449
Área per se,fixo e aleat,0.3717373970328177,1.1957528409859972,1.6732928969884358,2.1338670945132514
Área per se,fixo e aleat,0.3729216410170402,1.192441887436545,1.6681663725850082,2.128865630733088
Área per se,fixo e aleat,0.3733266941784903,1.1914300050071753,1.6664761647980972,2.126257476317275
Área per se,fixo e aleat,0.37834326233553506,1.1743238015782587,1.6448425024653424,2.099737650826328
Área per se,fixo e aleat,0.3787873164454163,1.1729267526291804,1.6430748888434032,2.097506914708247
Área per se,fixo e aleat,0.3795598742288877,1.1692267590396825,1.6395373599961354,2.094332745001747
Área per se,fixo e aleat,0.3849491276382524,1.1427175703608798,1.614056051106293,2.0674029879923252
Área per se,fixo e aleat,0.38619810744073524,1.1369834038451385,1.6080791602351119,2.061127298242618
Área per se,fixo e aleat,0.386506606032502,1.1355869232964675,1.6063448888676815,2.0596003569963264
Área per se,fixo e aleat,0.39155499294096974,1.1164567242554593,1.5789683031443997,2.033508031627115
Área per se,fixo e aleat,0.39283634065258277,1.1112553344348666,1.5724791574177124,2.0274540968915318
Área per se,fixo e aleat,0.39422589561958765,1.1055574773975154,1.5645718745478085,2.0189703912425614
Área per se,fixo e aleat,0.3981608582436871,1.0878546513293834,1.541732035058393,1.9956451091381027
Área per se,fixo e aleat,0.3994745738644303,1.0845783525541275,1.5345350827640751,1.987874283325354
Área per se,fixo e aleat,0.3996334422450988,1.0838036892879346,1.5336299774022273,1.9869482079058811
Área per se,fixo e aleat,0.40194518520667344,1.0731916778975306,1.51980463492137,1.9719241417019155
Área per se,fixo e aleat,0.4047667235464044,1.0598786400916231,1.5045830050273237,1.9518384984805528
Área per se,fixo e aleat,0.40611280707627784,1.052685384681703,1.496550562455333,1.9435807870928423
Área per se,fixo e aleat,0.4096644747937591,1.0392177512773602,1.4747603925801762,1.9234680814051872
Área per se,fixo e aleat,0.41137258884912176,1.0314082384061558,1.4640414263057302,1.9149679809732845
Área per se,fixo e aleat,0.41275104028812537,1.022169003989101,1.4554629601340467,1.90566274327533
Área per se,fixo e aleat,0.4173837643808448,0.9947241468150291,1.426096791007067,1.8717632763854952
Área per se,fixo e aleat,0.4179784541518391,0.9916445837087522,1.422455283494892,1.8671925103882185
