contraste,tipo,Uefeito,Q_0.05,Q_0.5,Q_0.95
Área per se,fixo e aleat,0.4510077806654258,-1.2473717841743428,-0.4452750758347609,0.39611055394333505
Área per se,fixo e aleat,0.45258043955921057,-1.2767226559924458,-0.47469203475316873,0.3649615558943175
Área per se,fixo e aleat,0.45375554546433544,-1.2997339716288425,-0.4962240337679559,0.34262464387399744
Área per se,fixo e aleat,0.45598021231627317,-1.3417334068075237,-0.5391104864707139,0.3003523549563083
Área per se,fixo e aleat,0.45761364596814313,-1.3731228503338984,-0.5695446489321682,0.26900417169266844
Área per se,fixo e aleat,0.4592186727710581,-1.4060570270001458,-0.6002860987420887,0.23669771965810343
Área per se,fixo e aleat,0.46369950190335885,-1.4862477500462097,-0.6841708426076479,0.14986738333801308
Área per se,fixo e aleat,0.4642195112708605,-1.4956317616451118,-0.6932362830537545,0.13965009806728462
Área per se,fixo e aleat,0.46585690598290563,-1.5262238279787539,-0.7253755271798565,0.10672021925115578
Área per se,fixo e aleat,0.4708253765735778,-1.625814826622876,-0.8206007606069272,0.010531801521205482
Área per se,fixo e aleat,0.4714187914904445,-1.6388461688189775,-0.8321835193662349,8.611271703658236e-4
Área per se,fixo e aleat,0.47249513919475317,-1.6607355747707204,-0.8518265480420937,-0.01872205737312961
Área per se,fixo e aleat,0.47743124187629515,-1.7590768566463502,-0.9505414731012313,-0.11534532412692104
Área per se,fixo e aleat,0.4791333724066007,-1.7969252253951338,-0.9850486012709818,-0.14600683467338435
Área per se,fixo e aleat,0.4791380810775302,-1.7970218952078458,-0.9851487475956338,-0.14609296176834904
Área per se,fixo e aleat,0.4840371071790126,-1.902029972911428,-1.0901915848277506,-0.24826849247133595
Área per se,fixo e aleat,0.48577160561844823,-1.9394645062827558,-1.1256466651262396,-0.28444841960518114
Área per se,fixo e aleat,0.4868573706646159,-1.96337443909141,-1.1465811053248658,-0.30771211092804834
Área per se,fixo e aleat,0.49064297248172994,-2.0548177884779513,-1.226121653256574,-0.3846172795042882
Área per se,fixo e aleat,0.49240983883029565,-2.094219924861016,-1.2640312528392974,-0.42178153009740005
Área per se,fixo e aleat,0.49457666025170155,-2.143058563056166,-1.3111857426110605,-0.4703389931472869
Área per se,fixo e aleat,0.4972488377844473,-2.2010137144549877,-1.3637539223254327,-0.5252170244458679
Área per se,fixo e aleat,0.4990480720421432,-2.2426277179280345,-1.404034790189793,-0.5619114334258938
Área per se,fixo e aleat,0.5022959498387872,-2.3185782523703637,-1.4760130970055252,-0.6294830173572991
Área per se,fixo e aleat,0.5038547030871646,-2.356795779509387,-1.510416203907015,-0.6592556390465502
Área per se,fixo e aleat,0.5056863052539907,-2.401477044981969,-1.5485610008280852,-0.6963802731583117
Área per se,fixo e aleat,0.510015239425873,-2.5055044826769843,-1.6437303933926086,-0.7839618335299003
Área per se,fixo e aleat,0.510460568389882,-2.515734399764152,-1.6525342813713702,-0.7904306296058077
Área per se,fixo e aleat,0.5123245384658383,-2.560249919813162,-1.6964379036062325,-0.8251172875198947
Área per se,fixo e aleat,0.5170664336925993,-2.6816304740837267,-1.8091408576591927,-0.934149556530193
Área per se,fixo e aleat,0.5177345290129587,-2.6997182445590453,-1.8228582694747952,-0.9480068641797185
Área per se,fixo e aleat,0.5189627716776858,-2.7322799712872694,-1.851938241046385,-0.9744720139455939
Área per se,fixo e aleat,0.5236722989953166,-2.856294022073751,-1.961534216435358,-1.0747581257889642
Área per se,fixo e aleat,0.5254538186000444,-2.903827540713178,-1.9998669063510905,-1.1098006598063788
Área per se,fixo e aleat,0.5256010048895333,-2.908002220775188,-2.002791513450827,-1.1122529640119714
Área per se,fixo e aleat,0.530278164298034,-3.026629994382294,-2.106796512789492,-1.2040238728945638
Área per se,fixo e aleat,0.5322392381013809,-3.081251021823774,-2.152277171118035,-1.2439214226922497
Área per se,fixo e aleat,0.53317310818713,-3.1060804598306833,-2.1752187152173836,-1.2611876979841112
Área per se,fixo e aleat,0.5368840296007513,-3.204805168000217,-2.2584084534424442,-1.3315030534256447
Área per se,fixo e aleat,0.5388774713132284,-3.2573957589350346,-2.3055720767415684,-1.3692537746742985
Área per se,fixo e aleat,0.5408923977742157,-3.3118088242125703,-2.3524796491961095,-1.405765038380686
Área per se,fixo e aleat,0.5434898949034687,-3.383913672152981,-2.41422895662607,-1.4557567973320071
Área per se,fixo e aleat,0.5455157045250759,-3.4418831720004763,-2.4615494077886746,-1.495175085571794
Área per se,fixo e aleat,0.5486116873613014,-3.5333259356742306,-2.5367465473281023,-1.5617645915391987
Área per se,fixo e aleat,0.550095760206186,-3.578801781156725,-2.570439609735246,-1.5974170504674174
Área per se,fixo e aleat,0.5521539377369235,-3.6369751069489884,-2.6184912869596673,-1.6416027175393928
Área per se,fixo e aleat,0.5563128683543995,-3.7610660062745893,-2.7218509673245013,-1.7249777154017842
Área per se,fixo e aleat,-0.01791340078736213,-0.37259720144170927,0.012218312674532992,0.38603296318087127
Área per se,fixo e aleat,-0.01643418306683769,-0.35632123812616656,0.01545154349891379,0.3762287785720182
Área per se,fixo e aleat,-0.01562917935571312,-0.3458121354294049,0.017204101549551726,0.37345709465175997
Área per se,fixo e aleat,-0.01539610602062061,-0.3430137714276873,0.01802017929381269,0.3723865746028902
Área per se,fixo e aleat,-0.0148992028238914,-0.33706094624246447,0.019755438448945454,0.3692999595707885
Área per se,fixo e aleat,-0.01489645249595356,-0.3370322362539975,0.019759152881095327,0.36927923098480436
Área per se,fixo e aleat,-0.012095885270116291,-0.3080391548345714,0.02430634890368443,0.35304901595909016
Área per se,fixo e aleat,-0.011402790524788278,-0.2995725448945045,0.024952310463660442,0.3467565127265118
Área per se,fixo e aleat,-0.00895614655224387,-0.2756485616433686,0.030779927960610545,0.3281753460928537
Área per se,fixo e aleat,-0.007177162908867871,-0.261833339369004,0.03398162544298136,0.32035931812063556
Área per se,fixo e aleat,-0.005457652058268758,-0.2549221501385242,0.03477576871943516,0.3129837371660921
Área per se,fixo e aleat,-0.0047969252220709385,-0.2519262795211731,0.03601788768085522,0.3123366659355037
Área per se,fixo e aleat,5.421266782178052e-4,-0.2209058451073139,0.041284678641613635,0.2906037055831204
Área per se,fixo e aleat,0.0011805811535787608,-0.21837865718481728,0.04306214946446117,0.29076681817177397
Área per se,fixo e aleat,0.00126564359218638,-0.2178424012880255,0.043202371294762995,0.2906748171347284
Área per se,fixo e aleat,0.0018089400806464012,-0.21588051739770894,0.044029805840895164,0.2901162671909454
Área per se,fixo e aleat,0.00781881436542628,-0.19482263205474007,0.047766358798138196,0.27838012543592683
Área per se,fixo e aleat,0.008261416265303495,-0.19355793466360544,0.047497739791118834,0.277886539739557
Área per se,fixo e aleat,0.008414805383363755,-0.19321265463085155,0.04760291364676192,0.277633424819522
Área per se,fixo e aleat,0.014457047577273813,-0.18289855820635198,0.048962950754368635,0.2774892347594005
Área per se,fixo e aleat,0.015020670686081095,-0.18190896536977127,0.04923559128050124,0.277995666352001
Área per se,fixo e aleat,0.01598070585238917,-0.18156182978303334,0.04983082880974764,0.2793578828149022
Área per se,fixo e aleat,0.01598978747165666,-0.18158715846487247,0.049839710092638205,0.27938485248113115
Área per se,fixo e aleat,0.0192917545295635,-0.1834176177610329,0.04841312086064784,0.2821574537084034
Área per se,fixo e aleat,0.01931475676888248,-0.18339055025596757,0.04840751523763654,0.2821012386989528
Área per se,fixo e aleat,0.021095280789121346,-0.1873774061520436,0.04784153607900209,0.2818793138036151
Área per se,fixo e aleat,0.021626535988798434,-0.1877511524732346,0.04773378815552816,0.28162190142140964
Área per se,fixo e aleat,0.02256893337952718,-0.1888018606953111,0.04826142560667116,0.28458445706123825
Área per se,fixo e aleat,0.02257678677122395,-0.1887816612421784,0.04825984062850851,0.2846134824462124
Área per se,fixo e aleat,0.02369999543947486,-0.1936842187111742,0.048408451067854276,0.2884454683480265
Área per se,fixo e aleat,0.027733514000968865,-0.20543537031189352,0.04856047378777041,0.30177359519004354
Área per se,fixo e aleat,0.028232401291515774,-0.20590457049535013,0.04835581162810213,0.3030474647787454
Área per se,fixo e aleat,0.02948783384449736,-0.21351645518210913,0.04899457989830738,0.3071909538103303
Área per se,fixo e aleat,0.03141928502656055,-0.21847991564734404,0.04944153858478708,0.31580328281231007
Área per se,fixo e aleat,0.03336026942117157,-0.22427183904753611,0.04927318675587333,0.3204474987789376
Área per se,fixo e aleat,0.034371747212816384,-0.2310762349363073,0.04982291075784392,0.3284352612838331
Área per se,fixo e aleat,0.034838266594233114,-0.23198590470683667,0.05102481860932082,0.3317915328404536
Área per se,fixo e aleat,0.039138574613646226,-0.25301989930474666,0.055585403189849364,0.35467048782330446
Área per se,fixo e aleat,0.04032876472288963,-0.25985026030317643,0.05684136489911857,0.3636149198785737
Área per se,fixo e aleat,0.04100998042466392,-0.2626601589441864,0.05720140183932629,0.36718340839515107
Área per se,fixo e aleat,0.04144413189695048,-0.26424079666291433,0.05749130910496225,0.3700263827582261
Área per se,fixo e aleat,0.04147770923684637,-0.26444380483810104,0.057526710019980415,0.3702272309380141
Área per se,fixo e aleat,0.0426564861432195,-0.26925173531716545,0.05886753865712209,0.37904208411926
Área per se,fixo e aleat,0.0468578642007319,-0.2908560555463559,0.06344286278369127,0.4132220535010115
Área per se,fixo e aleat,0.04764821363651145,-0.29464651172218925,0.06613050896536668,0.4207345633654797
Área per se,fixo e aleat,0.04804999719966782,-0.2973848705709302,0.06742666623040154,0.4240813326064348
Área per se,fixo e aleat,0.04875537477629683,-0.3003878736818548,0.06797201869237915,0.4295216286027267
Área per se,fixo e aleat,0.054286446848358955,-0.3270851756276068,0.08129172154258067,0.47213109888198046
Área per se,fixo e aleat,0.054577153787817606,-0.3282944926407587,0.08217088508681059,0.47419849010060705
Área per se,fixo e aleat,0.05465586250238516,-0.32855323375201806,0.08266661713854065,0.4750744349280445
Área per se,fixo e aleat,0.05695436767487501,-0.33723687285120374,0.08779799159269687,0.49648100988879235
Área per se,fixo e aleat,0.060444048577509,-0.3582924066997447,0.0939822085105787,0.5265108884849082
Área per se,fixo e aleat,-0.03991468038401889,-0.742443858636182,-0.1488065528116285,0.4458117623850871
Área per se,fixo e aleat,-0.038648818117506395,-0.7223568030502451,-0.14234700666353903,0.4370014507565287
Área per se,fixo e aleat,-0.03805432125721061,-0.710720853538153,-0.13872132464648523,0.43354723823080477
Área per se,fixo e aleat,-0.037826251735657665,-0.7070936839751654,-0.1368119325248952,0.4322603952943832
Área per se,fixo e aleat,-0.03201058490565887,-0.6111509754628788,-0.10455089805705273,0.39753525743660445
Área per se,fixo e aleat,-0.03122038643294031,-0.5972376766030404,-0.10127453078758555,0.3921781303936607
Área per se,fixo e aleat,-0.030335031670124926,-0.5813863000601749,-0.09684546912815939,0.3875452597285271
Área per se,fixo e aleat,-0.025372351693811343,-0.49970258164625647,-0.06812557447434185,0.3564154232001342
Área per se,fixo e aleat,-0.02461452113022297,-0.4872294984348119,-0.0631713259185849,0.3539274391002418
Área per se,fixo e aleat,-0.022615742083039236,-0.45659310124853664,-0.05162242588256774,0.346991016926934
Área per se,fixo e aleat,-0.018734118481963824,-0.3938494587612889,-0.029187965814252096,0.32987626933625747
Área per se,fixo e aleat,-0.018008655827505632,-0.3831292086790973,-0.025863706435716356,0.3255283493046834
Área per se,fixo e aleat,-0.01765673812415264,-0.3773569599300798,-0.024493856848366,0.32336692245003484
Área per se,fixo e aleat,-0.01698910823566733,-0.36781949651174595,-0.02154280165250514,0.31993884925445665
Área per se,fixo e aleat,-0.01489645249595356,-0.338288611009949,-0.011049758817670346,0.3144257486134132
Área per se,fixo e aleat,-0.012095885270116291,-0.30051459499393235,0.004807984963261543,0.30479339376406217
Área per se,fixo e aleat,-0.011402790524788278,-0.29290281331850376,0.009693346347570088,0.306086808169526
Área per se,fixo e aleat,-0.01124465323240482,-0.29135548596481103,0.010347545314237582,0.30544753934393304
Área per se,fixo e aleat,-0.00970347906440494,-0.27382875846863847,0.018722462162214973,0.3005917059180985
Área per se,fixo e aleat,-0.00903300366704639,-0.265732501892131,0.022622174650601054,0.30080491444490887
Área per se,fixo e aleat,-0.00802212648276721,-0.2519934797195879,0.02683646822308177,0.29768035555234157
Área per se,fixo e aleat,-0.00788542880380293,-0.2503756865865684,0.027590936107693906,0.29692173651794673
Área per se,fixo e aleat,-0.007177162908867871,-0.24317545150080802,0.03095187935295565,0.2937719287479011
Área per se,fixo e aleat,-0.00588751832472732,-0.22903978928730329,0.03845859024066955,0.2929230504187208
Área per se,fixo e aleat,-0.005457652058268758,-0.22510809162400328,0.04002223716176631,0.29203024083985457
Área per se,fixo e aleat,-0.0047969252220709385,-0.217321576711826,0.04294703979576681,0.28974383019488914
Área per se,fixo e aleat,3.0504444761055005e-4,-0.17278153835404034,0.06671220978865604,0.29630531514541586
Área per se,fixo e aleat,5.421266782178052e-4,-0.16989195823531417,0.06764335260909062,0.29833219180435017
Área per se,fixo e aleat,0.0011805811535787608,-0.16609086779385687,0.07100431764642903,0.29804435871624796
Área per se,fixo e aleat,0.0018089400806464012,-0.1610569669258753,0.07336095637004232,0.298614186434799
Área per se,fixo e aleat,0.00184157223108249,-0.16080431367775888,0.07356812492017627,0.298563206966537
Área per se,fixo e aleat,0.00230126747923711,-0.1581619456155389,0.07628933864707568,0.2980258814511098
Área per se,fixo e aleat,0.004286194731915,-0.14627891500009968,0.08605051405559087,0.304675806101132
Área per se,fixo e aleat,0.00438880544435396,-0.14550317539480725,0.08645646302861523,0.3054770191985513
Área per se,fixo e aleat,0.00548021901927404,-0.1396824872005987,0.0894896063849056,0.3110259819886672
Área per se,fixo e aleat,0.00781881436542628,-0.12855075937134597,0.09904583006730254,0.31696005437115593
Área per se,fixo e aleat,0.008261416265303495,-0.1271154886268591,0.10087346629027841,0.3197957214346035
Área per se,fixo e aleat,0.008414805383363755,-0.12620501385593555,0.10151541944224493,0.32088348721427007
Área per se,fixo e aleat,0.00857863686311904,-0.12594196323532086,0.1020947037488486,0.32270596456257183
Área per se,fixo e aleat,0.01377986570888897,-0.11314055243328228,0.12641323820398048,0.35212687850175883
Área per se,fixo e aleat,0.014457047577273813,-0.11364099311091409,0.12975770596966857,0.35477649039187975
Área per se,fixo e aleat,0.015020670686081095,-0.11511862222597692,0.13049607548250178,0.3593575446255456
Área per se,fixo e aleat,0.01598070585238917,-0.11285527622647762,0.13345218441756326,0.36744649555260056
Área per se,fixo e aleat,0.01616386689019678,-0.11225410299943377,0.1343620380714416,0.36865968177202635
Área per se,fixo e aleat,0.021095280789121346,-0.12052076324285237,0.14994675586279582,0.4084715314699302
Área per se,fixo e aleat,0.021626535988798434,-0.12023177734432704,0.1528468255771153,0.41374790960473606
Área per se,fixo e aleat,0.02369999543947486,-0.12484577510603306,0.15914678272525962,0.4352050333305759
Área per se,fixo e aleat,0.02532223116022985,-0.12815633159012851,0.16469892144476664,0.4519556075075638
Área per se,fixo e aleat,0.0258755545630145,-0.12878385363959607,0.16649258741154346,0.45690180708536265
Área per se,fixo e aleat,-0.03886589319525697,-0.13896245132239246,0.36736671651296515,0.8588598275379266
Área per se,fixo e aleat,-0.038648818117506395,-0.13835323631163246,0.36573489876748233,0.8552050930599562
Área per se,fixo e aleat,-0.03805432125721061,-0.13665435251460112,0.3608216276507072,0.8436673266284964
Área per se,fixo e aleat,-0.037826251735657665,-0.13599264430285835,0.35853732509610975,0.8383370472831873
Área per se,fixo e aleat,-0.03201058490565887,-0.11886910191409031,0.31968868529196676,0.7460066995875244
Área per se,fixo e aleat,-0.03146388076322842,-0.11830419093703348,0.3154915041733619,0.7373556637074035
Área per se,fixo e aleat,-0.03122038643294031,-0.11786565755963056,0.3135775913491516,0.7335955707193644
Área per se,fixo e aleat,-0.030335031670124926,-0.11691020833040006,0.30755317738545374,0.7192037620245633
Área per se,fixo e aleat,-0.025372351693811343,-0.10993712889725575,0.27306588881828125,0.649269010743095
Área per se,fixo e aleat,-0.02461452113022297,-0.11000422847107731,0.26792308817354027,0.6372345212707804
Área per se,fixo e aleat,-0.02371400150286761,-0.10927136736571774,0.2625287203321007,0.6250213819133734
Área per se,fixo e aleat,-0.022615742083039236,-0.10929390605967253,0.2557494200333158,0.6091416539922424
Área per se,fixo e aleat,-0.018734118481963824,-0.11265359324013363,0.2296634453281483,0.5618139511959261
Área per se,fixo e aleat,-0.018008655827505632,-0.11146755204146738,0.22533220693127465,0.5527057835614708
Área per se,fixo e aleat,-0.01489645249595356,-0.11235095254602163,0.20449860193378278,0.5178517329029381
Área per se,fixo e aleat,-0.012095885270116291,-0.11642474515081236,0.18465806736047627,0.4814061773928432
Área per se,fixo e aleat,-0.011402790524788278,-0.11525747625450258,0.1791527466278661,0.47476889082878615
Área per se,fixo e aleat,-0.01116174797735707,-0.11542314228281646,0.17709282847896796,0.47248309986341597
Área per se,fixo e aleat,-0.00784559298941447,-0.12394254031590256,0.15594783552769326,0.4380269193607028
Área per se,fixo e aleat,-0.007177162908867871,-0.124201652056383,0.15220578103123408,0.4306162977217922
Área per se,fixo e aleat,-0.005457652058268758,-0.12844324208127283,0.142375120199317,0.41012674448957503
Área per se,fixo e aleat,-0.0047969252220709385,-0.1313092126672093,0.13754341864675804,0.4013783250288948
Área per se,fixo e aleat,-0.0015372874987631,-0.13984557951712337,0.1176984615233473,0.3706555624737805
Área per se,fixo e aleat,5.421266782178052e-4,-0.14463354483546229,0.10502823460627721,0.3538409092798031
Área per se,fixo e aleat,0.0011805811535787608,-0.14757629696430843,0.10211900378541744,0.34991031794468114
Área per se,fixo e aleat,0.0018089400806464012,-0.15128926910782933,0.09855676088424786,0.3452276297057436
Área per se,fixo e aleat,0.00565468179696464,-0.16617195803809598,0.077624676154047,0.31420176561531216
Área per se,fixo e aleat,0.00659360843546087,-0.17003673505078176,0.0732711374374782,0.3067981543603876
Área per se,fixo e aleat,0.00781881436542628,-0.17212752023406855,0.06624401782358315,0.29896216695466354
Área per se,fixo e aleat,0.008261416265303495,-0.17393972017965764,0.06368942162372766,0.2956931051617873
Área per se,fixo e aleat,0.008414805383363755,-0.17511415080909637,0.06308377151729798,0.2951066715994027
Área per se,fixo e aleat,0.01232183978838988,-0.19366570717112588,0.04268362308415348,0.26599863135369006
Área per se,fixo e aleat,0.0133254415987409,-0.20184445088678354,0.038044649857327126,0.25807407857054754
Área per se,fixo e aleat,0.014457047577273813,-0.20813987657519364,0.03266442980064287,0.2543414558881242
Área per se,fixo e aleat,0.015020670686081095,-0.21190865023294395,0.028780714858860912,0.25482021090500245
Área per se,fixo e aleat,0.01598070585238917,-0.22043025800559182,0.023449067175936446,0.2528752715607663
Área per se,fixo e aleat,0.01906164687469257,-0.24283353442104436,0.007399093701837074,0.2462864984826279
Área per se,fixo e aleat,0.021095280789121346,-0.25597208480590444,-7.934360235583064e-4,0.24080122656422606
Área per se,fixo e aleat,0.021626535988798434,-0.25910695850248233,-0.003907889318760352,0.24053220818849924
Área per se,fixo e aleat,0.02202852548477094,-0.2611196586209183,-0.0061675946065247855,0.2397635418217962
Área per se,fixo e aleat,0.02369999543947486,-0.27375070886995984,-0.013840420420170588,0.23608841295311964
Área per se,fixo e aleat,0.027733514000968865,-0.3033754779994589,-0.03397939168281387,0.23303012675370105
Área per se,fixo e aleat,0.028232401291515774,-0.30739696430236985,-0.03654570573687368,0.23292957958342397
Área per se,fixo e aleat,0.03109420425298101,-0.3278960086119509,-0.04868307961339194,0.23290021383940032
Área per se,fixo e aleat,0.03141928502656055,-0.33065061213099123,-0.049868272636112695,0.23262127570694577
Área per se,fixo e aleat,0.034371747212816384,-0.35002924203590585,-0.06160189288517918,0.2281086776755073
Área per se,fixo e aleat,0.034838266594233114,-0.3536463427727647,-0.06276447331484854,0.22693686875303853
Área per se,fixo e aleat,0.03568374337219834,-0.3602772994504038,-0.06533810758244599,0.2253625920145446
Área per se,fixo e aleat,0.03617201413081708,-0.36313815726287646,-0.06614555456988351,0.22615248577569702
Área per se,fixo e aleat,0.03674430599246978,-0.36780510095353525,-0.06810724372856945,0.2263154105162343
Área per se,fixo e aleat,0.039138574613646226,-0.3788755172895507,-0.07876160379084406,0.22676952249189986
Área per se,fixo e aleat,0.04100998042466392,-0.3904281279246015,-0.08422837117666748,0.22918745645439845
Área per se,fixo e aleat,0.04144413189695048,-0.392848493703347,-0.08531138212245874,0.2292028168805974
Área per se,fixo e aleat,0.04606218170683262,-0.4177354392574989,-0.09875024092249524,0.24040582886001627
Área per se,fixo e aleat,0.0468578642007319,-0.42268547230288456,-0.10095870519449295,0.24115657255494213
Área per se,fixo e aleat,0.04764821363651145,-0.42850442621949225,-0.10282512005024275,0.24312604226972365
Área per se,fixo e aleat,0.04804999719966782,-0.4311795982560184,-0.10423110395132822,0.24397508293660705
Área per se,fixo e aleat,0.054286446848358955,-0.46136259353745684,-0.11745857951123963,0.25973821816748066
Área per se,fixo e aleat,0.054577153787817606,-0.4624657479174602,-0.11747087474126162,0.2607484853900987
Área per se,fixo e aleat,0.05465586250238516,-0.4627804332814774,-0.11747911075918291,0.26116428034995026
Área per se,fixo e aleat,0.06092468006020649,-0.48976510435058757,-0.1240405093980401,0.2882128720854712
Área per se,fixo e aleat,0.0612617278051025,-0.4915230780997598,-0.12440420398272342,0.2910966038672588
Área per se,fixo e aleat,0.06229644337490328,-0.4972522523857958,-0.12556456891641643,0.29806744420903786
Área per se,fixo e aleat,0.06756291327205402,-0.5217949086437287,-0.12939833804212375,0.3185001754026831
Área per se,fixo e aleat,0.06786759310781984,-0.5235387446048854,-0.12992980342051746,0.31958077629307785
Área per se,fixo e aleat,0.07001573296198896,-0.5315800973126773,-0.13186781865115027,0.3254048427720787
Área per se,fixo e aleat,0.07420114648390155,-0.5519393911376167,-0.133218579050923,0.33911483024763817
Área per se,fixo e aleat,0.07447345841053718,-0.553875284909997,-0.13285603370935456,0.3392566662894231
Área per se,fixo e aleat,0.07773502254907463,-0.5656914339535716,-0.13467690445383992,0.35154042498636917
Área per se,fixo e aleat,0.08083937969574909,-0.5812480259378948,-0.13877836096455884,0.3669237526508143
Área per se,fixo e aleat,0.08107932371325455,-0.5819169582075353,-0.13918364284933607,0.3679985685594514
Área per se,fixo e aleat,0.0811643753134126,-0.5821417498827912,-0.13919596057058206,0.36832594154703463
Área per se,fixo e aleat,0.08545431213616034,-0.6031513890253422,-0.14189307528539824,0.38509723945779833
Área per se,fixo e aleat,0.08747761290759659,-0.6120020841375364,-0.1431765747826368,0.3929293782451426
Área per se,fixo e aleat,0.08768518901597189,-0.6132011113648907,-0.14305822702579538,0.3936437565933407
Área per se,fixo e aleat,0.09317360172324601,-0.6390988289222927,-0.14635455651998408,0.40621577581397816
Área per se,fixo e aleat,0.09411584611944412,-0.6423536625659484,-0.1469558757652694,0.40945164613870855
Área per se,fixo e aleat,0.09429105431868923,-0.6431223371518975,-0.14719039546505483,0.4100112287847244
Área per se,fixo e aleat,0.10075407933129166,-0.6706934842765652,-0.15155026865356255,0.4255879798273773
Área per se,fixo e aleat,0.10089289131033169,-0.6714283060086615,-0.15166494357526022,0.4261414715479824
Área per se,fixo e aleat,0.10089691962140657,-0.671449611553097,-0.15166636864196262,0.42615752124260464
Área per se,fixo e aleat,0.10739231254313916,-0.6982899334959554,-0.1562729272731781,0.43607108007192047
Área per se,fixo e aleat,0.1075027849241239,-0.6987439095882867,-0.1565706230156795,0.43623915510504785
Área per se,fixo e aleat,0.10861218089741739,-0.7027846957034438,-0.15838200401280228,0.43719052898040817
Área per se,fixo e aleat,0.1140305457549867,-0.7276419991437872,-0.16147593405983984,0.4440950765347612
Área per se,fixo e aleat,0.11410865022684125,-0.7280584272669582,-0.16161335667378698,0.44426929509358604
Área per se,fixo e aleat,0.11633147048450307,-0.7413670682881162,-0.163809195801521,0.4476723101334009
Área per se,fixo e aleat,0.12066877896683423,-0.7623911935684023,-0.16761485873807921,0.4505161432387433
Área per se,fixo e aleat,0.12071451552955859,-0.7626327075811281,-0.1675585884806466,0.4505252185057544
Área per se,fixo e aleat,0.12405076007158874,-0.7765231936832381,-0.17204716433136377,0.4552824796913198
Área per se,fixo e aleat,0.12730701217868176,-0.7903787235836575,-0.17783993174506063,0.4608255709890645
Área per se,fixo e aleat,0.12732038083227595,-0.7904531365696381,-0.17784986069117614,0.46084341916423016
Área per se,fixo e aleat,0.13177004965867442,-0.8106097736579153,-0.18184175669062358,0.46915535336521325
Área per se,fixo e aleat,0.1339262461349933,-0.8159034687139256,-0.18372053565170973,0.47113758011428497
Área per se,fixo e aleat,0.1339452453905293,-0.8159499473740259,-0.1837565573342093,0.4711613481429369
Área per se,fixo e aleat,0.13948933924576012,-0.8421422837006125,-0.19585127762365895,0.47275883230067
Área per se,fixo e aleat,0.14053211143771063,-0.8449715722919185,-0.19785071460240858,0.4748710321281049
Área per se,fixo e aleat,0.1405834786023768,-0.8450847177441763,-0.19801534170171325,0.47496338447967823
Área per se,fixo e aleat,0.14713797674042797,-0.8807021455530946,-0.20993120703707685,0.47230150686513866
Área per se,fixo e aleat,0.1472086288328458,-0.8810498470314743,-0.20996724771309166,0.4721590743189549
Área per se,fixo e aleat,0.14722171181422433,-0.8811241122707532,-0.20997948487793136,0.4721326490195613
Área per se,fixo e aleat,0.1537438420431453,-0.9178330670476911,-0.218769442223324,0.47980398059329565
Área per se,fixo e aleat,0.15385994502607186,-0.9182560826893781,-0.21907451548978008,0.48024963496144796
Área per se,fixo e aleat,0.15473349384604182,-0.9245962206511,-0.2213139115561485,0.48318274227739466
Área per se,fixo e aleat,0.1549279184199315,-0.9260564967132455,-0.22200728052101737,0.48307451513984706
Área per se,fixo e aleat,0.16034970734586265,-0.9535898344988015,-0.2314837335443986,0.4817651365520231
Área per se,fixo e aleat,0.16049817823791937,-0.9542351714188723,-0.23156109773452266,0.4817147128289101
Área per se,fixo e aleat,0.16264720800701718,-0.9642556317052221,-0.2341529251581074,0.480650646488719
Área per se,fixo e aleat,0.16695557264858,-0.9837040400364523,-0.24147032637607407,0.4743250316686516
Área per se,fixo e aleat,0.1671364114497669,-0.984584469953455,-0.24149773581709919,0.4746504545906926
Área per se,fixo e aleat,0.17036649759410286,-1.001335688839434,-0.24638464536529878,0.4831496362743134
Área per se,fixo e aleat,0.17356143795129733,-1.016912766082346,-0.25247656482762026,0.4826020934606158
Área per se,fixo e aleat,0.17377464466161444,-1.0175669207988185,-0.25294087708394053,0.4824382674399341
Área per se,fixo e aleat,0.17808578718118853,-1.0473118342828462,-0.2635079612570217,0.4884938076804244
Área per se,fixo e aleat,0.18016730325401467,-1.0636554253328867,-0.2709863533647029,0.49081081927349013
Área per se,fixo e aleat,0.18041287787346197,-1.0649183760156176,-0.2719376166501492,0.4911981070905608
Área per se,fixo e aleat,0.1858050767682742,-1.0908097877676695,-0.28722093621219674,0.48735271947625175
Área per se,fixo e aleat,0.18677316855673207,-1.0939929392042562,-0.2892915767672002,0.4882213338259631
Área per se,fixo e aleat,0.1870511110853095,-1.0955846064215617,-0.29060480812301137,0.4884969880836033
Área per se,fixo e aleat,0.1933790338594494,-1.136271275094623,-0.3068106493131682,0.49484766679041786
Área per se,fixo e aleat,0.19352436635535988,-1.1368520033425225,-0.30709522317413085,0.494889058218931
Área per se,fixo e aleat,0.19368934429715703,-1.137420951587063,-0.3074719337099183,0.49493522407879464
Área per se,fixo e aleat,0.19998489916216675,-1.163917396496964,-0.32499030920491856,0.5004453483377815
Área per se,fixo e aleat,0.2003275775090045,-1.1653957616780908,-0.3261427652335839,0.500387409014811
Área per se,fixo e aleat,0.20124365594244556,-1.1700142967398162,-0.3302559901149757,0.5001842356890892
Área per se,fixo e aleat,0.20659076446488409,-1.209181506339518,-0.3448165887854654,0.5158813769932631
Área per se,fixo e aleat,0.20696581072085204,-1.2121957936769845,-0.34596887869658055,0.5161490100657229
