SiteCode,d,k,1,2,3,4
SPcara1,0.5498252703462062,0.99,0.00411312,0.00447764,0.00410411,0.00420489
SPcara1,0.7787460952000558,0.95,0.00398893,0.00390837,0.00389579,0.00422069
SPcara1,0.9559908838664556,0.8999999999999999,0.00423769,0.00405225,0.00405248,0.00452238
SPcara1,1.1138508756670276,0.85,0.00401238,0.00410003,0.00414466,0.00431197
SPcara1,1.256944546615495,0.7999999999999999,0.00399691,0.00402709,0.00411796,0.00428408
SPcara1,1.393350465169966,0.75,0.00389786,0.00416421,0.00407829,0.00430628
SPcara1,1.5405124486553017,0.7,0.0112617,0.0118274,0.0117314,0.0118577
SPcara1,1.69184313008293,0.6499999999999999,0.011314,0.0119202,0.0116394,0.0119378
SPcara1,1.8722627547161224,0.5999999999999999,0.0111001,0.0111856,0.0109343,0.0111135
SPcara1,2.043684116965209,0.5499999999999999,0.0118604,0.0116513,0.0122864,0.0121096
SPcara1,2.2488041928504923,0.49999999999999994,0.0122367,0.0109504,0.0110735,0.0114312
SPcara1,2.4833786558957542,0.45,0.0115026,0.0109511,0.0116237,0.012502
SPcara1,2.7469228664373024,0.3999999999999999,0.0116491,0.0123057,0.0114054,0.0108689
SPcara1,3.0529880203424247,0.34999999999999987,0.0101464,0.00961613,0.0101739,0.0099848
SPcara1,3.4521233450840185,0.29999999999999993,0.0101631,0.0106258,0.0102428,0.00965294
SPcara1,3.946282808032629,0.2499999999999999,0.0107553,0.0100342,0.0103239,0.0100703
SPcara1,4.636759124956781,0.19999999999999996,0.0088007,0.00776582,0.00873203,0.00945621
SPcara1,5.534007065983242,0.1499999999999999,0.00814519,0.00914934,0.0077844,0.00795863
SPcara1,7.1464243271125225,0.09999999999999988,0.00452023,0.00524465,0.00455061,0.00432791
SPcara1,10.623738125960935,0.05,0.00246166,0.00244384,0.0026745,0.00238292
