SiteCode,d,k,1,2,3,4
SPjabo1,0.7012055841473891,0.99,0.001197,0.00128794,0.00120155,0.00140307
SPjabo1,1.0029895004496945,0.95,0.00128541,0.00138559,0.00148549,0.00142036
SPjabo1,1.2264804730141616,0.8999999999999999,0.0010739,0.00109858,0.00135077,0.00131626
SPjabo1,1.4151320681569115,0.85,0.00374034,0.00380264,0.00426309,0.0034788
SPjabo1,1.599889336636973,0.7999999999999999,0.0034993,0.00408169,0.00362874,0.00377875
SPjabo1,1.785913929066525,0.75,0.0040249,0.00363274,0.00368203,0.00365597
SPjabo1,1.9817002368246224,0.7,0.0043629,0.00410746,0.00329543,0.00376751
SPjabo1,2.1599162858279604,0.6499999999999999,0.004207,0.00357733,0.00376429,0.00422179
SPjabo1,2.3902498331076445,0.5999999999999999,0.00375788,0.004009,0.00355492,0.00384183
SPjabo1,2.622954639495622,0.5499999999999999,0.00374756,0.00414486,0.0037686,0.00317633
SPjabo1,2.868275205590942,0.49999999999999994,0.0026643,0.00273156,0.00270152,0.00282104
SPjabo1,3.161815571745994,0.45,0.00289777,0.0027477,0.00307854,0.00308581
SPjabo1,3.526674443407144,0.3999999999999999,0.00305078,0.00245304,0.0023805,0.00329354
SPjabo1,3.909680874502899,0.34999999999999987,0.003493,0.00311022,0.00308108,0.00235495
SPjabo1,4.397576870113511,0.29999999999999993,0.00224362,0.0018878,0.00172036,0.00188509
SPjabo1,5.035387761496349,0.2499999999999999,0.00195029,0.00197991,0.00160134,0.00190578
SPjabo1,5.8917304899979515,0.19999999999999996,0.00115962,0.00116521,0.00134138,0.00133144
SPjabo1,7.1293742598413266,0.1499999999999999,9.94871e-4,0.00110104,0.00106088,0.00113355
SPjabo1,9.100738214775337,0.09999999999999988,8.94539e-4,8.54736e-4,8.75718e-4,9.03657e-4
SPjabo1,13.731967266420892,0.05,7.09776e-4,7.38934e-4,7.03638e-4,7.08964e-4
