SiteCode,d,k,1,2,3,4
PRdiam2,0.7780345011555886,0.99,0.00300748,0.00282936,0.00280752,0.00260463
PRdiam2,1.1058187076604369,0.95,0.00249663,0.00314543,0.00267483,0.00291564
PRdiam2,1.3491277215000863,0.8999999999999999,0.00332475,0.0029654,0.00302083,0.00304949
PRdiam2,1.5565379129178576,0.85,0.00804887,0.00962043,0.00756341,0.00797157
PRdiam2,1.760200938011279,0.7999999999999999,0.00756332,0.00793153,0.00734985,0.00682176
PRdiam2,1.9573397509572352,0.75,0.00821154,0.00809766,0.0084381,0.00822116
PRdiam2,2.166501068679437,0.7,0.00725424,0.00837601,0.00875133,0.00815231
PRdiam2,2.3923231499695836,0.6499999999999999,0.00737592,0.00814005,0.00856423,0.00782357
PRdiam2,2.6211236793345245,0.5999999999999999,0.00782097,0.00793474,0.00719188,0.00737547
PRdiam2,2.881530194452131,0.5499999999999999,0.00617839,0.00643501,0.00578958,0.00658109
PRdiam2,3.1669906239960257,0.49999999999999994,0.00636664,0.00753093,0.00663606,0.0065567
PRdiam2,3.4827389252847603,0.45,0.00553549,0.00701723,0.00602585,0.00551461
PRdiam2,3.8537728300203495,0.3999999999999999,0.00755642,0.00717833,0.00616516,0.00581704
PRdiam2,4.295717799610692,0.34999999999999987,0.00449706,0.00456753,0.00334147,0.00481611
PRdiam2,4.847021592939628,0.29999999999999993,0.00401809,0.00441867,0.00438466,0.00414324
PRdiam2,5.556180457048746,0.2499999999999999,0.00424746,0.00536791,0.00470041,0.00509716
PRdiam2,6.477509505427106,0.19999999999999996,0.00347633,0.00301381,0.00278077,0.00312661
PRdiam2,7.859456914462931,0.1499999999999999,0.00202827,0.00213376,0.00207454,0.00171064
PRdiam2,10.10310696331703,0.09999999999999988,0.00144179,0.00127056,0.00113476,0.0014121
PRdiam2,14.912311650194606,0.05,9.97665e-4,9.80798e-4,9.60625e-4,0.0010107200000000001
