SiteCode,d,k,1,2,3,4
RScach2,0.585053211327854,0.99,4.00934e-4,5.13014e-4,4.73136e-4,4.21846e-4
RScach2,0.839391861579642,0.95,4.24148e-4,3.68897e-4,4.03488e-4,5.18388e-4
RScach2,1.0223220454382442,0.8999999999999999,4.2358e-4,5.40088e-4,5.22303e-4,4.34536e-4
RScach2,1.182153202072054,0.85,4.30177e-4,5.95207e-4,3.7985e-4,4.99511e-4
RScach2,1.3344225104638798,0.7999999999999999,4.85599e-4,4.61802e-4,3.88789e-4,4.30747e-4
RScach2,1.4888113134096108,0.75,0.00117642,0.00139996,0.00144683,0.00162705
RScach2,1.6389983389582332,0.7,0.00104562,0.00123781,0.00124555,0.00137641
RScach2,1.804014655732891,0.6499999999999999,0.0014633,0.00141429,0.00123618,0.00138927
RScach2,1.9864005045462485,0.5999999999999999,0.00144513,0.00134924,0.00113515,0.00107916
RScach2,2.1758270035340153,0.5499999999999999,0.00142566,0.0013189,0.00117472,0.0016659
RScach2,2.3891111055782135,0.49999999999999994,0.00160204,0.00140619,9.75665e-4,0.00153988
RScach2,2.6499573643159926,0.45,0.00141917,0.00135947,0.00140891,0.00123959
RScach2,2.9464045320589527,0.3999999999999999,9.19508e-4,0.00114965,0.00101205,0.00103873
RScach2,3.2732779214283783,0.34999999999999987,9.49145e-4,0.00122471,8.36015e-4,9.71491e-4
RScach2,3.680858757197727,0.29999999999999993,9.85284e-4,8.78139e-4,0.00105949,0.00126008
RScach2,4.208462179335114,0.2499999999999999,0.00102286,8.13875e-4,0.0011684,0.00110064
RScach2,4.911682026911891,0.19999999999999996,6.87109e-4,7.28366e-4,6.23012e-4,8.71438e-4
RScach2,5.907862247015474,0.1499999999999999,5.17556e-4,5.45565e-4,5.19052e-4,4.73572e-4
RScach2,7.66653434174731,0.09999999999999988,4.22502e-4,4.28063e-4,4.91734e-4,4.20558e-4
RScach2,11.473204208637378,0.05,3.52113e-4,3.53379e-4,3.64082e-4,3.44845e-4
