SiteCode,d,k,1,2,3,4
MGipia1,0.8971888129317296,0.99,0.00153166,0.00135954,0.00166398,0.00174865
MGipia1,1.2609226694052649,0.95,0.00147665,0.00157311,0.00150426,0.00145574
MGipia1,1.5380664322784336,0.8999999999999999,0.00497005,0.00489186,0.00471177,0.00488182
MGipia1,1.7863525856580078,0.85,0.00506755,0.00446149,0.00480869,0.0043136
MGipia1,2.014512960665662,0.7999999999999999,0.00365785,0.00463387,0.0037709,0.00404797
MGipia1,2.2518395237118596,0.75,0.0049033,0.00566533,0.00515513,0.00651791
MGipia1,2.4842214632194555,0.7,0.00501608,0.00460115,0.00488286,0.00477646
MGipia1,2.7251858395416746,0.6499999999999999,0.00435468,0.00483568,0.00467089,0.00414751
MGipia1,2.9920393666172207,0.5999999999999999,0.00288757,0.00395639,0.00300307,0.00359072
MGipia1,3.2884599188486026,0.5499999999999999,0.00361258,0.00326189,0.00236992,0.00289053
MGipia1,3.62451708404812,0.49999999999999994,0.00386552,0.00392023,0.00348394,0.00327565
MGipia1,3.9937081049770335,0.45,0.00300845,0.00375473,0.00329351,0.00343235
MGipia1,4.433498687972358,0.3999999999999999,0.00180928,0.00150635,0.00171414,0.00216666
MGipia1,4.9597808355367174,0.34999999999999987,0.00153601,0.00197433,0.00217926,0.00191764
MGipia1,5.56252093468469,0.29999999999999993,0.00210165,0.00162103,0.00155999,0.00198513
MGipia1,6.305256522068995,0.2499999999999999,0.00111451,0.00130001,0.00129791,0.00161984
MGipia1,7.358911241998161,0.19999999999999996,9.43926e-4,9.95804e-4,9.85165e-4,8.9398e-4
MGipia1,9.027439909173578,0.1499999999999999,9.87646e-4,9.17766e-4,9.30035e-4,9.51223e-4
MGipia1,11.427347866983077,0.09999999999999988,7.08157e-4,7.99647e-4,7.90553e-4,7.02646e-4
MGipia1,17.475955404241844,0.05,6.1634e-4,6.04617e-4,6.26238e-4,6.44686e-4
